week_start_date,date,ward_id,zone,rainfall_mm,turbidity,ecoli_index,reported_cases,disease_cases,outbreak_next_week,water_quality_score,sanitation_index,temperature_avg,population_density
2024-03-11,2024-03-11,W31,Central Zone,191.5,40.0,96.3,12,14,1,0.5,0.7,31.5,16800
2024-03-11,2024-03-11,W32,Central Zone,189.4,35.5,86.0,16,19,0,0.5,0.72,30.4,16200
2024-03-11,2024-03-11,W46,Central Zone,160.6,29.2,61.3,17,18,0,0.5,0.75,29.4,15600
2024-03-11,2024-03-11,W47,Central Zone,161.5,32.2,68.4,12,15,1,0.5,0.72,31.1,16400
2024-03-11,2024-03-11,W48,Central Zone,188.5,36.0,91.7,13,14,0,0.5,0.74,31.6,15900
2024-03-11,2024-03-11,W49,Central Zone,177.7,30.2,57.5,13,14,0,0.5,0.81,30.9,12800
2024-03-11,2024-03-11,W62,Central Zone,171.2,35.3,66.0,9,10,1,0.5,0.7,30.1,17200
2024-03-11,2024-03-11,W63,Central Zone,158.1,32.9,63.9,6,8,1,0.5,0.78,29.1,16600
2024-03-11,2024-03-11,W64,Central Zone,159.7,28.2,52.5,8,10,1,0.5,0.81,29.2,14800
2024-03-11,2024-03-11,W65,Central Zone,194.3,40.8,100.0,14,16,0,0.5,0.71,31.6,16900
2024-03-11,2024-03-11,W66,Central Zone,176.4,33.1,71.0,13,16,1,0.5,0.78,31.4,16100
2024-03-11,2024-03-11,W67,Central Zone,171.2,30.3,55.7,10,12,0,0.5,0.79,31.4,13500
2024-03-11,2024-03-11,W68,Central Zone,192.7,38.3,100.0,14,15,1,0.5,0.7,31.9,16700
2024-03-11,2024-03-11,W69,Central Zone,182.3,34.5,91.9,16,21,1,0.5,0.77,30.0,14900
2024-03-11,2024-03-11,W70,Central Zone,170.6,32.2,61.7,8,9,1,0.5,0.69,31.7,16300
2024-03-11,2024-03-11,W80,Central Zone,178.5,35.6,67.9,12,13,1,0.5,0.71,29.7,17000
2024-03-11,2024-03-11,W81,Central Zone,170.2,33.2,64.1,16,19,1,0.5,0.79,30.7,15600
2024-03-11,2024-03-11,W82,Central Zone,175.7,33.1,70.1,11,13,0,0.5,0.77,29.2,13000
2024-03-11,2024-03-11,W83,Central Zone,163.0,34.0,72.5,12,15,1,0.5,0.71,31.9,16800
2024-03-11,2024-03-11,W84,Central Zone,184.7,33.3,83.7,15,18,0,0.5,0.77,30.2,14400
2024-03-11,2024-03-11,W76,South Zone,161.9,33.7,67.4,11,12,1,0.5,0.76,30.7,14600
2024-03-11,2024-03-11,W77,South Zone,162.2,28.7,59.6,10,11,1,0.5,0.83,29.6,13100
2024-03-11,2024-03-11,W78,South Zone,182.0,37.9,97.9,16,17,1,0.5,0.74,29.8,16500
2024-03-11,2024-03-11,W79,South Zone,189.7,34.1,83.3,8,9,1,0.5,0.77,29.1,13800
2024-03-11,2024-03-11,W85,South Zone,186.6,31.8,82.7,12,15,1,0.5,0.87,30.5,12500
2024-03-11,2024-03-11,W86,South Zone,179.7,35.0,69.2,4,5,1,0.5,0.74,30.8,15900
2024-03-11,2024-03-11,W87,South Zone,157.4,28.1,53.5,7,8,1,0.5,0.82,29.6,13400
2024-03-11,2024-03-11,W88,South Zone,191.4,37.4,92.8,18,19,1,0.5,0.81,30.6,15100
2024-03-11,2024-03-11,W89,South Zone,191.9,33.1,85.5,10,11,1,0.5,0.89,30.9,11400
2024-03-11,2024-03-11,W90,South Zone,166.1,31.8,60.0,9,10,1,0.5,0.76,30.1,14700
2024-03-11,2024-03-11,W91,South Zone,196.9,38.0,98.2,21,26,1,0.5,0.68,29.1,17100
2024-03-11,2024-03-11,W92,South Zone,166.7,31.1,62.8,9,10,0,0.5,0.85,29.6,12900
2024-03-11,2024-03-11,W93,South Zone,174.5,36.3,75.9,16,21,1,0.5,0.77,29.8,16000
2024-03-11,2024-03-11,W94,South Zone,175.3,32.5,67.7,6,7,1,0.5,0.85,31.7,11800
2024-03-11,2024-03-11,W95,South Zone,160.8,30.8,56.8,14,15,1,0.5,0.81,30.7,15400
2024-03-11,2024-03-11,W96,South Zone,168.6,32.8,69.5,6,8,1,0.5,0.8,31.2,13200
2024-03-11,2024-03-11,W97,South Zone,188.8,39.3,100.0,21,26,1,0.5,0.72,29.0,17300
2024-03-11,2024-03-11,W98,South Zone,160.3,29.1,59.6,9,10,1,0.5,0.84,30.8,14500
2024-03-11,2024-03-11,W99,South Zone,190.1,35.3,93.6,17,21,1,0.5,0.83,30.2,12100
2024-03-11,2024-03-11,W100,South Zone,163.9,30.6,63.3,8,10,1,0.5,0.76,29.3,15300
2024-03-18,2024-03-18,W01,North Zone,186.3,34.2,84.6,11,12,1,0.5,0.76,30.5,12450
2024-03-18,2024-03-18,W02,North Zone,186.9,32.5,80.7,12,13,1,0.5,0.82,31.9,14300
2024-03-18,2024-03-18,W03,North Zone,190.5,35.5,90.3,16,17,1,0.5,0.89,29.0,11820
2024-03-18,2024-03-18,W04,North Zone,195.9,40.3,100.0,13,14,0,0.5,0.75,32.0,15110
2024-03-18,2024-03-18,W10,North Zone,171.1,36.2,67.3,9,10,1,0.5,0.78,29.0,14800
2024-03-18,2024-03-18,W11,North Zone,162.4,31.0,60.9,9,11,1,0.5,0.76,29.5,15200
2024-03-18,2024-03-18,W12,North Zone,162.9,27.0,51.3,10,11,1,0.5,0.9,31.6,10500
2024-03-18,2024-03-18,W13,North Zone,179.7,34.6,73.9,8,10,1,0.5,0.81,31.5,13200
2024-03-18,2024-03-18,W14,North Zone,194.4,34.6,86.7,12,13,1,0.5,0.8,31.2,14100
2024-03-18,2024-03-18,W15,North Zone,165.6,31.3,62.0,7,9,1,0.5,0.86,31.7,12900
2024-03-18,2024-03-18,W18,North Zone,180.6,32.5,83.9,10,11,1,0.5,0.79,30.8,14400
2024-03-18,2024-03-18,W19,North Zone,163.3,29.1,62.8,8,10,1,0.5,0.86,29.1,12100
2024-03-18,2024-03-18,W20,North Zone,169.0,31.4,63.2,15,16,1,0.5,0.8,31.8,13900
2024-03-18,2024-03-18,W21,North Zone,197.7,36.0,95.8,17,18,1,0.5,0.8,31.5,13300
2024-03-18,2024-03-18,W25,North Zone,166.3,28.2,55.4,9,11,1,0.5,0.85,30.7,11700
2024-03-18,2024-03-18,W26,North Zone,179.4,32.3,67.1,12,13,1,0.5,0.83,30.6,13000
2024-03-18,2024-03-18,W27,North Zone,181.6,35.1,91.4,13,16,1,0.5,0.78,30.1,14900
2024-03-18,2024-03-18,W28,North Zone,175.1,32.2,67.5,9,10,1,0.5,0.89,29.5,10400
2024-03-18,2024-03-18,W29,North Zone,189.3,36.4,96.0,19,21,1,0.5,0.74,30.3,14600
2024-03-18,2024-03-18,W30,North Zone,196.5,34.2,86.7,11,13,0,0.5,0.88,31.9,12700
2024-03-18,2024-03-18,W05,East Zone,165.2,33.6,66.3,12,13,1,0.5,0.8,31.6,13640
2024-03-18,2024-03-18,W06,East Zone,182.5,32.9,81.3,10,12,0,0.5,0.82,29.6,12890
2024-03-18,2024-03-18,W07,East Zone,183.8,33.8,85.3,16,20,1,0.5,0.79,29.7,14200
2024-03-18,2024-03-18,W08,East Zone,166.4,34.4,71.3,16,17,1,0.5,0.79,31.0,13500
2024-03-18,2024-03-18,W09,East Zone,189.6,31.6,82.5,16,17,1,0.5,0.84,29.5,11900
2024-03-18,2024-03-18,W22,East Zone,199.1,37.2,94.1,17,20,1,0.5,0.8,31.4,14700
2024-03-18,2024-03-18,W23,East Zone,183.1,35.4,89.0,12,15,1,0.5,0.83,31.8,13100
2024-03-18,2024-03-18,W24,East Zone,170.2,29.0,54.1,10,11,1,0.5,0.84,30.0,12500
2024-03-18,2024-03-18,W50,East Zone,183.3,39.3,100.0,16,20,1,0.5,0.73,29.5,15500
2024-03-18,2024-03-18,W51,East Zone,164.4,30.7,60.6,11,13,1,0.5,0.75,30.4,14300
2024-03-18,2024-03-18,W52,East Zone,159.8,26.3,51.5,10,11,1,0.5,0.84,29.4,10900
2024-03-18,2024-03-18,W53,East Zone,185.8,36.6,88.6,9,10,1,0.5,0.74,30.8,15000
2024-03-18,2024-03-18,W54,East Zone,181.3,32.8,81.4,14,16,1,0.5,0.83,31.1,13200
2024-03-18,2024-03-18,W55,East Zone,183.0,31.4,87.2,12,15,1,0.5,0.8,30.8,12400
2024-03-18,2024-03-18,W56,East Zone,171.0,35.4,68.9,12,16,1,0.5,0.77,31.4,15700
2024-03-18,2024-03-18,W57,East Zone,195.2,36.6,91.7,14,15,0,0.5,0.83,29.7,14100
2024-03-18,2024-03-18,W58,East Zone,163.3,27.8,51.4,7,9,1,0.5,0.84,29.2,11300
2024-03-18,2024-03-18,W59,East Zone,178.2,34.6,71.9,16,20,1,0.5,0.79,31.7,13600
2024-03-18,2024-03-18,W60,East Zone,160.6,30.5,58.1,12,14,0,0.5,0.8,31.9,15400
2024-03-18,2024-03-18,W61,East Zone,191.2,34.1,86.3,11,14,0,0.5,0.84,30.7,12200
2024-03-18,2024-03-18,W16,West Zone,190.3,34.0,83.5,14,17,1,0.5,0.86,30.1,11500
2024-03-18,2024-03-18,W17,West Zone,188.9,36.7,95.2,14,15,1,0.5,0.77,30.2,13800
2024-03-18,2024-03-18,W33,West Zone,189.8,31.6,79.1,12,13,1,0.5,0.87,29.0,11200
2024-03-18,2024-03-18,W34,West Zone,178.9,34.2,64.4,12,13,1,0.5,0.85,30.1,14500
2024-03-18,2024-03-18,W35,West Zone,195.7,33.4,86.9,16,18,1,0.5,0.82,31.9,12000
2024-03-18,2024-03-18,W36,West Zone,173.3,31.3,64.3,7,8,1,0.5,0.83,29.6,13400
2024-03-18,2024-03-18,W37,West Zone,176.5,37.4,71.1,8,9,1,0.5,0.72,30.7,15800
2024-03-18,2024-03-18,W38,West Zone,194.6,35.0,88.4,12,15,1,0.5,0.83,29.3,10800
2024-03-18,2024-03-18,W39,West Zone,185.7,34.1,86.7,18,19,1,0.5,0.8,31.0,14000
2024-03-18,2024-03-18,W40,West Zone,161.8,28.1,57.7,7,9,1,0.5,0.8,31.6,12600
2024-03-18,2024-03-18,W41,West Zone,191.7,37.9,92.2,11,14,1,0.5,0.81,30.4,15300
2024-03-18,2024-03-18,W42,West Zone,183.6,32.2,87.6,17,20,1,0.5,0.79,30.1,13700
2024-03-18,2024-03-18,W43,West Zone,174.1,29.2,62.6,13,14,1,0.5,0.86,31.2,11000
2024-03-18,2024-03-18,W44,West Zone,171.8,33.1,66.1,8,9,0,0.5,0.76,30.5,14200
2024-03-18,2024-03-18,W45,West Zone,197.6,33.7,89.2,11,14,0,0.5,0.83,31.8,12300
2024-03-18,2024-03-18,W71,West Zone,180.7,35.0,92.5,7,9,1,0.5,0.75,30.6,14000
2024-03-18,2024-03-18,W72,West Zone,198.1,37.6,96.8,23,29,1,0.5,0.81,31.6,12700
2024-03-18,2024-03-18,W73,West Zone,163.8,28.9,60.5,8,10,1,0.5,0.92,30.1,11100
2024-03-18,2024-03-18,W74,West Zone,186.4,37.3,94.2,16,17,1,0.5,0.79,30.8,15200
2024-03-18,2024-03-18,W75,West Zone,178.6,31.1,59.1,6,8,1,0.5,0.83,29.7,12000
2024-03-18,2024-03-18,W31,Central Zone,179.6,38.9,79.8,17,18,1,0.5,0.73,29.9,16800
2024-03-18,2024-03-18,W32,Central Zone,171.3,32.3,61.8,9,10,1,0.5,0.74,30.4,16200
2024-03-18,2024-03-18,W46,Central Zone,198.9,36.9,91.8,10,11,1,0.5,0.72,29.7,15600
2024-03-18,2024-03-18,W47,Central Zone,187.5,37.8,93.6,13,15,0,0.5,0.72,30.0,16400
2024-03-18,2024-03-18,W48,Central Zone,170.2,30.9,65.1,5,6,1,0.5,0.73,31.5,15900
2024-03-18,2024-03-18,W49,Central Zone,175.0,29.5,56.3,6,8,1,0.5,0.84,31.4,12800
2024-03-18,2024-03-18,W62,Central Zone,162.2,37.3,76.2,15,16,0,0.5,0.7,30.6,17200
2024-03-18,2024-03-18,W63,Central Zone,185.9,37.7,92.4,15,17,1,0.5,0.74,31.6,16600
2024-03-18,2024-03-18,W64,Central Zone,178.0,34.6,68.5,14,17,1,0.5,0.76,30.8,14800
2024-03-18,2024-03-18,W65,Central Zone,159.9,34.4,63.8,8,9,0,0.5,0.73,29.0,16900
2024-03-18,2024-03-18,W66,Central Zone,161.4,30.5,57.4,11,14,0,0.5,0.79,30.7,16100
2024-03-18,2024-03-18,W67,Central Zone,162.4,29.1,62.6,6,7,0,0.5,0.79,29.6,13500
2024-03-18,2024-03-18,W68,Central Zone,185.0,38.2,96.2,17,19,1,0.5,0.7,29.4,16700
2024-03-18,2024-03-18,W69,Central Zone,186.6,34.5,92.9,12,13,1,0.5,0.79,30.7,14900
2024-03-18,2024-03-18,W70,Central Zone,174.7,35.3,72.9,14,18,1,0.5,0.72,29.2,16300
2024-03-18,2024-03-18,W80,Central Zone,183.0,36.8,89.0,22,23,0,0.5,0.7,30.6,17000
2024-03-18,2024-03-18,W81,Central Zone,167.9,31.2,59.6,11,13,1,0.5,0.8,31.3,15600
2024-03-18,2024-03-18,W82,Central Zone,162.3,27.5,56.9,10,12,1,0.5,0.79,30.3,13000
2024-03-18,2024-03-18,W83,Central Zone,178.1,35.3,73.7,15,19,1,0.5,0.73,30.3,16800
2024-03-18,2024-03-18,W84,Central Zone,169.7,30.6,65.2,7,8,0,0.5,0.77,30.9,14400
2024-03-18,2024-03-18,W76,South Zone,188.7,37.7,99.9,13,14,1,0.5,0.75,29.6,14600
2024-03-18,2024-03-18,W77,South Zone,182.3,34.3,88.5,13,16,1,0.5,0.81,29.1,13100
2024-03-18,2024-03-18,W78,South Zone,188.1,39.5,98.0,19,20,0,0.5,0.74,31.2,16500
2024-03-18,2024-03-18,W79,South Zone,173.1,32.6,61.9,15,18,1,0.5,0.8,29.6,13800
2024-03-18,2024-03-18,W85,South Zone,170.7,30.4,58.7,12,14,1,0.5,0.86,29.7,12500
2024-03-18,2024-03-18,W86,South Zone,186.0,37.5,94.5,16,20,1,0.5,0.77,30.0,15900
2024-03-18,2024-03-18,W87,South Zone,162.1,28.7,58.2,13,14,0,0.5,0.78,29.1,13400
2024-03-18,2024-03-18,W88,South Zone,189.1,35.3,93.0,12,13,0,0.5,0.79,31.2,15100
2024-03-18,2024-03-18,W89,South Zone,184.9,30.4,82.7,16,17,1,0.5,0.88,30.3,11400
2024-03-18,2024-03-18,W90,South Zone,188.2,35.7,87.9,9,11,0,0.5,0.81,31.5,14700
2024-03-18,2024-03-18,W91,South Zone,189.5,39.3,95.0,18,21,1,0.5,0.69,31.6,17100
2024-03-18,2024-03-18,W92,South Zone,165.6,29.5,60.6,6,7,0,0.5,0.81,30.6,12900
2024-03-18,2024-03-18,W93,South Zone,187.7,35.4,91.4,22,23,1,0.5,0.8,29.2,16000
2024-03-18,2024-03-18,W94,South Zone,191.7,35.1,90.8,11,14,0,0.5,0.83,29.9,11800
2024-03-18,2024-03-18,W95,South Zone,169.6,33.3,64.0,13,15,1,0.5,0.82,30.8,15400
2024-03-18,2024-03-18,W96,South Zone,178.8,31.6,67.1,13,15,1,0.5,0.78,29.7,13200
2024-03-18,2024-03-18,W97,South Zone,160.4,32.6,61.9,15,16,1,0.5,0.71,29.1,17300
2024-03-18,2024-03-18,W98,South Zone,167.8,31.5,59.5,11,13,1,0.5,0.81,30.8,14500
2024-03-18,2024-03-18,W99,South Zone,184.4,34.4,86.8,14,17,1,0.5,0.83,30.1,12100
2024-03-18,2024-03-18,W100,South Zone,178.0,34.4,65.5,11,12,1,0.5,0.8,31.8,15300
2024-03-25,2024-03-25,W01,North Zone,165.4,31.8,64.1,8,10,1,0.5,0.74,31.4,12450
2024-03-25,2024-03-25,W02,North Zone,191.7,36.6,92.3,14,16,1,0.5,0.83,31.9,14300
2024-03-25,2024-03-25,W03,North Zone,182.3,32.6,87.1,16,19,0,0.5,0.88,29.2,11820
2024-03-25,2024-03-25,W04,North Zone,179.3,36.3,70.4,4,5,1,0.5,0.76,30.8,15110
2024-03-25,2024-03-25,W10,North Zone,191.7,39.6,98.5,16,18,1,0.5,0.76,30.5,14800
2024-03-25,2024-03-25,W11,North Zone,197.3,36.4,95.4,9,11,1,0.5,0.73,29.1,15200
2024-03-25,2024-03-25,W12,North Zone,174.9,29.9,57.8,8,10,1,0.5,0.9,31.0,10500
2024-03-25,2024-03-25,W13,North Zone,194.2,35.4,90.4,18,21,1,0.5,0.82,29.4,13200
2024-03-25,2024-03-25,W14,North Zone,169.0,32.0,67.8,8,9,1,0.5,0.81,30.6,14100
2024-03-25,2024-03-25,W15,North Zone,178.7,30.7,59.7,9,10,1,0.5,0.86,31.9,12900
2024-03-25,2024-03-25,W18,North Zone,173.6,31.8,64.4,13,17,1,0.5,0.81,31.0,14400
2024-03-25,2024-03-25,W19,North Zone,198.3,35.5,92.2,11,12,1,0.5,0.83,31.0,12100
2024-03-25,2024-03-25,W20,North Zone,182.1,32.3,80.7,16,18,1,0.5,0.79,29.3,13900
2024-03-25,2024-03-25,W21,North Zone,166.7,33.9,66.6,9,10,1,0.5,0.82,29.3,13300
2024-03-25,2024-03-25,W25,North Zone,194.6,34.6,89.9,20,21,1,0.5,0.85,31.4,11700
2024-03-25,2024-03-25,W26,North Zone,199.8,34.4,92.4,15,17,1,0.5,0.8,30.5,13000
2024-03-25,2024-03-25,W27,North Zone,194.8,37.1,93.4,13,15,1,0.5,0.76,31.8,14900
2024-03-25,2024-03-25,W28,North Zone,185.3,33.0,85.5,12,13,1,0.5,0.9,31.5,10400
2024-03-25,2024-03-25,W29,North Zone,182.3,33.6,83.8,16,17,1,0.5,0.75,29.9,14600
2024-03-25,2024-03-25,W30,North Zone,170.6,29.8,59.9,5,6,0,0.5,0.88,29.6,12700
2024-03-25,2024-03-25,W05,East Zone,184.6,33.9,86.9,20,21,1,0.5,0.85,31.1,13640
2024-03-25,2024-03-25,W06,East Zone,160.1,27.1,57.5,7,8,0,0.5,0.82,29.6,12890
2024-03-25,2024-03-25,W07,East Zone,185.0,32.7,85.4,14,18,1,0.5,0.83,31.8,14200
2024-03-25,2024-03-25,W08,East Zone,166.7,33.9,64.7,17,18,0,0.5,0.78,30.5,13500
2024-03-25,2024-03-25,W09,East Zone,197.8,31.7,83.0,12,15,1,0.5,0.88,29.1,11900
2024-03-25,2024-03-25,W22,East Zone,175.3,37.1,76.1,11,12,1,0.5,0.77,31.6,14700
2024-03-25,2024-03-25,W23,East Zone,199.2,37.7,92.1,15,18,1,0.5,0.84,29.5,13100
2024-03-25,2024-03-25,W24,East Zone,198.4,35.3,94.1,15,19,1,0.5,0.81,30.6,12500
2024-03-25,2024-03-25,W50,East Zone,161.6,33.0,62.9,9,11,1,0.5,0.72,29.8,15500
2024-03-25,2024-03-25,W51,East Zone,161.7,31.9,64.3,14,16,1,0.5,0.78,30.3,14300
2024-03-25,2024-03-25,W52,East Zone,198.1,35.1,89.4,14,16,1,0.5,0.83,30.9,10900
2024-03-25,2024-03-25,W53,East Zone,171.0,31.8,66.8,9,10,1,0.5,0.76,29.8,15000
2024-03-25,2024-03-25,W54,East Zone,174.5,32.6,66.3,13,14,0,0.5,0.84,30.7,13200
2024-03-25,2024-03-25,W55,East Zone,167.2,30.3,65.0,15,19,1,0.5,0.83,30.9,12400
2024-03-25,2024-03-25,W56,East Zone,179.4,36.7,70.7,10,12,1,0.5,0.78,29.0,15700
2024-03-25,2024-03-25,W57,East Zone,166.8,30.4,65.0,4,5,0,0.5,0.8,32.0,14100
2024-03-25,2024-03-25,W58,East Zone,168.2,28.4,53.9,10,11,1,0.5,0.87,31.3,11300
2024-03-25,2024-03-25,W59,East Zone,198.8,34.5,86.3,13,15,1,0.5,0.78,30.6,13600
2024-03-25,2024-03-25,W60,East Zone,173.2,34.2,72.9,4,5,1,0.5,0.8,29.6,15400
2024-03-25,2024-03-25,W61,East Zone,164.2,27.7,52.2,5,7,0,0.5,0.85,30.7,12200
2024-03-25,2024-03-25,W16,West Zone,184.5,33.3,88.2,9,12,0,0.5,0.88,32.0,11500
2024-03-25,2024-03-25,W17,West Zone,164.5,33.6,71.6,12,16,1,0.5,0.78,30.8,13800
2024-03-25,2024-03-25,W33,West Zone,160.1,27.4,52.2,7,8,1,0.5,0.85,29.2,11200
2024-03-25,2024-03-25,W34,West Zone,167.5,32.4,66.7,9,11,0,0.5,0.82,30.6,14500
2024-03-25,2024-03-25,W35,West Zone,189.4,34.4,88.1,7,9,1,0.5,0.84,29.9,12000
2024-03-25,2024-03-25,W36,West Zone,167.5,31.1,65.8,13,16,0,0.5,0.86,29.7,13400
2024-03-25,2024-03-25,W37,West Zone,182.8,36.6,96.8,12,15,1,0.5,0.74,32.0,15800
2024-03-25,2024-03-25,W38,West Zone,180.4,31.3,85.8,13,16,1,0.5,0.87,30.5,10800
2024-03-25,2024-03-25,W39,West Zone,194.2,36.8,90.4,12,13,1,0.5,0.83,29.6,14000
2024-03-25,2024-03-25,W40,West Zone,174.4,30.9,66.6,9,11,1,0.5,0.83,31.4,12600
2024-03-25,2024-03-25,W41,West Zone,188.6,34.7,87.2,18,20,1,0.5,0.79,29.1,15300
2024-03-25,2024-03-25,W42,West Zone,197.3,34.5,91.0,9,12,1,0.5,0.83,31.9,13700
2024-03-25,2024-03-25,W43,West Zone,188.1,33.1,88.0,15,16,1,0.5,0.87,30.0,11000
2024-03-25,2024-03-25,W44,West Zone,177.7,33.0,63.9,4,6,1,0.5,0.75,29.6,14200
2024-03-25,2024-03-25,W45,West Zone,167.5,31.1,60.5,5,7,1,0.5,0.83,31.0,12300
2024-03-25,2024-03-25,W71,West Zone,184.1,37.5,93.1,14,15,1,0.5,0.77,30.6,14000
2024-03-25,2024-03-25,W72,West Zone,162.6,30.9,59.1,13,16,1,0.5,0.86,30.7,12700
2024-03-25,2024-03-25,W73,West Zone,169.4,29.5,55.2,7,8,1,0.5,0.86,30.6,11100
2024-03-25,2024-03-25,W74,West Zone,189.1,35.8,87.5,14,16,1,0.5,0.78,30.6,15200
2024-03-25,2024-03-25,W75,West Zone,185.4,33.0,90.2,10,13,1,0.5,0.81,31.8,12000
2024-03-25,2024-03-25,W31,Central Zone,185.5,37.8,91.7,21,23,0,0.5,0.71,29.6,16800
2024-03-25,2024-03-25,W32,Central Zone,173.6,34.3,68.1,11,13,0,0.5,0.71,31.0,16200
2024-03-25,2024-03-25,W46,Central Zone,198.4,34.5,87.1,14,15,0,0.5,0.76,30.5,15600
2024-03-25,2024-03-25,W47,Central Zone,172.4,34.4,67.4,10,11,1,0.5,0.68,31.5,16400
2024-03-25,2024-03-25,W48,Central Zone,177.5,33.8,64.5,17,18,0,0.5,0.75,30.3,15900
2024-03-25,2024-03-25,W49,Central Zone,185.8,30.9,84.1,17,20,1,0.5,0.85,29.1,12800
2024-03-25,2024-03-25,W62,Central Zone,175.3,36.7,72.2,9,10,0,0.5,0.69,30.0,17200
2024-03-25,2024-03-25,W63,Central Zone,179.1,36.3,70.0,12,13,1,0.5,0.76,29.1,16600
2024-03-25,2024-03-25,W64,Central Zone,198.8,36.4,95.4,17,20,1,0.5,0.77,29.3,14800
2024-03-25,2024-03-25,W65,Central Zone,172.3,36.3,69.4,5,6,1,0.5,0.7,30.9,16900
2024-03-25,2024-03-25,W66,Central Zone,195.6,34.6,85.9,5,6,1,0.5,0.78,30.6,16100
2024-03-25,2024-03-25,W67,Central Zone,186.4,32.4,84.5,8,10,1,0.5,0.79,29.8,13500
2024-03-25,2024-03-25,W68,Central Zone,165.6,35.5,70.6,19,20,1,0.5,0.74,29.2,16700
2024-03-25,2024-03-25,W69,Central Zone,187.6,35.6,94.2,11,14,0,0.5,0.79,30.0,14900
2024-03-25,2024-03-25,W70,Central Zone,197.4,36.8,93.8,14,15,1,0.5,0.75,30.2,16300
2024-03-25,2024-03-25,W80,Central Zone,177.4,36.1,74.7,9,11,1,0.5,0.73,31.7,17000
2024-03-25,2024-03-25,W81,Central Zone,183.0,35.8,88.5,19,22,0,0.5,0.78,31.4,15600
2024-03-25,2024-03-25,W82,Central Zone,193.3,32.1,80.3,23,27,0,0.5,0.78,32.0,13000
2024-03-25,2024-03-25,W83,Central Zone,190.1,38.1,97.1,11,14,0,0.5,0.74,30.6,16800
2024-03-25,2024-03-25,W84,Central Zone,183.8,32.6,83.5,7,9,0,0.5,0.77,30.4,14400
2024-03-25,2024-03-25,W76,South Zone,194.6,38.0,91.0,14,17,0,0.5,0.74,30.9,14600
2024-03-25,2024-03-25,W77,South Zone,177.5,34.0,64.8,13,14,0,0.5,0.84,29.8,13100
2024-03-25,2024-03-25,W78,South Zone,163.8,34.0,70.2,7,9,0,0.5,0.76,29.7,16500
2024-03-25,2024-03-25,W79,South Zone,197.2,36.8,96.5,16,20,0,0.5,0.8,30.0,13800
2024-03-25,2024-03-25,W85,South Zone,182.0,32.2,88.6,11,14,1,0.5,0.84,29.8,12500
2024-03-25,2024-03-25,W86,South Zone,194.3,38.4,100.0,17,18,1,0.5,0.74,31.5,15900
2024-03-25,2024-03-25,W87,South Zone,176.2,32.0,62.0,9,10,1,0.5,0.78,30.4,13400
2024-03-25,2024-03-25,W88,South Zone,172.2,33.7,71.1,9,10,1,0.5,0.82,29.2,15100
2024-03-25,2024-03-25,W89,South Zone,182.1,32.8,81.5,17,18,0,0.5,0.87,30.0,11400
2024-03-25,2024-03-25,W90,South Zone,176.0,32.2,66.9,5,6,1,0.5,0.78,29.3,14700
2024-03-25,2024-03-25,W91,South Zone,182.2,37.0,93.2,21,26,1,0.5,0.71,29.7,17100
2024-03-25,2024-03-25,W92,South Zone,161.2,31.9,64.1,9,10,1,0.5,0.85,30.6,12900
2024-03-25,2024-03-25,W93,South Zone,186.9,35.6,87.6,12,13,1,0.5,0.8,29.6,16000
2024-03-25,2024-03-25,W94,South Zone,166.8,28.1,53.5,9,10,1,0.5,0.85,29.7,11800
2024-03-25,2024-03-25,W95,South Zone,169.7,31.7,67.7,9,12,1,0.5,0.77,29.6,15400
2024-03-25,2024-03-25,W96,South Zone,165.9,30.4,62.6,10,12,1,0.5,0.8,29.7,13200
2024-03-25,2024-03-25,W97,South Zone,165.3,34.8,72.0,12,13,1,0.5,0.7,29.3,17300
2024-03-25,2024-03-25,W98,South Zone,184.1,34.4,87.9,9,11,0,0.5,0.78,30.5,14500
2024-03-25,2024-03-25,W99,South Zone,186.4,33.6,90.7,15,17,1,0.5,0.82,31.3,12100
2024-03-25,2024-03-25,W100,South Zone,179.0,35.4,71.4,14,16,1,0.5,0.79,30.9,15300
2024-04-01,2024-04-01,W01,North Zone,186.5,35.8,89.0,11,14,1,0.5,0.77,29.0,12450
2024-04-01,2024-04-01,W02,North Zone,162.1,31.4,60.3,9,11,1,0.5,0.82,30.8,14300
2024-04-01,2024-04-01,W03,North Zone,170.7,34.2,72.0,6,7,1,0.5,0.83,29.5,11820
2024-04-01,2024-04-01,W04,North Zone,181.6,35.7,95.4,21,22,1,0.5,0.76,30.3,15110
2024-04-01,2024-04-01,W10,North Zone,166.4,34.3,73.4,12,13,1,0.5,0.8,29.9,14800
2024-04-01,2024-04-01,W11,North Zone,166.0,33.4,62.7,8,9,1,0.5,0.73,31.8,15200
2024-04-01,2024-04-01,W12,North Zone,187.7,33.1,86.3,14,15,1,0.5,0.85,30.4,10500
2024-04-01,2024-04-01,W13,North Zone,191.1,34.3,85.2,10,11,1,0.5,0.8,31.3,13200
2024-04-01,2024-04-01,W14,North Zone,190.8,34.9,85.6,11,12,0,0.5,0.83,30.4,14100
2024-04-01,2024-04-01,W15,North Zone,197.4,36.6,96.2,14,15,1,0.5,0.84,29.5,12900
2024-04-01,2024-04-01,W18,North Zone,190.8,36.5,89.9,12,13,1,0.5,0.82,31.7,14400
