week_start_date,ward_id,reported_cases,turbidity,ecoli_index,rainfall_mm,sanitation_index,population,monsoon_flag,outbreak_next_week
2024-03-18,W02,14,5.53,3.31,5.7,0.555,27644,0,0.0
2024-03-18,W03,20,6.1,2.08,15.28,0.55,34271,0,0.0
2024-03-18,W04,11,6.3,2.19,2.28,0.564,22662,0,0.0
2024-03-18,W05,12,6.74,2.7,5.69,0.494,21396,0,0.0
2024-03-18,W06,15,4.39,2.69,0.0,0.431,33431,0,0.0
2024-03-18,W07,14,4.29,1.72,6.93,0.578,34118,0,0.0
2024-03-18,W08,31,6.66,4.99,5.95,0.321,32912,0,0.0
2024-03-18,W09,30,12.61,6.06,11.55,0.306,29502,0,0.0
2024-03-18,W10,11,5.18,2.29,22.7,0.607,32802,0,0.0
2024-03-18,W11,14,6.08,2.34,6.76,0.673,40023,0,0.0
2024-03-18,W12,6,5.61,1.74,6.49,0.732,21560,0,0.0
2024-03-18,W13,23,6.72,2.21,13.08,0.699,36942,0,0.0
2024-03-18,W14,10,4.35,1.85,0.0,0.829,26877,0,0.0
2024-03-18,W15,20,5.46,3.08,4.98,0.531,34494,0,0.0
2024-03-18,W16,14,7.8,3.4,13.5,0.543,23529,0,0.0
2024-03-18,W17,18,5.18,2.77,9.53,0.544,21331,0,0.0
2024-03-18,W18,23,6.07,2.66,5.11,0.505,40882,0,0.0
2024-03-18,W19,20,8.25,4.38,3.12,0.502,23003,0,0.0
2024-03-18,W20,18,7.62,3.39,12.99,0.777,37681,0,0.0
2024-03-18,W21,15,6.3,3.37,8.07,0.82,27539,0,0.0
2024-03-18,W22,20,6.27,3.12,6.64,0.329,34488,0,0.0
2024-03-18,W23,17,10.34,4.36,11.86,0.587,34115,0,0.0
2024-03-18,W24,15,5.06,3.06,20.14,0.737,29948,0,0.0
2024-03-18,W25,5,6.63,2.81,15.7,0.77,20152,0,0.0
2024-03-18,W26,27,9.93,4.55,6.75,0.571,42728,0,0.0
2024-03-18,W27,7,4.23,2.52,13.9,0.743,35597,0,0.0
2024-03-18,W28,9,5.54,1.74,20.09,0.764,21681,0,0.0
2024-03-18,W29,11,8.49,4.32,14.83,0.743,32388,0,0.0
2024-03-18,W30,14,5.11,2.15,14.25,0.722,32225,0,0.0
2024-03-18,W31,8,8.07,3.63,15.2,0.746,24215,0,0.0
2024-03-18,W32,10,3.59,0.71,9.29,0.914,32799,0,0.0
2024-03-18,W33,20,7.31,4.01,12.18,0.492,16306,0,0.0
2024-03-18,W34,27,12.63,5.56,10.42,0.374,22526,0,0.0
2024-03-18,W35,38,13.57,6.16,12.43,0.452,28545,0,0.0
2024-03-18,W36,19,6.55,3.72,12.58,0.616,32879,0,0.0
2024-03-18,W37,21,9.17,5.7,7.6,0.413,32675,0,0.0
2024-03-18,W38,16,7.08,3.91,9.58,0.574,32082,0,0.0
2024-03-18,W39,8,3.06,2.17,7.27,0.709,20855,0,0.0
2024-03-18,W40,20,7.93,4.2,14.15,0.502,33091,0,0.0
2024-03-18,W41,14,7.38,3.14,0.19,0.643,34894,0,0.0
2024-03-18,W42,12,14.04,6.29,19.69,0.512,17327,0,0.0
2024-03-18,W43,22,10.7,5.54,0.0,0.341,26774,0,0.0
2024-03-18,W44,9,4.96,2.73,5.05,0.613,26589,0,0.0
2024-03-18,W45,20,9.88,5.13,15.74,0.307,29243,0,0.0
2024-03-18,W46,21,13.35,6.61,13.78,0.634,23284,0,0.0
2024-03-18,W47,10,3.15,0.9,13.13,0.893,22600,0,0.0
2024-03-18,W48,11,5.19,1.68,4.12,0.924,38034,0,0.0
2024-03-18,W49,23,9.99,5.12,5.3,0.661,37797,0,0.0
2024-03-18,W50,14,5.41,4.02,12.79,0.409,28168,0,0.0
2024-03-18,W51,21,5.03,2.06,7.49,0.697,34492,0,0.0
2024-03-18,W52,16,10.09,4.9,7.64,0.627,24874,0,0.0
2024-03-18,W53,19,10.11,4.88,11.2,0.683,27183,0,0.0
2024-03-18,W54,32,8.78,6.15,11.8,0.468,30586,0,0.0
2024-03-18,W55,8,8.69,4.55,10.26,0.372,17961,0,0.0
2024-03-18,W56,34,8.55,5.55,12.16,0.401,32340,0,0.0
2024-03-18,W57,15,7.98,4.31,7.86,0.465,18987,0,0.0
2024-03-18,W58,14,3.1,3.05,25.39,0.556,19735,0,0.0
2024-03-18,W59,19,7.99,4.42,6.49,0.413,34830,0,0.0
2024-03-18,W60,13,8.47,3.14,12.79,0.701,23754,0,0.0
2024-03-18,W61,15,8.68,4.59,12.43,0.522,22022,0,0.0
2024-03-18,W62,9,6.71,3.12,17.07,0.8,36329,0,0.0
2024-03-18,W63,8,6.22,2.56,11.55,0.934,43665,0,0.0
2024-03-18,W64,8,5.59,1.65,0.0,0.925,20878,0,0.0
2024-03-18,W65,7,3.94,1.91,16.28,0.943,44920,0,0.0
2024-03-18,W66,6,3.71,0.91,14.24,0.898,23367,0,0.0
2024-03-18,W67,10,5.09,2.68,0.0,0.738,21860,0,0.0
2024-03-18,W68,30,6.63,3.77,24.92,0.634,44352,0,0.0
2024-03-18,W69,12,6.83,3.07,17.48,0.689,23411,0,0.0
2024-03-18,W70,22,9.21,3.46,10.65,0.648,30024,0,0.0
2024-03-18,W71,7,7.6,3.74,10.25,0.664,20801,0,0.0
2024-03-18,W72,24,7.35,4.22,4.36,0.337,23716,0,0.0
2024-03-18,W73,8,8.04,4.55,17.33,0.332,17368,0,0.0
2024-03-18,W74,14,8.62,2.54,10.13,0.56,28403,0,0.0
2024-03-18,W75,17,7.41,3.33,13.81,0.742,31958,0,0.0
2024-03-18,W76,22,8.09,4.22,7.24,0.317,24907,0,0.0
2024-03-18,W77,9,7.59,2.1,18.03,0.673,30328,0,0.0
2024-03-18,W78,18,6.97,4.08,17.92,0.387,15876,0,0.0
2024-03-18,W79,14,12.26,4.76,14.57,0.627,22079,0,0.0
2024-03-18,W80,23,6.07,3.2,12.26,0.614,43000,0,0.0
2024-03-18,W81,19,2.37,2.03,11.64,0.627,26230,0,0.0
2024-03-18,W82,15,6.77,3.33,3.1,0.75,44488,0,0.0
2024-03-18,W83,10,2.48,0.86,12.52,0.755,41464,0,0.0
2024-03-18,W84,15,4.47,1.68,4.04,0.927,36107,0,0.0
2024-03-18,W85,17,5.32,4.03,19.06,0.496,24662,0,0.0
2024-03-18,W86,9,8.17,3.59,5.92,0.371,16679,0,0.0
2024-03-18,W87,21,5.97,3.54,18.49,0.321,24435,0,0.0
2024-03-18,W88,27,7.82,4.42,13.29,0.344,26151,0,0.0
2024-03-18,W89,12,10.14,5.2,7.26,0.479,19452,0,0.0
2024-03-18,W90,17,8.53,3.64,13.71,0.417,17849,0,0.0
2024-03-18,W91,9,8.35,3.5,5.56,0.685,24823,0,0.0
2024-03-18,W92,17,8.58,2.31,17.1,0.725,34223,0,0.0
2024-03-18,W93,11,5.81,1.96,6.99,0.559,15851,0,0.0
2024-03-18,W94,19,10.91,4.32,1.06,0.665,19000,0,0.0
2024-03-18,W95,8,5.28,2.78,8.58,0.593,20536,0,0.0
2024-03-18,W96,11,6.54,3.9,11.47,0.47,20726,0,0.0
2024-03-18,W97,13,5.31,3.39,22.2,0.607,31281,0,0.0
2024-03-18,W98,10,8.07,2.73,16.7,0.612,18267,0,0.0
2024-03-18,W99,10,10.9,4.94,16.04,0.631,22543,0,0.0
2024-03-18,W100,24,6.46,2.93,15.0,0.491,26657,0,0.0
2024-03-25,W01,15,7.98,2.24,14.15,0.833,40033,0,0.0
2024-03-25,W02,17,4.43,2.64,16.71,0.555,27644,0,0.0
2024-03-25,W03,15,7.62,3.2,7.25,0.55,34271,0,0.0
2024-03-25,W04,8,3.69,2.64,5.36,0.564,22662,0,0.0
2024-03-25,W05,10,4.76,2.24,5.69,0.494,21396,0,0.0
2024-03-25,W06,18,3.99,3.33,0.5,0.431,33431,0,0.0
2024-03-25,W07,12,5.97,2.87,0.0,0.578,34118,0,0.0
2024-03-25,W08,23,9.25,3.87,12.27,0.321,32912,0,0.0
2024-03-25,W09,31,13.24,8.23,4.42,0.306,29502,0,0.0
2024-03-25,W10,11,9.27,2.97,13.23,0.607,32802,0,0.0
2024-03-25,W11,19,3.88,2.3,24.27,0.673,40023,0,0.0
2024-03-25,W12,7,4.76,1.95,18.68,0.732,21560,0,0.0
2024-03-25,W13,14,5.43,2.4,15.91,0.699,36942,0,0.0
2024-03-25,W14,11,5.51,0.64,13.2,0.829,26877,0,0.0
2024-03-25,W15,17,4.71,2.83,16.77,0.531,34494,0,0.0
2024-03-25,W16,22,9.18,5.15,14.28,0.543,23529,0,0.0
2024-03-25,W17,9,7.03,2.68,15.85,0.544,21331,0,0.0
2024-03-25,W18,18,7.17,3.38,5.12,0.505,40882,0,0.0
2024-03-25,W19,11,6.03,4.54,11.41,0.502,23003,0,0.0
2024-03-25,W20,17,5.39,2.65,16.51,0.777,37681,0,0.0
2024-03-25,W21,10,5.94,2.52,13.67,0.82,27539,0,0.0
2024-03-25,W22,26,5.56,4.96,20.42,0.329,34488,0,0.0
2024-03-25,W23,27,9.86,3.72,4.42,0.587,34115,0,0.0
2024-03-25,W24,19,8.03,4.39,11.51,0.737,29948,0,0.0
2024-03-25,W25,2,7.42,1.96,3.03,0.77,20152,0,0.0
2024-03-25,W26,24,6.96,4.5,0.84,0.571,42728,0,0.0
2024-03-25,W27,14,7.37,2.76,10.89,0.743,35597,0,0.0
2024-03-25,W28,3,9.94,2.78,6.65,0.764,21681,0,0.0
2024-03-25,W29,20,9.24,3.34,12.62,0.743,32388,0,0.0
2024-03-25,W30,6,8.8,3.28,9.44,0.722,32225,0,0.0
2024-03-25,W31,9,9.69,3.52,18.38,0.746,24215,0,0.0
2024-03-25,W32,8,3.63,2.04,10.96,0.914,32799,0,0.0
2024-03-25,W33,15,8.79,4.32,6.74,0.492,16306,0,0.0
2024-03-25,W34,21,8.19,4.74,14.72,0.374,22526,0,0.0
2024-03-25,W35,37,13.17,6.66,23.73,0.452,28545,0,0.0
2024-03-25,W36,22,5.27,2.5,15.41,0.616,32879,0,0.0
2024-03-25,W37,32,8.41,4.14,3.5,0.413,32675,0,0.0
2024-03-25,W38,11,8.16,3.63,12.2,0.574,32082,0,0.0
2024-03-25,W39,6,4.91,1.51,8.29,0.709,20855,0,0.0
2024-03-25,W40,20,9.56,4.11,12.95,0.502,33091,0,0.0
2024-03-25,W41,16,2.96,2.69,7.43,0.643,34894,0,0.0
2024-03-25,W42,13,16.45,7.78,12.87,0.512,17327,0,0.0
2024-03-25,W43,30,7.07,3.75,23.03,0.341,26774,0,0.0
2024-03-25,W44,21,6.97,3.62,5.59,0.613,26589,0,0.0
2024-03-25,W45,24,12.35,5.63,7.24,0.307,29243,0,0.0
2024-03-25,W46,15,11.52,5.45,3.71,0.634,23284,0,0.0
2024-03-25,W47,3,6.37,2.69,13.79,0.893,22600,0,0.0
2024-03-25,W48,11,5.32,2.07,8.31,0.924,38034,0,0.0
2024-03-25,W49,17,8.2,3.47,10.88,0.661,37797,0,0.0
2024-03-25,W50,30,7.01,4.45,17.6,0.409,28168,0,0.0
2024-03-25,W51,9,4.32,1.87,0.77,0.697,34492,0,0.0
2024-03-25,W52,15,8.81,3.37,5.96,0.627,24874,0,0.0
2024-03-25,W53,21,10.68,5.25,9.89,0.683,27183,0,0.0
2024-03-25,W54,29,12.85,6.95,15.3,0.468,30586,0,0.0
2024-03-25,W55,13,7.7,3.54,9.29,0.372,17961,0,0.0
2024-03-25,W56,28,10.75,5.34,17.54,0.401,32340,0,0.0
2024-03-25,W57,12,9.63,4.2,14.46,0.465,18987,0,0.0
2024-03-25,W58,16,7.52,3.88,18.81,0.556,19735,0,0.0
2024-03-25,W59,22,8.37,3.86,3.71,0.413,34830,0,0.0
2024-03-25,W60,11,6.42,4.26,14.04,0.701,23754,0,0.0
2024-03-25,W61,16,6.6,3.56,19.01,0.522,22022,0,0.0
2024-03-25,W62,18,8.81,3.41,4.16,0.8,36329,0,0.0
2024-03-25,W63,10,7.24,1.74,8.75,0.934,43665,0,0.0
2024-03-25,W64,5,2.84,0.57,10.81,0.925,20878,0,0.0
2024-03-25,W65,11,6.78,2.13,12.42,0.943,44920,0,0.0
2024-03-25,W66,2,4.42,2.04,27.46,0.898,23367,0,0.0
2024-03-25,W67,12,5.08,1.93,9.99,0.738,21860,0,0.0
2024-03-25,W68,35,8.75,4.96,12.26,0.634,44352,0,0.0
2024-03-25,W69,13,7.03,2.99,17.41,0.689,23411,0,0.0
2024-03-25,W70,22,7.08,3.72,11.35,0.648,30024,0,0.0
2024-03-25,W71,12,6.97,3.94,1.06,0.664,20801,0,0.0
2024-03-25,W72,24,6.33,3.53,0.1,0.337,23716,0,0.0
2024-03-25,W73,12,8.45,4.16,4.37,0.332,17368,0,0.0
2024-03-25,W74,13,7.25,3.64,10.12,0.56,28403,0,0.0
2024-03-25,W75,12,7.8,3.58,17.53,0.742,31958,0,0.0
2024-03-25,W76,20,5.28,4.4,11.43,0.317,24907,0,0.0
2024-03-25,W77,10,6.46,2.11,16.05,0.673,30328,0,0.0
2024-03-25,W78,7,9.8,5.16,7.92,0.387,15876,0,0.0
2024-03-25,W79,13,12.17,4.97,12.22,0.627,22079,0,0.0
2024-03-25,W80,18,4.62,3.12,10.04,0.614,43000,0,0.0
2024-03-25,W81,10,5.62,2.14,18.03,0.627,26230,0,0.0
2024-03-25,W82,22,4.75,2.25,11.89,0.75,44488,0,0.0
2024-03-25,W83,7,5.67,3.2,6.23,0.755,41464,0,0.0
2024-03-25,W84,11,2.95,1.27,5.73,0.927,36107,0,0.0
2024-03-25,W85,11,11.76,5.76,19.5,0.496,24662,0,0.0
2024-03-25,W86,16,6.12,3.45,12.01,0.371,16679,0,0.0
2024-03-25,W87,21,10.52,4.99,12.22,0.321,24435,0,0.0
2024-03-25,W88,28,7.71,5.35,16.2,0.344,26151,0,0.0
2024-03-25,W89,18,7.81,3.47,16.99,0.479,19452,0,0.0
2024-03-25,W90,9,6.09,2.6,11.07,0.417,17849,0,0.0
2024-03-25,W91,13,5.66,2.2,14.32,0.685,24823,0,0.0
2024-03-25,W92,13,10.2,5.6,6.83,0.725,34223,0,0.0
2024-03-25,W93,0,4.07,2.98,3.38,0.559,15851,0,0.0
2024-03-25,W94,8,6.59,3.02,11.86,0.665,19000,0,0.0
2024-03-25,W95,10,5.15,1.71,25.71,0.593,20536,0,0.0
2024-03-25,W96,17,7.87,4.21,2.29,0.47,20726,0,0.0
2024-03-25,W97,19,7.98,2.69,14.53,0.607,31281,0,0.0
2024-03-25,W98,3,5.79,3.85,10.83,0.612,18267,0,0.0
2024-03-25,W99,18,9.01,3.99,11.17,0.631,22543,0,0.0
2024-03-25,W100,8,6.35,4.52,13.61,0.491,26657,0,0.0
2024-04-01,W01,12,7.22,3.68,29.02,0.833,40033,0,0.0
2024-04-01,W02,19,7.38,3.47,22.37,0.555,27644,0,0.0
2024-04-01,W03,12,7.39,3.61,15.76,0.55,34271,0,0.0
2024-04-01,W04,11,5.59,1.99,30.32,0.564,22662,0,0.0
2024-04-01,W05,13,4.0,2.55,16.86,0.494,21396,0,0.0
2024-04-01,W06,26,4.69,3.41,16.97,0.431,33431,0,0.0
2024-04-01,W07,12,4.86,3.04,39.7,0.578,34118,0,0.0
2024-04-01,W08,28,9.43,4.36,29.08,0.321,32912,0,0.0
2024-04-01,W09,52,14.76,6.66,18.22,0.306,29502,0,0.0
2024-04-01,W10,21,7.29,3.43,27.63,0.607,32802,0,0.0
2024-04-01,W11,16,7.46,2.7,11.76,0.673,40023,0,0.0
2024-04-01,W12,7,4.91,2.47,12.71,0.732,21560,0,0.0
2024-04-01,W13,15,6.94,1.92,33.56,0.699,36942,0,0.0
2024-04-01,W14,4,5.26,3.36,33.61,0.829,26877,0,0.0
2024-04-01,W15,11,7.17,3.03,20.45,0.531,34494,0,0.0
2024-04-01,W16,19,8.41,4.44,9.41,0.543,23529,0,0.0
2024-04-01,W17,15,8.18,2.48,21.25,0.544,21331,0,0.0
2024-04-01,W18,31,6.72,3.5,25.62,0.505,40882,0,0.0
2024-04-01,W19,19,10.06,4.17,15.12,0.502,23003,0,0.0
2024-04-01,W20,17,7.68,3.7,31.6,0.777,37681,0,0.0
2024-04-01,W21,8,7.49,2.89,8.48,0.82,27539,0,0.0
2024-04-01,W22,32,6.94,5.45,22.26,0.329,34488,0,0.0
2024-04-01,W23,22,7.65,3.83,15.02,0.587,34115,0,0.0
2024-04-01,W24,21,7.67,3.52,12.76,0.737,29948,0,0.0
2024-04-01,W25,5,5.51,2.32,15.97,0.77,20152,0,0.0
2024-04-01,W26,20,7.16,4.04,11.86,0.571,42728,0,0.0
2024-04-01,W27,15,6.19,3.39,8.8,0.743,35597,0,0.0
2024-04-01,W28,7,4.91,1.65,23.45,0.764,21681,0,0.0
2024-04-01,W29,9,7.58,2.44,6.22,0.743,32388,0,0.0
2024-04-01,W30,19,7.73,3.43,29.84,0.722,32225,0,0.0
2024-04-01,W31,13,9.54,3.54,23.19,0.746,24215,0,0.0
2024-04-01,W32,6,6.3,1.39,32.94,0.914,32799,0,0.0
2024-04-01,W33,9,9.14,4.39,26.16,0.492,16306,0,0.0
2024-04-01,W34,15,9.19,6.06,16.71,0.374,22526,0,0.0
2024-04-01,W35,24,17.21,7.78,18.14,0.452,28545,0,0.0
2024-04-01,W36,15,5.9,3.41,26.54,0.616,32879,0,0.0
2024-04-01,W37,17,8.24,4.04,17.67,0.413,32675,0,0.0
2024-04-01,W38,17,8.28,4.2,18.6,0.574,32082,0,0.0
2024-04-01,W39,4,4.29,2.67,10.29,0.709,20855,0,0.0
2024-04-01,W40,21,8.09,3.75,14.73,0.502,33091,0,0.0
2024-04-01,W41,22,6.7,2.55,29.82,0.643,34894,0,0.0
2024-04-01,W42,18,12.92,6.79,18.23,0.512,17327,0,0.0
2024-04-01,W43,12,14.04,6.99,31.47,0.341,26774,0,0.0
2024-04-01,W44,11,7.37,3.29,14.54,0.613,26589,0,0.0
2024-04-01,W45,30,8.01,5.2,21.06,0.307,29243,0,0.0
2024-04-01,W46,15,9.41,4.15,12.05,0.634,23284,0,0.0
2024-04-01,W47,9,6.35,1.67,30.21,0.893,22600,0,0.0
2024-04-01,W48,10,6.88,1.74,32.15,0.924,38034,0,0.0
2024-04-01,W49,20,10.97,6.09,24.07,0.661,37797,0,0.0
2024-04-01,W50,26,8.36,4.14,38.6,0.409,28168,0,0.0
2024-04-01,W51,13,1.9,1.93,13.67,0.697,34492,0,0.0
2024-04-01,W52,9,9.16,3.62,26.38,0.627,24874,0,0.0
2024-04-01,W53,21,9.42,4.9,17.94,0.683,27183,0,0.0
2024-04-01,W54,36,12.54,7.93,23.52,0.468,30586,0,0.0
2024-04-01,W55,18,8.11,4.55,68.28,0.372,17961,0,0.0
2024-04-01,W56,24,12.86,5.01,21.84,0.401,32340,0,0.0
2024-04-01,W57,10,10.66,6.53,23.85,0.465,18987,0,0.0
2024-04-01,W58,17,8.73,3.48,33.95,0.556,19735,0,0.0
2024-04-01,W59,27,6.65,4.09,23.37,0.413,34830,0,0.0
2024-04-01,W60,14,8.41,3.56,19.53,0.701,23754,0,0.0
2024-04-01,W61,10,7.81,3.52,90.99,0.522,22022,0,0.0
2024-04-01,W62,11,5.19,2.27,21.96,0.8,36329,0,0.0
2024-04-01,W63,8,7.05,2.37,30.47,0.934,43665,0,0.0
2024-04-01,W64,4,6.22,1.77,24.84,0.925,20878,0,0.0
2024-04-01,W65,11,4.05,1.05,49.22,0.943,44920,0,0.0
2024-04-01,W66,2,6.07,1.98,24.99,0.898,23367,0,0.0
2024-04-01,W67,7,8.47,3.83,12.43,0.738,21860,0,0.0
2024-04-01,W68,42,6.57,4.17,24.77,0.634,44352,0,0.0
2024-04-01,W69,10,5.56,2.54,15.2,0.689,23411,0,0.0
2024-04-01,W70,22,9.11,2.48,9.41,0.648,30024,0,0.0
2024-04-01,W71,17,6.35,3.69,16.93,0.664,20801,0,0.0
2024-04-01,W72,14,4.94,2.37,13.65,0.337,23716,0,0.0
2024-04-01,W73,8,6.26,3.25,19.27,0.332,17368,0,0.0
2024-04-01,W74,18,7.99,4.67,18.77,0.56,28403,0,0.0
2024-04-01,W75,21,9.93,3.86,17.24,0.742,31958,0,0.0
2024-04-01,W76,16,6.78,3.68,17.0,0.317,24907,0,0.0
2024-04-01,W77,9,7.12,2.74,14.66,0.673,30328,0,0.0
2024-04-01,W78,15,8.24,4.28,27.26,0.387,15876,0,0.0
2024-04-01,W79,12,9.74,5.6,30.5,0.627,22079,0,0.0
2024-04-01,W80,20,6.65,2.39,9.96,0.614,43000,0,0.0
2024-04-01,W81,9,6.17,2.62,18.21,0.627,26230,0,0.0
2024-04-01,W82,14,6.22,3.43,15.86,0.75,44488,0,0.0
2024-04-01,W83,15,3.51,2.37,11.62,0.755,41464,0,0.0
2024-04-01,W84,10,3.08,1.55,20.31,0.927,36107,0,0.0
2024-04-01,W85,23,11.49,5.47,40.53,0.496,24662,0,0.0
2024-04-01,W86,14,6.58,3.62,11.69,0.371,16679,0,0.0
2024-04-01,W87,19,7.97,4.39,39.71,0.321,24435,0,0.0
2024-04-01,W88,27,9.42,4.64,26.9,0.344,26151,0,0.0
2024-04-01,W89,14,7.85,4.27,26.01,0.479,19452,0,0.0
2024-04-01,W90,13,6.54,3.95,22.61,0.417,17849,0,0.0
2024-04-01,W91,7,6.69,3.36,48.68,0.685,24823,0,0.0
2024-04-01,W92,21,9.96,4.13,23.5,0.725,34223,0,0.0
2024-04-01,W93,4,4.76,1.55,16.37,0.559,15851,0,0.0
2024-04-01,W94,14,7.22,3.79,31.85,0.665,19000,0,0.0
2024-04-01,W95,11,7.97,3.03,36.72,0.593,20536,0,0.0
2024-04-01,W96,15,3.29,2.36,13.03,0.47,20726,0,0.0
2024-04-01,W97,15,7.17,2.46,20.35,0.607,31281,0,0.0
2024-04-01,W98,16,6.02,2.62,16.7,0.612,18267,0,0.0
2024-04-01,W99,10,9.33,5.16,26.79,0.631,22543,0,0.0
2024-04-01,W100,12,8.47,4.89,30.87,0.491,26657,0,0.0
2024-04-08,W01,14,10.8,5.51,12.84,0.833,40033,0,0.0
2024-04-08,W02,21,7.69,3.7,33.64,0.555,27644,0,0.0
2024-04-08,W03,11,10.12,3.96,31.54,0.55,34271,0,0.0
2024-04-08,W04,7,11.77,3.78,30.29,0.564,22662,0,0.0
2024-04-08,W05,14,5.94,3.26,28.5,0.494,21396,0,0.0
2024-04-08,W06,17,7.62,3.35,28.58,0.431,33431,0,0.0
2024-04-08,W07,22,11.49,3.87,29.08,0.578,34118,0,0.0
2024-04-08,W08,22,13.81,6.7,13.02,0.321,32912,0,0.0
2024-04-08,W09,33,16.36,8.69,9.39,0.306,29502,0,0.0
2024-04-08,W10,19,8.23,3.3,23.42,0.607,32802,0,0.0
2024-04-08,W11,22,6.18,2.17,1.85,0.673,40023,0,0.0
2024-04-08,W12,5,4.54,2.49,23.11,0.732,21560,0,0.0
2024-04-08,W13,16,7.94,4.22,29.82,0.699,36942,0,0.0
2024-04-08,W14,11,14.14,4.88,15.93,0.829,26877,0,0.0
2024-04-08,W15,15,7.26,3.52,10.58,0.531,34494,0,0.0
2024-04-08,W16,14,6.09,3.08,43.15,0.543,23529,0,0.0
2024-04-08,W17,5,8.52,3.0,14.74,0.544,21331,0,0.0
2024-04-08,W18,18,8.76,5.39,27.3,0.505,40882,0,0.0
2024-04-08,W19,19,11.49,5.32,22.6,0.502,23003,0,0.0
2024-04-08,W20,19,10.45,4.81,26.08,0.777,37681,0,0.0
2024-04-08,W21,11,5.82,2.05,29.48,0.82,27539,0,0.0
2024-04-08,W22,30,7.65,4.58,27.42,0.329,34488,0,0.0
2024-04-08,W23,27,11.1,3.73,74.48,0.587,34115,0,0.0
2024-04-08,W24,17,7.82,3.1,4.72,0.737,29948,0,0.0
2024-04-08,W25,6,5.96,2.61,74.4,0.77,20152,0,0.0
2024-04-08,W26,28,9.08,4.63,6.92,0.571,42728,0,0.0
2024-04-08,W27,17,4.87,2.05,16.04,0.743,35597,0,0.0
2024-04-08,W28,3,8.32,3.2,17.14,0.764,21681,0,0.0
2024-04-08,W29,10,6.37,2.94,30.67,0.743,32388,0,0.0
2024-04-08,W30,22,10.92,4.98,35.26,0.722,32225,0,0.0
2024-04-08,W31,16,11.12,5.16,21.11,0.746,24215,0,0.0
2024-04-08,W32,6,9.01,3.28,10.1,0.914,32799,0,0.0
2024-04-08,W33,11,11.8,5.92,12.69,0.492,16306,0,0.0
2024-04-08,W34,24,9.17,5.49,22.31,0.374,22526,0,0.0
2024-04-08,W35,30,14.03,7.56,18.01,0.452,28545,0,0.0
2024-04-08,W36,27,9.17,3.95,17.19,0.616,32879,0,0.0
2024-04-08,W37,23,8.84,5.8,11.37,0.413,32675,0,0.0
2024-04-08,W38,12,9.75,3.91,17.41,0.574,32082,0,0.0
2024-04-08,W39,7,4.87,2.8,12.65,0.709,20855,0,0.0
2024-04-08,W40,24,9.15,4.23,18.38,0.502,33091,0,0.0
2024-04-08,W41,13,8.71,4.7,12.14,0.643,34894,0,1.0
2024-04-08,W42,22,14.53,6.93,15.21,0.512,17327,0,0.0
2024-04-08,W43,34,14.86,7.44,26.29,0.341,26774,0,0.0
2024-04-08,W44,15,9.13,4.48,24.48,0.613,26589,0,0.0
2024-04-08,W45,24,12.01,5.86,25.92,0.307,29243,0,0.0
2024-04-08,W46,14,10.44,5.97,8.79,0.634,23284,0,0.0
2024-04-08,W47,6,10.72,3.8,14.56,0.893,22600,0,1.0
2024-04-08,W48,10,10.66,3.51,22.28,0.924,38034,0,0.0
2024-04-08,W49,27,16.85,6.24,12.9,0.661,37797,0,0.0
2024-04-08,W50,29,10.63,5.57,3.78,0.409,28168,0,0.0
2024-04-08,W51,15,5.32,1.82,13.09,0.697,34492,0,0.0
2024-04-08,W52,19,13.38,5.77,21.97,0.627,24874,0,0.0
2024-04-08,W53,11,14.57,6.21,32.67,0.683,27183,0,0.0
2024-04-08,W54,53,16.18,7.62,24.84,0.468,30586,0,0.0
2024-04-08,W55,16,21.36,9.31,16.49,0.372,17961,0,0.0
2024-04-08,W56,25,13.75,6.57,20.76,0.401,32340,0,0.0
2024-04-08,W57,16,13.51,5.82,11.99,0.465,18987,0,0.0
2024-04-08,W58,17,8.36,4.24,36.09,0.556,19735,0,1.0
2024-04-08,W59,27,10.34,5.22,13.36,0.413,34830,0,0.0
2024-04-08,W60,14,9.6,3.73,25.48,0.701,23754,0,0.0
2024-04-08,W61,23,21.47,8.06,23.39,0.522,22022,0,0.0
2024-04-08,W62,13,9.46,4.13,70.64,0.8,36329,0,0.0
2024-04-08,W63,10,15.11,5.67,17.49,0.934,43665,0,0.0
2024-04-08,W64,7,7.98,2.25,14.19,0.925,20878,0,0.0
2024-04-08,W65,7,9.51,3.94,7.54,0.943,44920,0,0.0
2024-04-08,W66,9,5.89,1.75,19.04,0.898,23367,0,0.0
2024-04-08,W67,11,7.35,3.38,27.89,0.738,21860,0,0.0
2024-04-08,W68,24,10.58,4.55,32.96,0.634,44352,0,0.0
2024-04-08,W69,10,4.24,1.8,23.83,0.689,23411,0,0.0
2024-04-08,W70,15,8.03,3.77,23.5,0.648,30024,0,0.0
2024-04-08,W71,11,10.77,4.23,26.43,0.664,20801,0,0.0
2024-04-08,W72,7,7.25,3.18,30.21,0.337,23716,0,0.0
2024-04-08,W73,13,8.03,4.66,14.28,0.332,17368,0,0.0
2024-04-08,W74,11,9.36,4.21,17.87,0.56,28403,0,0.0
2024-04-08,W75,22,10.49,4.03,28.35,0.742,31958,0,0.0
2024-04-08,W76,15,7.69,4.39,41.17,0.317,24907,0,0.0
2024-04-08,W77,14,6.33,3.0,26.07,0.673,30328,0,0.0
