week_start_date,ward_id,reported_cases,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_a_cases,hospital_reporting_rate,population_estimate,sanitation_index
2024-03-18,W41,14,3,2,7,2,0.825,34894,0.643
2024-03-18,W42,12,2,5,2,3,0.837,17327,0.512
2024-03-18,W43,22,6,6,4,6,0.797,26774,0.341
2024-03-18,W44,9,2,3,3,1,0.902,26589,0.613
2024-03-18,W45,20,5,6,6,3,0.819,29243,0.307
2024-03-18,W46,21,9,4,5,3,0.838,23284,0.634
2024-03-18,W47,10,2,0,4,4,0.92,22600,0.893
2024-03-18,W48,11,3,3,1,4,0.901,38034,0.924
2024-03-18,W49,23,4,6,8,5,0.893,37797,0.661
2024-03-18,W50,14,4,2,6,2,0.837,28168,0.409
2024-03-18,W51,21,7,4,6,4,0.894,34492,0.697
2024-03-18,W52,16,4,8,1,3,0.902,24874,0.627
2024-03-18,W53,19,3,6,5,5,0.857,27183,0.683
2024-03-18,W54,32,7,10,10,5,0.852,30586,0.468
2024-03-18,W55,8,3,2,2,1,0.844,17961,0.372
2024-03-18,W56,34,13,6,8,7,0.881,32340,0.401
2024-03-18,W57,15,1,6,5,3,0.769,18987,0.465
2024-03-18,W58,14,3,3,6,2,0.808,19735,0.556
2024-03-18,W59,19,5,5,7,2,0.797,34830,0.413
2024-03-18,W60,13,5,2,5,1,0.905,23754,0.701
2024-03-18,W61,15,3,4,2,6,0.832,22022,0.522
2024-03-18,W62,9,3,1,2,3,0.874,36329,0.8
2024-03-18,W63,8,4,0,3,1,0.924,43665,0.934
2024-03-18,W64,8,1,4,2,1,0.98,20878,0.925
2024-03-18,W65,7,1,1,3,2,0.891,44920,0.943
2024-03-18,W66,6,0,2,3,1,0.887,23367,0.898
2024-03-18,W67,10,0,3,6,1,0.817,21860,0.738
2024-03-18,W68,30,10,5,9,6,0.783,44352,0.634
2024-03-18,W69,12,2,5,1,4,0.98,23411,0.689
2024-03-18,W70,22,7,7,6,2,0.827,30024,0.648
2024-03-18,W71,7,2,3,2,0,0.846,20801,0.664
2024-03-18,W72,24,5,10,8,1,0.743,23716,0.337
2024-03-18,W73,8,4,2,1,1,0.801,17368,0.332
2024-03-18,W74,14,4,6,1,3,0.832,28403,0.56
2024-03-18,W75,17,7,5,2,3,0.875,31958,0.742
2024-03-18,W76,22,7,3,6,6,0.816,24907,0.317
2024-03-18,W77,9,3,0,3,3,0.88,30328,0.673
2024-03-18,W78,18,1,3,7,7,0.741,15876,0.387
2024-03-18,W79,14,5,3,3,3,0.857,22079,0.627
2024-03-18,W80,23,5,7,4,7,0.895,43000,0.614
2024-03-18,W81,19,8,5,1,5,0.865,26230,0.627
2024-03-18,W82,15,3,6,3,3,0.818,44488,0.75
2024-03-18,W83,10,2,2,4,2,0.849,41464,0.755
2024-03-18,W84,15,4,5,4,2,0.926,36107,0.927
2024-03-18,W85,17,4,7,3,3,0.771,24662,0.496
2024-03-18,W86,9,1,5,1,2,0.812,16679,0.371
2024-03-18,W87,21,4,5,8,4,0.765,24435,0.321
2024-03-18,W88,27,8,7,5,7,0.775,26151,0.344
2024-03-18,W89,12,3,5,3,1,0.856,19452,0.479
2024-03-18,W90,17,6,2,5,4,0.785,17849,0.417
2024-03-18,W91,9,2,3,4,0,0.873,24823,0.685
2024-03-18,W92,17,1,1,10,5,0.898,34223,0.725
2024-03-18,W93,11,4,2,4,1,0.849,15851,0.559
2024-03-18,W94,19,6,5,4,4,0.98,19000,0.665
2024-03-18,W95,8,1,1,3,3,0.884,20536,0.593
2024-03-18,W96,11,0,3,5,3,0.82,20726,0.47
2024-03-18,W97,13,4,2,4,3,0.806,31281,0.607
2024-03-18,W98,10,1,4,3,2,0.893,18267,0.612
2024-03-18,W99,10,1,4,2,3,0.959,22543,0.631
2024-03-18,W100,24,10,3,4,7,0.809,26657,0.491
2024-03-25,W01,15,5,1,3,6,0.865,40033,0.833
2024-03-25,W02,17,3,5,5,4,0.747,27644,0.555
2024-03-25,W03,15,3,6,4,2,0.98,34271,0.55
2024-03-25,W04,8,2,0,3,3,0.814,22662,0.564
2024-03-25,W05,10,2,3,1,4,0.849,21396,0.494
2024-03-25,W06,18,6,5,4,3,0.872,33431,0.431
2024-03-25,W07,12,1,4,4,3,0.9,34118,0.578
2024-03-25,W08,23,7,5,7,4,0.795,32912,0.321
2024-03-25,W09,31,12,12,5,2,0.721,29502,0.306
2024-03-25,W10,11,2,3,4,2,0.864,32802,0.607
2024-03-25,W11,19,2,3,1,13,0.923,40023,0.673
2024-03-25,W12,7,1,0,3,3,0.855,21560,0.732
2024-03-25,W13,14,2,5,3,4,0.757,36942,0.699
2024-03-25,W14,11,3,2,3,3,0.916,26877,0.829
2024-03-25,W15,17,7,6,4,0,0.975,34494,0.531
2024-03-25,W16,22,8,5,4,5,0.848,23529,0.543
2024-03-25,W17,9,1,3,2,3,0.848,21331,0.544
2024-03-25,W18,18,1,2,8,7,0.9,40882,0.505
2024-03-25,W19,11,2,3,3,3,0.819,23003,0.502
2024-03-25,W20,17,5,5,4,3,0.98,37681,0.777
2024-03-25,W21,10,2,4,1,3,0.902,27539,0.82
2024-03-25,W22,26,9,6,2,9,0.863,34488,0.329
2024-03-25,W23,27,7,5,10,5,0.733,34115,0.587
2024-03-25,W24,19,1,9,6,3,0.885,29948,0.737
2024-03-25,W25,2,0,1,1,0,0.867,20152,0.77
2024-03-25,W26,24,10,3,8,3,0.886,42728,0.571
2024-03-25,W27,14,1,4,3,6,0.867,35597,0.743
2024-03-25,W28,3,0,0,2,1,0.928,21681,0.764
2024-03-25,W29,20,8,5,4,3,0.93,32388,0.743
2024-03-25,W30,6,0,2,1,3,0.855,32225,0.722
2024-03-25,W31,9,2,2,2,3,0.844,24215,0.746
2024-03-25,W32,8,2,3,2,1,0.919,32799,0.914
2024-03-25,W33,15,3,3,5,4,0.843,16306,0.492
2024-03-25,W34,21,7,6,6,2,0.868,22526,0.374
2024-03-25,W35,37,12,9,6,10,0.826,28545,0.452
2024-03-25,W36,22,8,4,3,7,0.722,32879,0.616
2024-03-25,W37,32,7,11,7,7,0.767,32675,0.413
2024-03-25,W38,11,5,2,2,2,0.817,32082,0.574
2024-03-25,W39,6,2,1,3,0,0.968,20855,0.709
2024-03-25,W40,20,6,4,4,6,0.739,33091,0.502
2024-03-25,W41,16,0,4,8,4,0.922,34894,0.643
2024-03-25,W42,13,6,3,2,2,0.795,17327,0.512
2024-03-25,W43,30,7,10,10,3,0.701,26774,0.341
2024-03-25,W44,21,6,4,2,9,0.823,26589,0.613
2024-03-25,W45,24,8,3,7,6,0.75,29243,0.307
2024-03-25,W46,15,2,3,4,6,0.836,23284,0.634
2024-03-25,W47,3,1,2,0,0,0.98,22600,0.893
2024-03-25,W48,11,3,2,2,4,0.866,38034,0.924
2024-03-25,W49,17,2,7,4,4,0.761,37797,0.661
2024-03-25,W50,30,7,10,4,9,0.849,28168,0.409
2024-03-25,W51,9,2,2,3,2,0.865,34492,0.697
2024-03-25,W52,15,3,1,6,5,0.813,24874,0.627
2024-03-25,W53,21,3,7,8,3,0.9,27183,0.683
2024-03-25,W54,29,10,11,4,4,0.772,30586,0.468
2024-03-25,W55,13,4,2,2,5,0.819,17961,0.372
2024-03-25,W56,28,7,5,10,6,0.786,32340,0.401
2024-03-25,W57,12,1,4,4,3,0.812,18987,0.465
2024-03-25,W58,16,4,2,5,5,0.791,19735,0.556
2024-03-25,W59,22,6,3,7,6,0.848,34830,0.413
2024-03-25,W60,11,1,6,2,2,0.959,23754,0.701
2024-03-25,W61,16,5,7,3,1,0.777,22022,0.522
2024-03-25,W62,18,6,6,2,4,0.862,36329,0.8
2024-03-25,W63,10,1,4,2,3,0.895,43665,0.934
2024-03-25,W64,5,0,2,2,1,0.971,20878,0.925
2024-03-25,W65,11,3,5,3,0,0.98,44920,0.943
2024-03-25,W66,2,0,0,1,1,0.98,23367,0.898
2024-03-25,W67,12,2,2,5,3,0.927,21860,0.738
2024-03-25,W68,35,5,9,14,7,0.866,44352,0.634
2024-03-25,W69,13,4,2,2,5,0.958,23411,0.689
2024-03-25,W70,22,4,7,5,6,0.94,30024,0.648
2024-03-25,W71,12,3,0,5,4,0.812,20801,0.664
2024-03-25,W72,24,8,6,6,4,0.749,23716,0.337
2024-03-25,W73,12,2,3,1,6,0.733,17368,0.332
2024-03-25,W74,13,2,4,4,3,0.833,28403,0.56
2024-03-25,W75,12,3,4,3,2,0.956,31958,0.742
2024-03-25,W76,20,7,3,3,7,0.829,24907,0.317
2024-03-25,W77,10,1,2,3,4,0.865,30328,0.673
2024-03-25,W78,7,1,1,3,2,0.816,15876,0.387
2024-03-25,W79,13,2,4,2,5,0.839,22079,0.627
2024-03-25,W80,18,3,3,8,4,0.861,43000,0.614
2024-03-25,W81,10,2,4,0,4,0.856,26230,0.627
2024-03-25,W82,22,9,7,4,2,0.867,44488,0.75
2024-03-25,W83,7,2,0,2,3,0.836,41464,0.755
2024-03-25,W84,11,3,2,2,4,0.855,36107,0.927
2024-03-25,W85,11,1,1,3,6,0.8,24662,0.496
2024-03-25,W86,16,5,6,2,3,0.848,16679,0.371
2024-03-25,W87,21,4,4,4,9,0.76,24435,0.321
2024-03-25,W88,28,7,11,5,5,0.854,26151,0.344
2024-03-25,W89,18,5,3,5,5,0.762,19452,0.479
2024-03-25,W90,9,0,3,4,2,0.789,17849,0.417
2024-03-25,W91,13,3,4,5,1,0.851,24823,0.685
2024-03-25,W92,13,3,2,3,5,0.839,34223,0.725
2024-03-25,W93,0,0,0,0,0,0.801,15851,0.559
2024-03-25,W94,8,2,1,4,1,0.934,19000,0.665
2024-03-25,W95,10,2,1,4,3,0.857,20536,0.593
2024-03-25,W96,17,4,6,5,2,0.746,20726,0.47
2024-03-25,W97,19,9,3,4,3,0.897,31281,0.607
2024-03-25,W98,3,0,0,2,1,0.868,18267,0.612
2024-03-25,W99,18,7,4,3,4,0.885,22543,0.631
2024-03-25,W100,8,2,1,0,5,0.87,26657,0.491
2024-04-01,W01,12,4,0,4,4,0.875,40033,0.833
2024-04-01,W02,19,4,7,6,2,0.911,27644,0.555
2024-04-01,W03,12,1,8,2,1,0.836,34271,0.55
2024-04-01,W04,11,3,3,1,4,0.874,22662,0.564
2024-04-01,W05,13,4,3,3,3,0.827,21396,0.494
2024-04-01,W06,26,8,9,5,4,0.769,33431,0.431
2024-04-01,W07,12,4,0,0,8,0.861,34118,0.578
2024-04-01,W08,28,8,11,2,7,0.758,32912,0.321
2024-04-01,W09,52,11,11,19,11,0.829,29502,0.306
2024-04-01,W10,21,10,3,5,3,0.881,32802,0.607
2024-04-01,W11,16,3,6,2,5,0.946,40023,0.673
2024-04-01,W12,7,2,3,2,0,0.957,21560,0.732
2024-04-01,W13,15,2,3,5,5,0.902,36942,0.699
2024-04-01,W14,4,0,2,1,1,0.98,26877,0.829
2024-04-01,W15,11,3,2,4,2,0.855,34494,0.531
2024-04-01,W16,19,6,2,5,6,0.799,23529,0.543
2024-04-01,W17,15,3,1,4,7,0.886,21331,0.544
2024-04-01,W18,31,9,8,11,3,0.881,40882,0.505
2024-04-01,W19,19,5,4,8,2,0.803,23003,0.502
2024-04-01,W20,17,6,2,4,5,0.868,37681,0.777
2024-04-01,W21,8,0,4,3,1,0.98,27539,0.82
2024-04-01,W22,32,10,8,5,9,0.839,34488,0.329
2024-04-01,W23,22,5,3,3,11,0.885,34115,0.587
2024-04-01,W24,21,10,4,5,2,0.829,29948,0.737
2024-04-01,W25,5,2,0,1,2,0.98,20152,0.77
2024-04-01,W26,20,10,6,0,4,0.832,42728,0.571
2024-04-01,W27,15,3,7,0,5,0.9,35597,0.743
2024-04-01,W28,7,0,1,3,3,0.937,21681,0.764
2024-04-01,W29,9,2,4,2,1,0.866,32388,0.743
2024-04-01,W30,19,2,6,5,6,0.815,32225,0.722
2024-04-01,W31,13,2,4,4,3,0.906,24215,0.746
2024-04-01,W32,6,2,1,2,1,0.935,32799,0.914
2024-04-01,W33,9,5,2,2,0,0.824,16306,0.492
2024-04-01,W34,15,4,5,3,3,0.878,22526,0.374
2024-04-01,W35,24,5,9,7,3,0.743,28545,0.452
2024-04-01,W36,15,3,6,4,2,0.868,32879,0.616
2024-04-01,W37,17,8,3,1,5,0.852,32675,0.413
2024-04-01,W38,17,5,6,3,3,0.773,32082,0.574
2024-04-01,W39,4,1,2,0,1,0.863,20855,0.709
2024-04-01,W40,21,6,4,4,7,0.872,33091,0.502
2024-04-01,W41,22,2,4,9,7,0.966,34894,0.643
2024-04-01,W42,18,4,8,3,3,0.882,17327,0.512
2024-04-01,W43,12,3,4,3,2,0.799,26774,0.341
2024-04-01,W44,11,4,1,1,5,0.831,26589,0.613
2024-04-01,W45,30,5,9,9,7,0.781,29243,0.307
2024-04-01,W46,15,3,3,6,3,0.84,23284,0.634
2024-04-01,W47,9,4,0,3,2,0.929,22600,0.893
2024-04-01,W48,10,2,1,5,2,0.906,38034,0.924
2024-04-01,W49,20,4,7,6,3,0.812,37797,0.661
2024-04-01,W50,26,6,6,12,2,0.808,28168,0.409
2024-04-01,W51,13,1,6,3,3,0.912,34492,0.697
2024-04-01,W52,9,2,2,5,0,0.8,24874,0.627
2024-04-01,W53,21,5,2,6,8,0.933,27183,0.683
2024-04-01,W54,36,9,6,11,10,0.848,30586,0.468
2024-04-01,W55,18,10,5,1,2,0.798,17961,0.372
2024-04-01,W56,24,10,8,2,4,0.842,32340,0.401
2024-04-01,W57,10,3,2,3,2,0.85,18987,0.465
2024-04-01,W58,17,6,7,2,2,0.951,19735,0.556
2024-04-01,W59,27,11,6,5,5,0.679,34830,0.413
2024-04-01,W60,14,6,1,4,3,0.881,23754,0.701
2024-04-01,W61,10,2,2,2,4,0.868,22022,0.522
2024-04-01,W62,11,2,3,3,3,0.942,36329,0.8
2024-04-01,W63,8,0,2,4,2,0.918,43665,0.934
2024-04-01,W64,4,0,1,1,2,0.98,20878,0.925
2024-04-01,W65,11,3,3,3,2,0.878,44920,0.943
2024-04-01,W66,2,0,1,1,0,0.903,23367,0.898
2024-04-01,W67,7,2,2,2,1,0.852,21860,0.738
2024-04-01,W68,42,17,9,10,6,0.815,44352,0.634
2024-04-01,W69,10,2,1,3,4,0.877,23411,0.689
2024-04-01,W70,22,3,7,5,7,0.875,30024,0.648
2024-04-01,W71,17,6,3,3,5,0.82,20801,0.664
2024-04-01,W72,14,4,2,6,2,0.813,23716,0.337
2024-04-01,W73,8,4,3,0,1,0.787,17368,0.332
2024-04-01,W74,18,7,5,4,2,0.813,28403,0.56
2024-04-01,W75,21,7,3,6,5,0.853,31958,0.742
2024-04-01,W76,16,5,3,6,2,0.838,24907,0.317
2024-04-01,W77,9,0,5,3,1,0.841,30328,0.673
2024-04-01,W78,15,6,4,4,1,0.874,15876,0.387
2024-04-01,W79,12,3,2,4,3,0.832,22079,0.627
2024-04-01,W80,20,3,6,7,4,0.834,43000,0.614
2024-04-01,W81,9,0,3,3,3,0.805,26230,0.627
2024-04-01,W82,14,1,2,5,6,0.967,44488,0.75
2024-04-01,W83,15,6,3,5,1,0.809,41464,0.755
2024-04-01,W84,10,1,4,2,3,0.96,36107,0.927
2024-04-01,W85,23,7,6,5,5,0.862,24662,0.496
2024-04-01,W86,14,2,0,9,3,0.772,16679,0.371
2024-04-01,W87,19,4,6,6,3,0.776,24435,0.321
2024-04-01,W88,27,11,7,4,5,0.834,26151,0.344
2024-04-01,W89,14,2,6,3,3,0.865,19452,0.479
2024-04-01,W90,13,3,4,4,2,0.714,17849,0.417
2024-04-01,W91,7,1,3,3,0,0.907,24823,0.685
2024-04-01,W92,21,8,7,4,2,0.849,34223,0.725
2024-04-01,W93,4,2,0,0,2,0.79,15851,0.559
2024-04-01,W94,14,3,1,7,3,0.918,19000,0.665
2024-04-01,W95,11,2,3,4,2,0.835,20536,0.593
2024-04-01,W96,15,4,7,1,3,0.854,20726,0.47
2024-04-01,W97,15,5,4,5,1,0.849,31281,0.607
2024-04-01,W98,16,7,4,2,3,0.801,18267,0.612
2024-04-01,W99,10,4,2,2,2,0.879,22543,0.631
2024-04-01,W100,12,2,5,4,1,0.834,26657,0.491
2024-04-08,W01,14,5,3,2,4,0.841,40033,0.833
2024-04-08,W02,21,8,6,4,3,0.877,27644,0.555
2024-04-08,W03,11,2,2,6,1,0.79,34271,0.55
2024-04-08,W04,7,1,1,3,2,0.888,22662,0.564
2024-04-08,W05,14,5,2,4,3,0.771,21396,0.494
2024-04-08,W06,17,7,2,2,6,0.854,33431,0.431
2024-04-08,W07,22,6,5,8,3,0.964,34118,0.578
2024-04-08,W08,22,6,7,7,2,0.871,32912,0.321
2024-04-08,W09,33,7,13,4,9,0.715,29502,0.306
2024-04-08,W10,19,4,8,6,1,0.883,32802,0.607
2024-04-08,W11,22,4,8,6,4,0.897,40023,0.673
2024-04-08,W12,5,2,2,1,0,0.91,21560,0.732
2024-04-08,W13,16,4,4,3,5,0.797,36942,0.699
2024-04-08,W14,11,5,3,3,0,0.902,26877,0.829
2024-04-08,W15,15,4,4,1,6,0.801,34494,0.531
2024-04-08,W16,14,4,3,4,3,0.876,23529,0.543
2024-04-08,W17,5,2,2,1,0,0.882,21331,0.544
2024-04-08,W18,18,6,4,6,2,0.813,40882,0.505
2024-04-08,W19,19,2,4,6,7,0.771,23003,0.502
2024-04-08,W20,19,6,6,4,3,0.832,37681,0.777
2024-04-08,W21,11,3,1,5,2,0.955,27539,0.82
2024-04-08,W22,30,9,7,3,11,0.766,34488,0.329
2024-04-08,W23,27,12,6,3,6,0.845,34115,0.587
2024-04-08,W24,17,5,1,6,5,0.932,29948,0.737
2024-04-08,W25,6,2,2,1,1,0.762,20152,0.77
2024-04-08,W26,28,5,7,9,7,0.845,42728,0.571
2024-04-08,W27,17,4,9,0,4,0.878,35597,0.743
2024-04-08,W28,3,1,1,1,0,0.911,21681,0.764
2024-04-08,W29,10,2,4,2,2,0.839,32388,0.743
2024-04-08,W30,22,8,4,5,5,0.842,32225,0.722
2024-04-08,W31,16,6,4,3,3,0.958,24215,0.746
2024-04-08,W32,6,0,3,1,2,0.961,32799,0.914
2024-04-08,W33,11,5,1,2,3,0.832,16306,0.492
2024-04-08,W34,24,5,3,7,9,0.792,22526,0.374
2024-04-08,W35,30,6,7,10,7,0.816,28545,0.452
2024-04-08,W36,27,6,10,6,5,0.889,32879,0.616
2024-04-08,W37,23,8,6,4,5,0.826,32675,0.413
2024-04-08,W38,12,5,3,0,4,0.805,32082,0.574
2024-04-08,W39,7,0,1,2,4,0.914,20855,0.709
2024-04-08,W40,24,6,7,3,8,0.891,33091,0.502
2024-04-08,W41,13,3,3,4,3,0.909,34894,0.643
2024-04-08,W42,22,4,5,6,7,0.847,17327,0.512
2024-04-08,W43,34,9,6,12,7,0.77,26774,0.341
2024-04-08,W44,15,3,4,5,3,0.823,26589,0.613
2024-04-08,W45,24,9,7,6,2,0.831,29243,0.307
2024-04-08,W46,14,3,3,5,3,0.764,23284,0.634
2024-04-08,W47,6,0,1,4,1,0.909,22600,0.893
2024-04-08,W48,10,5,2,1,2,0.98,38034,0.924
2024-04-08,W49,27,6,7,6,8,0.883,37797,0.661
2024-04-08,W50,29,8,7,7,7,0.731,28168,0.409
2024-04-08,W51,15,1,2,10,2,0.859,34492,0.697
2024-04-08,W52,19,4,5,4,6,0.744,24874,0.627
2024-04-08,W53,11,3,2,0,6,0.914,27183,0.683
2024-04-08,W54,53,14,13,14,12,0.812,30586,0.468
2024-04-08,W55,16,6,6,3,1,0.754,17961,0.372
2024-04-08,W56,25,9,6,5,5,0.731,32340,0.401
2024-04-08,W57,16,4,5,5,2,0.787,18987,0.465
2024-04-08,W58,17,3,5,5,4,0.884,19735,0.556
2024-04-08,W59,27,8,5,11,3,0.799,34830,0.413
2024-04-08,W60,14,4,4,3,3,0.924,23754,0.701
2024-04-08,W61,23,11,2,3,7,0.741,22022,0.522
2024-04-08,W62,13,3,2,4,4,0.923,36329,0.8
2024-04-08,W63,10,4,1,1,4,0.867,43665,0.934
2024-04-08,W64,7,2,2,0,3,0.931,20878,0.925
2024-04-08,W65,7,0,1,2,4,0.938,44920,0.943
2024-04-08,W66,9,0,1,4,4,0.907,23367,0.898
2024-04-08,W67,11,2,4,3,2,0.84,21860,0.738
2024-04-08,W68,24,6,5,8,5,0.871,44352,0.634
2024-04-08,W69,10,3,1,3,3,0.862,23411,0.689
2024-04-08,W70,15,5,1,4,5,0.804,30024,0.648
2024-04-08,W71,11,2,1,3,5,0.888,20801,0.664
2024-04-08,W72,7,2,1,0,4,0.769,23716,0.337
2024-04-08,W73,13,6,1,4,2,0.785,17368,0.332
2024-04-08,W74,11,2,1,2,6,0.688,28403,0.56
2024-04-08,W75,22,7,5,5,5,0.897,31958,0.742
2024-04-08,W76,15,3,2,3,7,0.796,24907,0.317
2024-04-08,W77,14,4,3,5,2,0.947,30328,0.673
2024-04-08,W78,19,6,3,6,4,0.817,15876,0.387
2024-04-08,W79,15,4,3,2,6,0.819,22079,0.627
2024-04-08,W80,20,8,5,5,2,0.845,43000,0.614
2024-04-08,W81,15,3,2,6,4,0.782,26230,0.627
2024-04-08,W82,20,3,10,3,4,0.88,44488,0.75
2024-04-08,W83,15,2,2,8,3,0.835,41464,0.755
2024-04-08,W84,8,1,2,5,0,0.979,36107,0.927
2024-04-08,W85,17,4,5,7,1,0.828,24662,0.496
2024-04-08,W86,7,3,3,1,0,0.854,16679,0.371
2024-04-08,W87,26,10,6,4,6,0.819,24435,0.321
2024-04-08,W88,19,9,2,4,4,0.774,26151,0.344
2024-04-08,W89,15,4,3,3,5,0.74,19452,0.479
2024-04-08,W90,16,4,5,4,3,0.742,17849,0.417
2024-04-08,W91,8,0,7,0,1,0.84,24823,0.685
2024-04-08,W92,17,7,2,4,4,0.852,34223,0.725
2024-04-08,W93,8,2,0,2,4,0.822,15851,0.559
2024-04-08,W94,13,5,1,4,3,0.898,19000,0.665
2024-04-08,W95,9,1,3,4,1,0.782,20536,0.593
2024-04-08,W96,8,1,0,2,5,0.897,20726,0.47
2024-04-08,W97,11,3,4,2,2,0.886,31281,0.607
2024-04-08,W98,9,5,2,2,0,0.887,18267,0.612
2024-04-08,W99,14,2,5,3,4,0.913,22543,0.631
2024-04-08,W100,22,6,5,4,7,0.707,26657,0.491
2024-04-15,W01,16,4,2,5,5,0.922,40033,0.833
2024-04-15,W02,19,9,7,2,1,0.831,27644,0.555
2024-04-15,W03,16,5,5,3,3,0.738,34271,0.55
2024-04-15,W04,14,3,4,3,4,0.849,22662,0.564
2024-04-15,W05,14,3,4,5,2,0.953,21396,0.494
2024-04-15,W06,20,6,5,6,3,0.783,33431,0.431
2024-04-15,W07,20,6,4,5,5,0.891,34118,0.578
2024-04-15,W08,37,11,5,14,7,0.774,32912,0.321
2024-04-15,W09,27,5,3,8,11,0.859,29502,0.306
2024-04-15,W10,12,3,2,5,2,0.845,32802,0.607
2024-04-15,W11,19,5,2,3,9,0.856,40023,0.673
2024-04-15,W12,14,4,3,3,4,0.935,21560,0.732
2024-04-15,W13,20,4,7,3,6,0.861,36942,0.699
2024-04-15,W14,14,5,3,1,5,0.944,26877,0.829
2024-04-15,W15,18,6,4,5,3,0.812,34494,0.531
2024-04-15,W16,26,6,6,5,9,0.787,23529,0.543
2024-04-15,W17,12,3,2,4,3,0.868,21331,0.544
2024-04-15,W18,39,11,9,10,9,0.902,40882,0.505
2024-04-15,W19,12,5,3,0,4,0.803,23003,0.502
2024-04-15,W20,24,5,7,7,5,0.897,37681,0.777
2024-04-15,W21,8,3,2,0,3,0.869,27539,0.82
2024-04-15,W22,27,7,9,6,5,0.801,34488,0.329
2024-04-15,W23,19,4,5,5,5,0.843,34115,0.587
2024-04-15,W24,15,5,3,3,4,0.886,29948,0.737
2024-04-15,W25,4,0,1,2,1,0.841,20152,0.77
2024-04-15,W26,33,14,10,3,6,0.827,42728,0.571
2024-04-15,W27,13,2,3,2,6,0.865,35597,0.743
2024-04-15,W28,9,3,3,3,0,0.812,21681,0.764
2024-04-15,W29,20,3,6,4,7,0.905,32388,0.743
2024-04-15,W30,21,6,4,5,6,0.916,32225,0.722
2024-04-15,W31,14,5,3,2,4,0.852,24215,0.746
2024-04-15,W32,9,1,4,3,1,0.967,32799,0.914
2024-04-15,W33,13,4,6,2,1,0.764,16306,0.492
2024-04-15,W34,19,4,5,7,3,0.803,22526,0.374
2024-04-15,W35,38,15,12,6,5,0.844,28545,0.452
2024-04-15,W36,28,12,5,8,3,0.814,32879,0.616
2024-04-15,W37,29,7,7,7,8,0.726,32675,0.413
2024-04-15,W38,11,3,3,3,2,0.888,32082,0.574
2024-04-15,W39,11,2,3,3,3,0.872,20855,0.709
2024-04-15,W40,16,6,2,4,4,0.787,33091,0.502
2024-04-15,W41,41,10,16,7,8,0.896,34894,0.643
2024-04-15,W42,13,5,4,3,1,0.861,17327,0.512
2024-04-15,W43,27,7,6,7,7,0.881,26774,0.341
2024-04-15,W44,16,1,3,7,5,0.971,26589,0.613
2024-04-15,W45,31,10,12,4,5,0.675,29243,0.307
2024-04-15,W46,8,3,1,3,1,0.822,23284,0.634
2024-04-15,W47,18,4,4,4,6,0.829,22600,0.893
2024-04-15,W48,10,0,5,4,1,0.965,38034,0.924
2024-04-15,W49,38,15,9,8,6,0.789,37797,0.661
2024-04-15,W50,26,6,5,9,6,0.764,28168,0.409
2024-04-15,W51,8,3,2,2,1,0.903,34492,0.697
2024-04-15,W52,17,6,5,3,3,0.769,24874,0.627
2024-04-15,W53,23,3,8,3,9,0.902,27183,0.683
2024-04-15,W54,38,6,13,13,6,0.773,30586,0.468
2024-04-15,W55,26,9,5,7,5,0.8,17961,0.372
2024-04-15,W56,32,6,6,12,8,0.882,32340,0.401
2024-04-15,W57,13,4,0,4,5,0.88,18987,0.465
2024-04-15,W58,22,6,8,5,3,0.813,19735,0.556
2024-04-15,W59,30,11,4,7,8,0.806,34830,0.413
2024-04-15,W60,10,2,2,3,3,0.907,23754,0.701
2024-04-15,W61,27,8,6,10,3,0.693,22022,0.522
2024-04-15,W62,15,2,6,4,3,0.98,36329,0.8
2024-04-15,W63,24,5,6,6,7,0.938,43665,0.934
2024-04-15,W64,7,0,2,3,2,0.954,20878,0.925
2024-04-15,W65,18,5,4,2,7,0.955,44920,0.943
2024-04-15,W66,7,2,3,0,2,0.935,23367,0.898
2024-04-15,W67,15,4,5,2,4,0.951,21860,0.738
2024-04-15,W68,42,12,14,9,7,0.876,44352,0.634
2024-04-15,W69,11,4,1,3,3,0.852,23411,0.689
2024-04-15,W70,12,1,4,3,4,0.922,30024,0.648
2024-04-15,W71,11,1,1,5,4,0.847,20801,0.664
2024-04-15,W72,18,4,6,6,2,0.784,23716,0.337
2024-04-15,W73,13,5,4,2,2,0.782,17368,0.332
2024-04-15,W74,23,3,7,7,6,0.862,28403,0.56
2024-04-15,W75,15,4,1,6,4,0.839,31958,0.742
2024-04-15,W76,19,3,7,4,5,0.739,24907,0.317
2024-04-15,W77,14,4,1,6,3,0.889,30328,0.673
2024-04-15,W78,13,4,3,3,3,0.792,15876,0.387
2024-04-15,W79,23,6,8,4,5,0.943,22079,0.627
2024-04-15,W80,24,3,7,7,7,0.839,43000,0.614
2024-04-15,W81,14,5,2,5,2,0.849,26230,0.627
2024-04-15,W82,18,4,6,5,3,0.908,44488,0.75
2024-04-15,W83,13,4,4,2,3,0.875,41464,0.755
2024-04-15,W84,15,7,1,2,5,0.845,36107,0.927
2024-04-15,W85,21,6,6,4,5,0.813,24662,0.496
2024-04-15,W86,10,4,1,2,3,0.798,16679,0.371
2024-04-15,W87,28,9,6,6,7,0.864,24435,0.321
2024-04-15,W88,28,15,4,4,5,0.812,26151,0.344
2024-04-15,W89,19,5,3,6,5,0.775,19452,0.479
