week_start_date,ward_id,reported_cases,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_a_cases,hospital_reporting_rate,population_estimate,sanitation_index,turbidity,ecoli_index,ph_level,chlorine_residual,water_sample_count,contamination_flag,rainfall_mm,avg_temperature,humidity_percent,flood_event_flag,monsoon_flag,zone
2024-03-25,W85,11,1,1,3,6,0.8,24662,0.496,11.76,5.76,7.63,0.335,4,1,19.5,31.5,71.6,0,0,South
2024-03-25,W86,16,5,6,2,3,0.848,16679,0.371,6.12,3.45,7.33,0.349,5,0,12.01,28.7,53.0,0,0,South
2024-03-25,W87,21,4,4,4,9,0.76,24435,0.321,10.52,4.99,7.89,0.378,5,0,12.22,28.9,58.2,0,0,South
2024-03-25,W88,28,7,11,5,5,0.854,26151,0.344,7.71,5.35,7.7,0.419,3,1,16.2,32.5,72.1,0,0,South
2024-03-25,W89,18,5,3,5,5,0.762,19452,0.479,7.81,3.47,7.9,0.471,6,0,16.99,25.8,48.2,0,0,South
2024-03-25,W90,9,0,3,4,2,0.789,17849,0.417,6.09,2.6,7.7,0.42,5,0,11.07,32.8,58.2,0,0,South
2024-03-25,W91,13,3,4,5,1,0.851,24823,0.685,5.66,2.2,7.39,0.411,5,0,14.32,29.4,62.1,0,0,South
2024-03-25,W92,13,3,2,3,5,0.839,34223,0.725,10.2,5.6,8.19,0.475,3,1,6.83,25.6,67.9,0,0,South
2024-03-25,W93,0,0,0,0,0,0.801,15851,0.559,4.07,2.98,7.31,0.479,3,0,3.38,30.6,49.9,0,0,South
2024-03-25,W94,8,2,1,4,1,0.934,19000,0.665,6.59,3.02,7.23,0.37,3,0,11.86,31.2,45.7,0,0,South
2024-03-25,W95,10,2,1,4,3,0.857,20536,0.593,5.15,1.71,7.04,0.466,4,0,25.71,26.4,54.7,0,0,South
2024-03-25,W96,17,4,6,5,2,0.746,20726,0.47,7.87,4.21,7.94,0.483,3,0,2.29,32.4,63.9,0,0,South
2024-03-25,W97,19,9,3,4,3,0.897,31281,0.607,7.98,2.69,6.91,0.453,4,0,14.53,28.3,54.8,0,0,South
2024-03-25,W98,3,0,0,2,1,0.868,18267,0.612,5.79,3.85,7.3,0.372,6,0,10.83,25.4,58.4,0,0,South
2024-03-25,W99,18,7,4,3,4,0.885,22543,0.631,9.01,3.99,8.19,0.386,7,0,11.17,28.5,67.9,0,0,South
2024-03-25,W100,8,2,1,0,5,0.87,26657,0.491,6.35,4.52,7.69,0.44,7,0,13.61,25.4,48.1,0,0,South
2024-04-01,W01,12,4,0,4,4,0.875,40033,0.833,7.22,3.68,7.33,0.41,7,0,29.02,37.6,73.5,0,0,North
2024-04-01,W02,19,4,7,6,2,0.911,27644,0.555,7.38,3.47,7.02,0.551,5,0,22.37,37.8,61.4,0,0,North
2024-04-01,W03,12,1,8,2,1,0.836,34271,0.55,7.39,3.61,7.18,0.406,3,0,15.76,35.9,55.5,0,0,North
2024-04-01,W04,11,3,3,1,4,0.874,22662,0.564,5.59,1.99,7.93,0.482,3,0,30.32,35.8,53.8,0,0,North
2024-04-01,W05,13,4,3,3,3,0.827,21396,0.494,4.0,2.55,8.07,0.479,3,0,16.86,36.3,59.4,0,0,East
2024-04-01,W06,26,8,9,5,4,0.769,33431,0.431,4.69,3.41,7.1,0.541,6,0,16.97,34.7,68.1,0,0,East
2024-04-01,W07,12,4,0,0,8,0.861,34118,0.578,4.86,3.04,7.25,0.324,3,0,39.7,32.7,54.6,0,0,East
2024-04-01,W08,28,8,11,2,7,0.758,32912,0.321,9.43,4.36,7.88,0.502,4,0,29.08,35.6,57.1,0,0,East
2024-04-01,W09,52,11,11,19,11,0.829,29502,0.306,14.76,6.66,8.01,0.274,6,1,18.22,33.4,47.9,0,0,East
2024-04-01,W10,21,10,3,5,3,0.881,32802,0.607,7.29,3.43,8.14,0.424,3,0,27.63,33.1,46.7,0,0,North
2024-04-01,W11,16,3,6,2,5,0.946,40023,0.673,7.46,2.7,7.25,0.362,6,0,11.76,37.0,55.5,0,0,North
2024-04-01,W12,7,2,3,2,0,0.957,21560,0.732,4.91,2.47,8.07,0.448,6,0,12.71,32.7,63.6,0,0,North
2024-04-01,W13,15,2,3,5,5,0.902,36942,0.699,6.94,1.92,7.2,0.543,4,0,33.56,32.1,49.9,0,0,North
2024-04-01,W14,4,0,2,1,1,0.98,26877,0.829,5.26,3.36,7.09,0.4,4,0,33.61,36.1,50.3,0,0,North
2024-04-01,W15,11,3,2,4,2,0.855,34494,0.531,7.17,3.03,7.05,0.405,6,0,20.45,35.9,56.7,0,0,North
2024-04-01,W16,19,6,2,5,6,0.799,23529,0.543,8.41,4.44,7.11,0.359,4,0,9.41,32.9,70.7,0,0,West
2024-04-01,W17,15,3,1,4,7,0.886,21331,0.544,8.18,2.48,8.18,0.376,3,0,21.25,33.8,57.7,0,0,West
2024-04-01,W18,31,9,8,11,3,0.881,40882,0.505,6.72,3.5,8.08,0.428,3,0,25.62,33.0,55.9,0,0,North
2024-04-01,W19,19,5,4,8,2,0.803,23003,0.502,10.06,4.17,7.52,0.237,7,0,15.12,36.7,70.2,0,0,North
2024-04-01,W20,17,6,2,4,5,0.868,37681,0.777,7.68,3.7,7.85,0.344,3,0,31.6,33.7,71.8,0,0,North
2024-04-01,W21,8,0,4,3,1,0.98,27539,0.82,7.49,2.89,7.96,0.394,5,0,8.48,33.1,62.7,0,0,North
2024-04-01,W22,32,10,8,5,9,0.839,34488,0.329,6.94,5.45,7.83,0.403,4,1,22.26,36.9,48.9,0,0,East
2024-04-01,W23,22,5,3,3,11,0.885,34115,0.587,7.65,3.83,6.99,0.45,5,0,15.02,32.9,59.1,0,0,East
2024-04-01,W24,21,10,4,5,2,0.829,29948,0.737,7.67,3.52,7.09,0.452,6,0,12.76,35.1,59.9,0,0,East
2024-04-01,W25,5,2,0,1,2,0.98,20152,0.77,5.51,2.32,7.78,0.302,6,0,15.97,34.1,60.5,0,0,North
2024-04-01,W26,20,10,6,0,4,0.832,42728,0.571,7.16,4.04,7.67,0.459,5,0,11.86,37.2,54.0,0,0,North
2024-04-01,W27,15,3,7,0,5,0.9,35597,0.743,6.19,3.39,7.46,0.535,5,0,8.8,33.1,64.6,0,0,North
2024-04-01,W28,7,0,1,3,3,0.937,21681,0.764,4.91,1.65,6.93,0.503,3,0,23.45,35.2,67.0,0,0,North
2024-04-01,W29,9,2,4,2,1,0.866,32388,0.743,7.58,2.44,7.61,0.453,5,0,6.22,33.1,57.9,0,0,North
2024-04-01,W30,19,2,6,5,6,0.815,32225,0.722,7.73,3.43,7.89,0.561,3,0,29.84,35.1,70.8,0,0,North
2024-04-01,W31,13,2,4,4,3,0.906,24215,0.746,9.54,3.54,7.58,0.359,3,0,23.19,36.5,73.7,0,0,Central
2024-04-01,W32,6,2,1,2,1,0.935,32799,0.914,6.3,1.39,7.47,0.433,7,0,32.94,36.6,50.0,0,0,Central
2024-04-01,W33,9,5,2,2,0,0.824,16306,0.492,9.14,4.39,7.72,0.284,7,0,26.16,36.1,59.9,0,0,West
2024-04-01,W34,15,4,5,3,3,0.878,22526,0.374,9.19,6.06,7.52,0.504,6,1,16.71,37.9,73.8,0,0,West
2024-04-01,W35,24,5,9,7,3,0.743,28545,0.452,17.21,7.78,7.67,0.321,4,1,18.14,32.2,72.0,0,0,West
2024-04-01,W36,15,3,6,4,2,0.868,32879,0.616,5.9,3.41,7.77,0.397,7,0,26.54,37.0,70.0,0,0,West
2024-04-01,W37,17,8,3,1,5,0.852,32675,0.413,8.24,4.04,7.43,0.495,3,0,17.67,32.1,62.5,0,0,West
2024-04-01,W38,17,5,6,3,3,0.773,32082,0.574,8.28,4.2,8.13,0.391,3,0,18.6,32.8,61.3,0,0,West
2024-04-01,W39,4,1,2,0,1,0.863,20855,0.709,4.29,2.67,7.87,0.275,6,0,10.29,32.5,66.5,0,0,West
2024-04-01,W40,21,6,4,4,7,0.872,33091,0.502,8.09,3.75,7.81,0.453,3,0,14.73,36.9,73.7,0,0,West
2024-04-01,W41,22,2,4,9,7,0.966,34894,0.643,6.7,2.55,7.48,0.526,3,0,29.82,33.0,53.2,0,0,West
2024-04-01,W42,18,4,8,3,3,0.882,17327,0.512,12.92,6.79,7.75,0.392,7,1,18.23,35.0,71.0,0,0,West
2024-04-01,W43,12,3,4,3,2,0.799,26774,0.341,14.04,6.99,7.51,0.146,4,1,31.47,33.7,68.8,0,0,West
2024-04-01,W44,11,4,1,1,5,0.831,26589,0.613,7.37,3.29,6.95,0.553,5,0,14.54,33.5,71.5,0,0,West
2024-04-01,W45,30,5,9,9,7,0.781,29243,0.307,8.01,5.2,7.17,0.365,6,1,21.06,37.8,68.1,0,0,West
2024-04-01,W46,15,3,3,6,3,0.84,23284,0.634,9.41,4.15,7.63,0.307,7,0,12.05,35.3,67.5,0,0,Central
2024-04-01,W47,9,4,0,3,2,0.929,22600,0.893,6.35,1.67,7.74,0.433,5,0,30.21,37.8,72.9,0,0,Central
2024-04-01,W48,10,2,1,5,2,0.906,38034,0.924,6.88,1.74,7.48,0.468,4,0,32.15,33.6,70.4,0,0,Central
2024-04-01,W49,20,4,7,6,3,0.812,37797,0.661,10.97,6.09,7.83,0.248,5,1,24.07,32.9,58.7,0,0,Central
2024-04-01,W50,26,6,6,12,2,0.808,28168,0.409,8.36,4.14,7.95,0.298,7,0,38.6,37.0,69.9,0,0,East
2024-04-01,W51,13,1,6,3,3,0.912,34492,0.697,1.9,1.93,7.82,0.492,4,0,13.67,36.5,73.8,0,0,East
2024-04-01,W52,9,2,2,5,0,0.8,24874,0.627,9.16,3.62,8.09,0.523,3,0,26.38,37.7,63.1,0,0,East
2024-04-01,W53,21,5,2,6,8,0.933,27183,0.683,9.42,4.9,7.01,0.258,7,0,17.94,35.2,52.7,0,0,East
2024-04-01,W54,36,9,6,11,10,0.848,30586,0.468,12.54,7.93,7.85,0.31,7,1,23.52,33.4,62.2,0,0,East
2024-04-01,W55,18,10,5,1,2,0.798,17961,0.372,8.11,4.55,6.97,0.411,4,0,68.28,34.4,55.3,0,0,East
2024-04-01,W56,24,10,8,2,4,0.842,32340,0.401,12.86,5.01,8.17,0.236,6,1,21.84,36.4,47.8,0,0,East
2024-04-01,W57,10,3,2,3,2,0.85,18987,0.465,10.66,6.53,7.57,0.182,4,1,23.85,34.5,51.7,0,0,East
2024-04-01,W58,17,6,7,2,2,0.951,19735,0.556,8.73,3.48,7.33,0.48,7,0,33.95,35.8,67.0,0,0,East
2024-04-01,W59,27,11,6,5,5,0.679,34830,0.413,6.65,4.09,7.54,0.293,6,0,23.37,34.9,56.5,0,0,East
2024-04-01,W60,14,6,1,4,3,0.881,23754,0.701,8.41,3.56,7.71,0.376,4,0,19.53,35.7,58.3,0,0,East
2024-04-01,W61,10,2,2,2,4,0.868,22022,0.522,7.81,3.52,7.37,0.316,5,0,90.99,33.4,67.0,0,0,East
2024-04-01,W62,11,2,3,3,3,0.942,36329,0.8,5.19,2.27,7.34,0.244,5,0,21.96,36.7,54.4,0,0,Central
2024-04-01,W63,8,0,2,4,2,0.918,43665,0.934,7.05,2.37,8.12,0.454,3,0,30.47,37.3,69.2,0,0,Central
2024-04-01,W64,4,0,1,1,2,0.98,20878,0.925,6.22,1.77,7.82,0.6,5,0,24.84,37.3,70.2,0,0,Central
2024-04-01,W65,11,3,3,3,2,0.878,44920,0.943,4.05,1.05,7.02,0.313,4,0,49.22,36.4,55.4,0,0,Central
2024-04-01,W66,2,0,1,1,0,0.903,23367,0.898,6.07,1.98,7.53,0.421,4,0,24.99,32.9,57.2,0,0,Central
2024-04-01,W67,7,2,2,2,1,0.852,21860,0.738,8.47,3.83,8.13,0.239,6,0,12.43,37.3,70.1,0,0,Central
2024-04-01,W68,42,17,9,10,6,0.815,44352,0.634,6.57,4.17,7.11,0.332,4,0,24.77,32.6,48.9,0,0,Central
2024-04-01,W69,10,2,1,3,4,0.877,23411,0.689,5.56,2.54,7.18,0.385,7,0,15.2,36.5,64.2,0,0,Central
2024-04-01,W70,22,3,7,5,7,0.875,30024,0.648,9.11,2.48,7.19,0.418,6,0,9.41,36.1,68.4,0,0,Central
2024-04-01,W71,17,6,3,3,5,0.82,20801,0.664,6.35,3.69,8.17,0.45,4,0,16.93,36.8,50.7,0,0,West
2024-04-01,W72,14,4,2,6,2,0.813,23716,0.337,4.94,2.37,7.64,0.416,3,0,13.65,32.9,70.5,0,0,West
2024-04-01,W73,8,4,3,0,1,0.787,17368,0.332,6.26,3.25,7.33,0.381,6,0,19.27,36.0,45.9,0,0,West
2024-04-01,W74,18,7,5,4,2,0.813,28403,0.56,7.99,4.67,7.89,0.352,6,0,18.77,34.5,67.9,0,0,West
2024-04-01,W75,21,7,3,6,5,0.853,31958,0.742,9.93,3.86,7.19,0.396,6,0,17.24,35.1,53.7,0,0,West
2024-04-01,W76,16,5,3,6,2,0.838,24907,0.317,6.78,3.68,7.03,0.156,4,0,17.0,33.0,62.4,0,0,South
2024-04-01,W77,9,0,5,3,1,0.841,30328,0.673,7.12,2.74,7.33,0.403,6,0,14.66,33.0,63.6,0,0,South
2024-04-01,W78,15,6,4,4,1,0.874,15876,0.387,8.24,4.28,7.06,0.506,7,0,27.26,36.4,49.2,0,0,South
2024-04-01,W79,12,3,2,4,3,0.832,22079,0.627,9.74,5.6,7.34,0.394,6,1,30.5,37.1,71.9,0,0,South
2024-04-01,W80,20,3,6,7,4,0.834,43000,0.614,6.65,2.39,7.97,0.268,5,0,9.96,32.6,46.0,0,0,Central
2024-04-01,W81,9,0,3,3,3,0.805,26230,0.627,6.17,2.62,7.29,0.467,3,0,18.21,32.0,59.4,0,0,Central
2024-04-01,W82,14,1,2,5,6,0.967,44488,0.75,6.22,3.43,7.84,0.236,4,0,15.86,34.0,58.1,0,0,Central
2024-04-01,W83,15,6,3,5,1,0.809,41464,0.755,3.51,2.37,6.87,0.469,3,0,11.62,35.8,46.6,0,0,Central
2024-04-01,W84,10,1,4,2,3,0.96,36107,0.927,3.08,1.55,7.49,0.464,5,0,20.31,32.7,62.0,0,0,Central
2024-04-01,W85,23,7,6,5,5,0.862,24662,0.496,11.49,5.47,8.03,0.299,7,1,40.53,34.8,69.2,0,0,South
2024-04-01,W86,14,2,0,9,3,0.772,16679,0.371,6.58,3.62,7.77,0.279,7,0,11.69,34.3,55.2,0,0,South
2024-04-01,W87,19,4,6,6,3,0.776,24435,0.321,7.97,4.39,6.98,0.44,7,0,39.71,35.5,49.9,0,0,South
2024-04-01,W88,27,11,7,4,5,0.834,26151,0.344,9.42,4.64,8.0,0.379,5,0,26.9,36.8,74.7,0,0,South
2024-04-01,W89,14,2,6,3,3,0.865,19452,0.479,7.85,4.27,7.6,0.562,6,0,26.01,37.3,60.6,0,0,South
2024-04-01,W90,13,3,4,4,2,0.714,17849,0.417,6.54,3.95,7.29,0.441,6,0,22.61,37.8,63.1,0,0,South
2024-04-01,W91,7,1,3,3,0,0.907,24823,0.685,6.69,3.36,7.98,0.62,4,0,48.68,37.2,74.5,0,0,South
2024-04-01,W92,21,8,7,4,2,0.849,34223,0.725,9.96,4.13,7.92,0.362,6,0,23.5,37.0,64.4,0,0,South
2024-04-01,W93,4,2,0,0,2,0.79,15851,0.559,4.76,1.55,7.09,0.558,7,0,16.37,37.5,51.9,0,0,South
2024-04-01,W94,14,3,1,7,3,0.918,19000,0.665,7.22,3.79,7.75,0.28,5,0,31.85,36.5,58.1,0,0,South
2024-04-01,W95,11,2,3,4,2,0.835,20536,0.593,7.97,3.03,7.87,0.328,5,0,36.72,33.7,53.8,0,0,South
2024-04-01,W96,15,4,7,1,3,0.854,20726,0.47,3.29,2.36,7.8,0.417,5,0,13.03,35.0,65.4,0,0,South
2024-04-01,W97,15,5,4,5,1,0.849,31281,0.607,7.17,2.46,6.88,0.376,6,0,20.35,37.6,51.1,0,0,South
2024-04-01,W98,16,7,4,2,3,0.801,18267,0.612,6.02,2.62,8.14,0.407,6,0,16.7,36.1,50.6,0,0,South
2024-04-01,W99,10,4,2,2,2,0.879,22543,0.631,9.33,5.16,6.98,0.094,4,1,26.79,33.9,56.4,0,0,South
2024-04-01,W100,12,2,5,4,1,0.834,26657,0.491,8.47,4.89,8.07,0.402,5,0,30.87,35.0,70.3,0,0,South
2024-04-08,W01,14,5,3,2,4,0.841,40033,0.833,10.8,5.51,8.2,0.382,5,1,12.84,34.8,55.9,0,0,North
2024-04-08,W02,21,8,6,4,3,0.877,27644,0.555,7.69,3.7,7.11,0.296,4,0,33.64,35.9,47.1,0,0,North
2024-04-08,W03,11,2,2,6,1,0.79,34271,0.55,10.12,3.96,8.12,0.47,6,0,31.54,35.3,70.6,0,0,North
2024-04-08,W04,7,1,1,3,2,0.888,22662,0.564,11.77,3.78,8.04,0.465,6,0,30.29,34.6,56.8,0,0,North
2024-04-08,W05,14,5,2,4,3,0.771,21396,0.494,5.94,3.26,7.08,0.416,7,0,28.5,33.2,72.2,0,0,East
2024-04-08,W06,17,7,2,2,6,0.854,33431,0.431,7.62,3.35,7.13,0.276,3,0,28.58,34.5,52.1,0,0,East
2024-04-08,W07,22,6,5,8,3,0.964,34118,0.578,11.49,3.87,7.74,0.435,4,0,29.08,33.4,71.0,0,0,East
2024-04-08,W08,22,6,7,7,2,0.871,32912,0.321,13.81,6.7,7.3,0.454,5,1,13.02,32.7,64.4,0,0,East
2024-04-08,W09,33,7,13,4,9,0.715,29502,0.306,16.36,8.69,7.41,0.208,3,1,9.39,35.4,57.2,0,0,East
2024-04-08,W10,19,4,8,6,1,0.883,32802,0.607,8.23,3.3,7.28,0.286,7,0,23.42,34.5,53.7,0,0,North
2024-04-08,W11,22,4,8,6,4,0.897,40023,0.673,6.18,2.17,7.68,0.508,4,0,1.85,33.1,57.9,0,0,North
2024-04-08,W12,5,2,2,1,0,0.91,21560,0.732,4.54,2.49,8.01,0.5,7,0,23.11,35.6,68.3,0,0,North
2024-04-08,W13,16,4,4,3,5,0.797,36942,0.699,7.94,4.22,7.56,0.314,3,0,29.82,32.1,58.1,0,0,North
2024-04-08,W14,11,5,3,3,0,0.902,26877,0.829,14.14,4.88,7.41,0.296,4,0,15.93,34.5,67.4,0,0,North
2024-04-08,W15,15,4,4,1,6,0.801,34494,0.531,7.26,3.52,7.7,0.193,7,0,10.58,36.4,56.5,0,0,North
2024-04-08,W16,14,4,3,4,3,0.876,23529,0.543,6.09,3.08,7.85,0.464,4,0,43.15,35.4,69.8,0,0,West
2024-04-08,W17,5,2,2,1,0,0.882,21331,0.544,8.52,3.0,6.9,0.439,3,0,14.74,37.4,74.5,0,0,West
2024-04-08,W18,18,6,4,6,2,0.813,40882,0.505,8.76,5.39,8.01,0.462,3,1,27.3,34.4,54.7,0,0,North
2024-04-08,W19,19,2,4,6,7,0.771,23003,0.502,11.49,5.32,7.31,0.242,4,1,22.6,33.9,53.8,0,0,North
2024-04-08,W20,19,6,6,4,3,0.832,37681,0.777,10.45,4.81,8.17,0.405,5,0,26.08,36.8,65.1,0,0,North
2024-04-08,W21,11,3,1,5,2,0.955,27539,0.82,5.82,2.05,8.03,0.383,4,0,29.48,36.6,58.4,0,0,North
2024-04-08,W22,30,9,7,3,11,0.766,34488,0.329,7.65,4.58,7.57,0.323,5,0,27.42,32.6,58.1,0,0,East
2024-04-08,W23,27,12,6,3,6,0.845,34115,0.587,11.1,3.73,7.52,0.205,7,0,74.48,32.6,63.9,0,0,East
2024-04-08,W24,17,5,1,6,5,0.932,29948,0.737,7.82,3.1,7.77,0.442,3,0,4.72,36.4,54.7,0,0,East
2024-04-08,W25,6,2,2,1,1,0.762,20152,0.77,5.96,2.61,7.02,0.471,6,0,74.4,38.0,71.7,0,0,North
2024-04-08,W26,28,5,7,9,7,0.845,42728,0.571,9.08,4.63,6.81,0.398,5,0,6.92,35.9,51.3,0,0,North
2024-04-08,W27,17,4,9,0,4,0.878,35597,0.743,4.87,2.05,7.82,0.562,5,0,16.04,34.1,50.1,0,0,North
2024-04-08,W28,3,1,1,1,0,0.911,21681,0.764,8.32,3.2,7.33,0.403,3,0,17.14,36.7,69.8,0,0,North
2024-04-08,W29,10,2,4,2,2,0.839,32388,0.743,6.37,2.94,8.02,0.389,6,0,30.67,33.6,74.5,0,0,North
2024-04-08,W30,22,8,4,5,5,0.842,32225,0.722,10.92,4.98,6.97,0.389,7,0,35.26,32.2,65.6,0,0,North
2024-04-08,W31,16,6,4,3,3,0.958,24215,0.746,11.12,5.16,7.13,0.333,3,1,21.11,33.6,45.6,0,0,Central
2024-04-08,W32,6,0,3,1,2,0.961,32799,0.914,9.01,3.28,7.17,0.344,3,0,10.1,34.1,57.3,0,0,Central
2024-04-08,W33,11,5,1,2,3,0.832,16306,0.492,11.8,5.92,8.02,0.338,6,1,12.69,36.5,58.4,0,0,West
2024-04-08,W34,24,5,3,7,9,0.792,22526,0.374,9.17,5.49,8.08,0.197,6,1,22.31,33.9,70.2,0,0,West
2024-04-08,W35,30,6,7,10,7,0.816,28545,0.452,14.03,7.56,7.24,0.446,7,1,18.01,37.5,63.3,0,0,West
2024-04-08,W36,27,6,10,6,5,0.889,32879,0.616,9.17,3.95,7.27,0.226,4,0,17.19,35.8,52.8,0,0,West
2024-04-08,W37,23,8,6,4,5,0.826,32675,0.413,8.84,5.8,7.88,0.298,6,1,11.37,34.1,74.7,0,0,West
2024-04-08,W38,12,5,3,0,4,0.805,32082,0.574,9.75,3.91,7.22,0.269,6,0,17.41,32.4,69.6,0,0,West
2024-04-08,W39,7,0,1,2,4,0.914,20855,0.709,4.87,2.8,8.15,0.31,3,0,12.65,37.1,57.0,0,0,West
2024-04-08,W40,24,6,7,3,8,0.891,33091,0.502,9.15,4.23,7.88,0.476,4,0,18.38,33.8,69.1,0,0,West
2024-04-08,W41,13,3,3,4,3,0.909,34894,0.643,8.71,4.7,7.26,0.394,4,0,12.14,34.0,62.7,0,0,West
2024-04-08,W42,22,4,5,6,7,0.847,17327,0.512,14.53,6.93,7.98,0.396,4,1,15.21,33.3,45.3,0,0,West
2024-04-08,W43,34,9,6,12,7,0.77,26774,0.341,14.86,7.44,8.09,0.079,4,1,26.29,34.3,68.8,0,0,West
2024-04-08,W44,15,3,4,5,3,0.823,26589,0.613,9.13,4.48,7.81,0.457,7,0,24.48,36.7,53.1,0,0,West
2024-04-08,W45,24,9,7,6,2,0.831,29243,0.307,12.01,5.86,8.16,0.472,6,1,25.92,37.7,71.6,0,0,West
2024-04-08,W46,14,3,3,5,3,0.764,23284,0.634,10.44,5.97,6.96,0.381,7,1,8.79,36.8,53.1,0,0,Central
2024-04-08,W47,6,0,1,4,1,0.909,22600,0.893,10.72,3.8,7.0,0.291,7,0,14.56,36.2,72.3,0,0,Central
2024-04-08,W48,10,5,2,1,2,0.98,38034,0.924,10.66,3.51,7.61,0.414,6,0,22.28,34.2,50.5,0,0,Central
2024-04-08,W49,27,6,7,6,8,0.883,37797,0.661,16.85,6.24,7.67,0.131,5,1,12.9,37.6,49.6,0,0,Central
2024-04-08,W50,29,8,7,7,7,0.731,28168,0.409,10.63,5.57,7.79,0.263,5,1,3.78,36.9,51.3,0,0,East
2024-04-08,W51,15,1,2,10,2,0.859,34492,0.697,5.32,1.82,7.67,0.464,7,0,13.09,34.0,53.5,0,0,East
2024-04-08,W52,19,4,5,4,6,0.744,24874,0.627,13.38,5.77,7.0,0.37,3,1,21.97,35.2,72.9,0,0,East
2024-04-08,W53,11,3,2,0,6,0.914,27183,0.683,14.57,6.21,7.22,0.292,6,1,32.67,37.4,58.4,0,0,East
2024-04-08,W54,53,14,13,14,12,0.812,30586,0.468,16.18,7.62,7.55,0.382,5,1,24.84,37.1,51.9,0,0,East
2024-04-08,W55,16,6,6,3,1,0.754,17961,0.372,21.36,9.31,7.79,0.15,5,1,16.49,32.8,54.6,0,0,East
2024-04-08,W56,25,9,6,5,5,0.731,32340,0.401,13.75,6.57,7.38,0.235,5,1,20.76,36.5,48.4,0,0,East
2024-04-08,W57,16,4,5,5,2,0.787,18987,0.465,13.51,5.82,7.38,0.31,6,1,11.99,37.7,72.3,0,0,East
2024-04-08,W58,17,3,5,5,4,0.884,19735,0.556,8.36,4.24,7.01,0.409,7,0,36.09,33.2,63.8,0,0,East
2024-04-08,W59,27,8,5,11,3,0.799,34830,0.413,10.34,5.22,8.17,0.26,7,1,13.36,36.4,54.4,0,0,East
2024-04-08,W60,14,4,4,3,3,0.924,23754,0.701,9.6,3.73,7.27,0.375,7,0,25.48,36.8,74.7,0,0,East
2024-04-08,W61,23,11,2,3,7,0.741,22022,0.522,21.47,8.06,6.55,0.378,6,1,23.39,32.6,52.9,0,0,East
2024-04-08,W62,13,3,2,4,4,0.923,36329,0.8,9.46,4.13,6.92,0.255,3,0,70.64,35.4,61.8,0,0,Central
2024-04-08,W63,10,4,1,1,4,0.867,43665,0.934,15.11,5.67,7.17,0.355,5,1,17.49,35.7,65.7,0,0,Central
2024-04-08,W64,7,2,2,0,3,0.931,20878,0.925,7.98,2.25,8.18,0.423,7,0,14.19,34.5,57.1,0,0,Central
2024-04-08,W65,7,0,1,2,4,0.938,44920,0.943,9.51,3.94,6.96,0.382,3,0,7.54,33.8,68.4,0,0,Central
2024-04-08,W66,9,0,1,4,4,0.907,23367,0.898,5.89,1.75,7.33,0.4,6,0,19.04,36.0,50.9,0,0,Central
2024-04-08,W67,11,2,4,3,2,0.84,21860,0.738,7.35,3.38,7.26,0.294,6,0,27.89,37.2,48.8,0,0,Central
2024-04-08,W68,24,6,5,8,5,0.871,44352,0.634,10.58,4.55,7.83,0.457,5,0,32.96,34.9,59.7,0,0,Central
2024-04-08,W69,10,3,1,3,3,0.862,23411,0.689,4.24,1.8,8.0,0.356,7,0,23.83,37.9,63.6,0,0,Central
2024-04-08,W70,15,5,1,4,5,0.804,30024,0.648,8.03,3.77,7.35,0.4,3,0,23.5,33.4,64.8,0,0,Central
2024-04-08,W71,11,2,1,3,5,0.888,20801,0.664,10.77,4.23,6.84,0.405,7,0,26.43,32.3,71.0,0,0,West
2024-04-08,W72,7,2,1,0,4,0.769,23716,0.337,7.25,3.18,7.35,0.319,7,0,30.21,34.0,74.7,0,0,West
2024-04-08,W73,13,6,1,4,2,0.785,17368,0.332,8.03,4.66,7.14,0.282,3,0,14.28,32.1,49.1,0,0,West
2024-04-08,W74,11,2,1,2,6,0.688,28403,0.56,9.36,4.21,6.88,0.284,3,0,17.87,33.4,55.5,0,0,West
2024-04-08,W75,22,7,5,5,5,0.897,31958,0.742,10.49,4.03,7.48,0.287,4,0,28.35,36.1,45.1,0,0,West
2024-04-08,W76,15,3,2,3,7,0.796,24907,0.317,7.69,4.39,6.85,0.456,7,0,41.17,34.4,68.1,0,0,South
2024-04-08,W77,14,4,3,5,2,0.947,30328,0.673,6.33,3.0,8.02,0.381,7,0,26.07,36.9,74.4,0,0,South
2024-04-08,W78,19,6,3,6,4,0.817,15876,0.387,12.37,5.6,7.33,0.416,7,1,31.6,36.4,56.0,0,0,South
2024-04-08,W79,15,4,3,2,6,0.819,22079,0.627,16.5,7.48,7.51,0.153,3,1,10.7,34.1,50.0,0,0,South
2024-04-08,W80,20,8,5,5,2,0.845,43000,0.614,4.18,2.95,7.16,0.483,3,0,18.28,36.6,57.7,0,0,Central
2024-04-08,W81,15,3,2,6,4,0.782,26230,0.627,7.33,2.96,7.96,0.493,6,0,0.04,32.7,58.3,0,0,Central
2024-04-08,W82,20,3,10,3,4,0.88,44488,0.75,7.68,3.57,7.83,0.545,5,0,16.6,32.6,46.5,0,0,Central
2024-04-08,W83,15,2,2,8,3,0.835,41464,0.755,5.48,2.0,7.58,0.416,6,0,16.34,34.7,65.5,0,0,Central
2024-04-08,W84,8,1,2,5,0,0.979,36107,0.927,5.27,3.64,7.85,0.572,3,0,21.54,32.2,56.7,0,0,Central
