week_start_date,ward_id,current_cases,outbreak_next_week
2024-03-04,W97,13,0
2024-03-04,W98,12,0
2024-03-04,W99,12,0
2024-03-04,W100,32,0
2024-03-11,W01,13,0
2024-03-11,W02,14,0
2024-03-11,W03,18,0
2024-03-11,W04,11,0
2024-03-11,W05,13,0
2024-03-11,W06,34,0
2024-03-11,W07,20,0
2024-03-11,W08,17,0
2024-03-11,W09,39,0
2024-03-11,W10,18,0
2024-03-11,W11,14,0
2024-03-11,W12,11,0
2024-03-11,W13,14,0
2024-03-11,W14,3,0
2024-03-11,W15,15,0
2024-03-11,W16,19,0
2024-03-11,W17,8,0
2024-03-11,W18,31,0
2024-03-11,W19,27,0
2024-03-11,W20,15,0
2024-03-11,W21,14,0
2024-03-11,W22,36,0
2024-03-11,W23,14,0
2024-03-11,W24,18,0
2024-03-11,W25,7,0
2024-03-11,W26,37,0
2024-03-11,W27,14,0
2024-03-11,W28,5,0
2024-03-11,W29,13,0
2024-03-11,W30,29,0
2024-03-11,W31,12,0
2024-03-11,W32,9,0
2024-03-11,W33,14,0
2024-03-11,W34,22,0
2024-03-11,W35,26,0
2024-03-11,W36,17,0
2024-03-11,W37,21,0
2024-03-11,W38,19,0
2024-03-11,W39,14,0
2024-03-11,W40,31,0
2024-03-11,W41,20,0
2024-03-11,W42,14,0
2024-03-11,W43,30,0
2024-03-11,W44,8,0
2024-03-11,W45,18,0
2024-03-11,W46,18,0
2024-03-11,W47,4,0
2024-03-11,W48,3,0
2024-03-11,W49,26,0
2024-03-11,W50,18,0
2024-03-11,W51,8,0
2024-03-11,W52,14,0
2024-03-11,W53,18,0
2024-03-11,W54,25,0
2024-03-11,W55,29,0
2024-03-11,W56,21,0
2024-03-11,W57,18,0
2024-03-11,W58,7,0
2024-03-11,W59,36,0
2024-03-11,W60,12,0
2024-03-11,W61,15,0
2024-03-11,W62,9,0
2024-03-11,W63,20,0
2024-03-11,W64,6,0
2024-03-11,W65,6,0
2024-03-11,W66,4,0
2024-03-11,W67,14,0
2024-03-11,W68,24,0
2024-03-11,W69,9,0
2024-03-11,W70,18,0
2024-03-11,W71,11,0
2024-03-11,W72,7,0
2024-03-11,W73,11,0
2024-03-11,W74,16,0
2024-03-11,W75,20,0
2024-03-11,W76,17,0
2024-03-11,W77,8,0
2024-03-11,W78,13,0
2024-03-11,W79,27,0
2024-03-11,W80,29,0
2024-03-11,W81,19,0
2024-03-11,W82,14,0
2024-03-11,W83,10,0
2024-03-11,W84,6,0
2024-03-11,W85,24,0
2024-03-11,W86,11,0
2024-03-11,W87,12,0
2024-03-11,W88,18,0
2024-03-11,W89,9,0
2024-03-11,W90,8,0
2024-03-11,W91,13,0
2024-03-11,W92,24,0
2024-03-11,W93,8,0
2024-03-11,W94,9,0
2024-03-11,W95,10,0
2024-03-11,W96,17,0
2024-03-11,W97,15,0
2024-03-11,W98,8,0
2024-03-11,W99,16,0
2024-03-11,W100,26,0
2024-03-18,W01,19,0
2024-03-18,W02,14,0
2024-03-18,W03,20,0
2024-03-18,W04,11,0
2024-03-18,W05,12,0
2024-03-18,W06,15,0
2024-03-18,W07,14,0
2024-03-18,W08,31,0
2024-03-18,W09,30,0
2024-03-18,W10,11,0
2024-03-18,W11,14,0
2024-03-18,W12,6,0
2024-03-18,W13,23,0
2024-03-18,W14,10,0
2024-03-18,W15,20,0
2024-03-18,W16,14,0
2024-03-18,W17,18,0
2024-03-18,W18,23,0
2024-03-18,W19,20,0
2024-03-18,W20,18,0
2024-03-18,W21,15,0
2024-03-18,W22,20,0
2024-03-18,W23,17,0
2024-03-18,W24,15,0
2024-03-18,W25,5,0
2024-03-18,W26,27,0
2024-03-18,W27,7,0
2024-03-18,W28,9,0
2024-03-18,W29,11,0
2024-03-18,W30,14,0
2024-03-18,W31,8,0
2024-03-18,W32,10,0
2024-03-18,W33,20,0
2024-03-18,W34,27,0
2024-03-18,W35,38,0
2024-03-18,W36,19,0
2024-03-18,W37,21,0
2024-03-18,W38,16,0
2024-03-18,W39,8,0
2024-03-18,W40,20,0
2024-03-18,W41,14,0
2024-03-18,W42,12,0
2024-03-18,W43,22,0
2024-03-18,W44,9,0
2024-03-18,W45,20,0
2024-03-18,W46,21,0
2024-03-18,W47,10,0
2024-03-18,W48,11,0
2024-03-18,W49,23,0
2024-03-18,W50,14,0
2024-03-18,W51,21,0
2024-03-18,W52,16,0
2024-03-18,W53,19,0
2024-03-18,W54,32,0
2024-03-18,W55,8,0
2024-03-18,W56,34,0
2024-03-18,W57,15,0
2024-03-18,W58,14,0
2024-03-18,W59,19,0
2024-03-18,W60,13,0
2024-03-18,W61,15,0
2024-03-18,W62,9,0
2024-03-18,W63,8,0
2024-03-18,W64,8,0
2024-03-18,W65,7,0
2024-03-18,W66,6,0
2024-03-18,W67,10,0
2024-03-18,W68,30,0
2024-03-18,W69,12,0
2024-03-18,W70,22,0
2024-03-18,W71,7,0
2024-03-18,W72,24,0
2024-03-18,W73,8,0
2024-03-18,W74,14,0
2024-03-18,W75,17,0
2024-03-18,W76,22,0
2024-03-18,W77,9,0
2024-03-18,W78,18,0
2024-03-18,W79,14,0
2024-03-18,W80,23,0
2024-03-18,W81,19,0
2024-03-18,W82,15,0
2024-03-18,W83,10,0
2024-03-18,W84,15,0
2024-03-18,W85,17,0
2024-03-18,W86,9,0
2024-03-18,W87,21,0
2024-03-18,W88,27,0
2024-03-18,W89,12,0
2024-03-18,W90,17,0
2024-03-18,W91,9,0
2024-03-18,W92,17,0
2024-03-18,W93,11,0
2024-03-18,W94,19,0
2024-03-18,W95,8,0
2024-03-18,W96,11,0
2024-03-18,W97,13,0
2024-03-18,W98,10,0
2024-03-18,W99,10,0
2024-03-18,W100,24,0
2024-03-25,W01,15,0
2024-03-25,W02,17,0
2024-03-25,W03,15,0
2024-03-25,W04,8,0
2024-03-25,W05,10,0
2024-03-25,W06,18,0
2024-03-25,W07,12,0
2024-03-25,W08,23,0
2024-03-25,W09,31,0
2024-03-25,W10,11,0
2024-03-25,W11,19,0
2024-03-25,W12,7,0
2024-03-25,W13,14,0
2024-03-25,W14,11,0
2024-03-25,W15,17,0
2024-03-25,W16,22,0
2024-03-25,W17,9,0
2024-03-25,W18,18,0
2024-03-25,W19,11,0
2024-03-25,W20,17,0
2024-03-25,W21,10,0
2024-03-25,W22,26,0
2024-03-25,W23,27,0
2024-03-25,W24,19,0
2024-03-25,W25,2,0
2024-03-25,W26,24,0
2024-03-25,W27,14,0
2024-03-25,W28,3,0
2024-03-25,W29,20,0
2024-03-25,W30,6,0
2024-03-25,W31,9,0
2024-03-25,W32,8,0
2024-03-25,W33,15,0
2024-03-25,W34,21,0
2024-03-25,W35,37,0
2024-03-25,W36,22,0
2024-03-25,W37,32,0
2024-03-25,W38,11,0
2024-03-25,W39,6,0
2024-03-25,W40,20,0
2024-03-25,W41,16,0
2024-03-25,W42,13,0
2024-03-25,W43,30,0
2024-03-25,W44,21,0
2024-03-25,W45,24,0
2024-03-25,W46,15,0
2024-03-25,W47,3,0
2024-03-25,W48,11,0
2024-03-25,W49,17,0
2024-03-25,W50,30,0
2024-03-25,W51,9,0
2024-03-25,W52,15,0
2024-03-25,W53,21,0
2024-03-25,W54,29,0
2024-03-25,W55,13,0
2024-03-25,W56,28,0
2024-03-25,W57,12,0
2024-03-25,W58,16,0
2024-03-25,W59,22,0
2024-03-25,W60,11,0
2024-03-25,W61,16,0
2024-03-25,W62,18,0
2024-03-25,W63,10,0
2024-03-25,W64,5,0
2024-03-25,W65,11,0
2024-03-25,W66,2,0
2024-03-25,W67,12,0
2024-03-25,W68,35,0
2024-03-25,W69,13,0
2024-03-25,W70,22,0
2024-03-25,W71,12,0
2024-03-25,W72,24,0
2024-03-25,W73,12,0
2024-03-25,W74,13,0
2024-03-25,W75,12,0
2024-03-25,W76,20,0
2024-03-25,W77,10,0
2024-03-25,W78,7,0
2024-03-25,W79,13,0
2024-03-25,W80,18,0
2024-03-25,W81,10,0
2024-03-25,W82,22,0
2024-03-25,W83,7,0
2024-03-25,W84,11,0
2024-03-25,W85,11,0
2024-03-25,W86,16,0
2024-03-25,W87,21,0
2024-03-25,W88,28,0
2024-03-25,W89,18,0
2024-03-25,W90,9,0
2024-03-25,W91,13,0
2024-03-25,W92,13,0
2024-03-25,W93,0,0
2024-03-25,W94,8,0
2024-03-25,W95,10,0
2024-03-25,W96,17,0
2024-03-25,W97,19,0
2024-03-25,W98,3,0
2024-03-25,W99,18,0
2024-03-25,W100,8,0
2024-04-01,W01,12,0
2024-04-01,W02,19,0
2024-04-01,W03,12,0
2024-04-01,W04,11,0
2024-04-01,W05,13,0
2024-04-01,W06,26,0
2024-04-01,W07,12,0
2024-04-01,W08,28,0
2024-04-01,W09,52,0
2024-04-01,W10,21,0
2024-04-01,W11,16,0
2024-04-01,W12,7,0
2024-04-01,W13,15,0
2024-04-01,W14,4,0
2024-04-01,W15,11,0
2024-04-01,W16,19,0
2024-04-01,W17,15,0
2024-04-01,W18,31,0
2024-04-01,W19,19,0
2024-04-01,W20,17,0
2024-04-01,W21,8,0
2024-04-01,W22,32,0
2024-04-01,W23,22,0
2024-04-01,W24,21,0
2024-04-01,W25,5,0
2024-04-01,W26,20,0
2024-04-01,W27,15,0
2024-04-01,W28,7,0
2024-04-01,W29,9,0
2024-04-01,W30,19,0
2024-04-01,W31,13,0
2024-04-01,W32,6,0
2024-04-01,W33,9,0
2024-04-01,W34,15,0
2024-04-01,W35,24,0
2024-04-01,W36,15,0
2024-04-01,W37,17,0
2024-04-01,W38,17,0
2024-04-01,W39,4,0
2024-04-01,W40,21,0
2024-04-01,W41,22,0
2024-04-01,W42,18,0
2024-04-01,W43,12,0
2024-04-01,W44,11,0
2024-04-01,W45,30,0
2024-04-01,W46,15,0
2024-04-01,W47,9,0
2024-04-01,W48,10,0
2024-04-01,W49,20,0
2024-04-01,W50,26,0
2024-04-01,W51,13,0
2024-04-01,W52,9,0
2024-04-01,W53,21,0
2024-04-01,W54,36,0
2024-04-01,W55,18,0
2024-04-01,W56,24,0
2024-04-01,W57,10,0
2024-04-01,W58,17,0
2024-04-01,W59,27,0
2024-04-01,W60,14,0
2024-04-01,W61,10,0
2024-04-01,W62,11,0
2024-04-01,W63,8,0
2024-04-01,W64,4,0
2024-04-01,W65,11,0
2024-04-01,W66,2,0
2024-04-01,W67,7,0
2024-04-01,W68,42,0
2024-04-01,W69,10,0
2024-04-01,W70,22,0
2024-04-01,W71,17,0
2024-04-01,W72,14,0
2024-04-01,W73,8,0
2024-04-01,W74,18,0
2024-04-01,W75,21,0
2024-04-01,W76,16,0
2024-04-01,W77,9,0
2024-04-01,W78,15,0
2024-04-01,W79,12,0
2024-04-01,W80,20,0
2024-04-01,W81,9,0
2024-04-01,W82,14,0
2024-04-01,W83,15,0
2024-04-01,W84,10,0
2024-04-01,W85,23,0
2024-04-01,W86,14,0
2024-04-01,W87,19,0
2024-04-01,W88,27,0
2024-04-01,W89,14,0
2024-04-01,W90,13,0
2024-04-01,W91,7,0
2024-04-01,W92,21,0
2024-04-01,W93,4,0
2024-04-01,W94,14,0
2024-04-01,W95,11,0
2024-04-01,W96,15,0
2024-04-01,W97,15,0
2024-04-01,W98,16,0
2024-04-01,W99,10,0
2024-04-01,W100,12,0
2024-04-08,W01,14,0
2024-04-08,W02,21,0
2024-04-08,W03,11,0
2024-04-08,W04,7,0
2024-04-08,W05,14,0
2024-04-08,W06,17,0
2024-04-08,W07,22,0
2024-04-08,W08,22,0
2024-04-08,W09,33,0
2024-04-08,W10,19,0
2024-04-08,W11,22,0
2024-04-08,W12,5,0
2024-04-08,W13,16,0
2024-04-08,W14,11,0
2024-04-08,W15,15,0
2024-04-08,W16,14,0
2024-04-08,W17,5,0
2024-04-08,W18,18,0
2024-04-08,W19,19,0
2024-04-08,W20,19,0
2024-04-08,W21,11,0
2024-04-08,W22,30,0
2024-04-08,W23,27,0
2024-04-08,W24,17,0
2024-04-08,W25,6,0
2024-04-08,W26,28,0
2024-04-08,W27,17,0
2024-04-08,W28,3,0
2024-04-08,W29,10,0
2024-04-08,W30,22,0
2024-04-08,W31,16,0
2024-04-08,W32,6,0
2024-04-08,W33,11,0
2024-04-08,W34,24,0
2024-04-08,W35,30,0
2024-04-08,W36,27,0
2024-04-08,W37,23,0
2024-04-08,W38,12,0
2024-04-08,W39,7,0
2024-04-08,W40,24,0
2024-04-08,W41,13,1
2024-04-08,W42,22,0
2024-04-08,W43,34,0
2024-04-08,W44,15,0
2024-04-08,W45,24,0
2024-04-08,W46,14,0
2024-04-08,W47,6,1
2024-04-08,W48,10,0
2024-04-08,W49,27,0
2024-04-08,W50,29,0
2024-04-08,W51,15,0
2024-04-08,W52,19,0
2024-04-08,W53,11,0
2024-04-08,W54,53,0
2024-04-08,W55,16,0
2024-04-08,W56,25,0
2024-04-08,W57,16,0
2024-04-08,W58,17,1
2024-04-08,W59,27,0
2024-04-08,W60,14,0
2024-04-08,W61,23,0
2024-04-08,W62,13,0
2024-04-08,W63,10,0
2024-04-08,W64,7,0
2024-04-08,W65,7,0
2024-04-08,W66,9,0
2024-04-08,W67,11,0
2024-04-08,W68,24,0
2024-04-08,W69,10,0
2024-04-08,W70,15,0
2024-04-08,W71,11,0
2024-04-08,W72,7,0
2024-04-08,W73,13,0
2024-04-08,W74,11,0
2024-04-08,W75,22,0
2024-04-08,W76,15,0
2024-04-08,W77,14,0
2024-04-08,W78,19,0
2024-04-08,W79,15,0
2024-04-08,W80,20,0
2024-04-08,W81,15,0
2024-04-08,W82,20,0
2024-04-08,W83,15,0
2024-04-08,W84,8,0
2024-04-08,W85,17,0
2024-04-08,W86,7,0
2024-04-08,W87,26,0
2024-04-08,W88,19,0
2024-04-08,W89,15,0
2024-04-08,W90,16,0
2024-04-08,W91,8,0
2024-04-08,W92,17,0
2024-04-08,W93,8,0
2024-04-08,W94,13,0
2024-04-08,W95,9,0
2024-04-08,W96,8,0
2024-04-08,W97,11,0
2024-04-08,W98,9,0
2024-04-08,W99,14,0
2024-04-08,W100,22,0
2024-04-15,W01,16,0
2024-04-15,W02,19,0
2024-04-15,W03,16,0
2024-04-15,W04,14,0
2024-04-15,W05,14,0
2024-04-15,W06,20,0
2024-04-15,W07,20,0
2024-04-15,W08,37,0
2024-04-15,W09,27,0
2024-04-15,W10,12,0
2024-04-15,W11,19,0
2024-04-15,W12,14,0
2024-04-15,W13,20,0
2024-04-15,W14,14,0
2024-04-15,W15,18,0
2024-04-15,W16,26,0
2024-04-15,W17,12,0
2024-04-15,W18,39,0
2024-04-15,W19,12,0
2024-04-15,W20,24,0
2024-04-15,W21,8,0
2024-04-15,W22,27,0
2024-04-15,W23,19,1
2024-04-15,W24,15,0
2024-04-15,W25,4,0
2024-04-15,W26,33,0
2024-04-15,W27,13,0
2024-04-15,W28,9,0
2024-04-15,W29,20,0
2024-04-15,W30,21,0
2024-04-15,W31,14,0
2024-04-15,W32,9,0
2024-04-15,W33,13,0
2024-04-15,W34,19,0
2024-04-15,W35,38,0
2024-04-15,W36,28,0
2024-04-15,W37,29,0
2024-04-15,W38,11,0
2024-04-15,W39,11,0
2024-04-15,W40,16,0
2024-04-15,W41,41,0
2024-04-15,W42,13,0
2024-04-15,W43,27,0
2024-04-15,W44,16,0
2024-04-15,W45,31,0
2024-04-15,W46,8,0
2024-04-15,W47,18,0
2024-04-15,W48,10,0
2024-04-15,W49,38,0
2024-04-15,W50,26,0
2024-04-15,W51,8,0
2024-04-15,W52,17,0
2024-04-15,W53,23,0
2024-04-15,W54,38,0
2024-04-15,W55,26,0
2024-04-15,W56,32,0
2024-04-15,W57,13,0
2024-04-15,W58,22,0
2024-04-15,W59,30,0
2024-04-15,W60,10,0
2024-04-15,W61,27,0
2024-04-15,W62,15,0
2024-04-15,W63,24,0
2024-04-15,W64,7,0
2024-04-15,W65,18,0
2024-04-15,W66,7,0
2024-04-15,W67,15,0
2024-04-15,W68,42,0
2024-04-15,W69,11,0
2024-04-15,W70,12,0
2024-04-15,W71,11,0
2024-04-15,W72,18,0
2024-04-15,W73,13,0
2024-04-15,W74,23,0
2024-04-15,W75,15,0
2024-04-15,W76,19,0
2024-04-15,W77,14,0
2024-04-15,W78,13,0
2024-04-15,W79,23,0
2024-04-15,W80,24,0
2024-04-15,W81,14,0
2024-04-15,W82,18,0
2024-04-15,W83,13,0
2024-04-15,W84,15,0
2024-04-15,W85,21,0
2024-04-15,W86,10,0
2024-04-15,W87,28,0
2024-04-15,W88,28,0
2024-04-15,W89,19,0
2024-04-15,W90,20,0
2024-04-15,W91,11,0
2024-04-15,W92,34,0
2024-04-15,W93,9,0
2024-04-15,W94,9,0
2024-04-15,W95,17,0
2024-04-15,W96,13,0
2024-04-15,W97,15,0
2024-04-15,W98,10,0
2024-04-15,W99,17,0
2024-04-15,W100,30,0
2024-04-22,W01,16,0
2024-04-22,W02,27,0
2024-04-22,W03,20,0
2024-04-22,W04,13,0
2024-04-22,W05,21,0
2024-04-22,W06,22,0
2024-04-22,W07,34,0
2024-04-22,W08,31,0
2024-04-22,W09,24,0
2024-04-22,W10,17,0
2024-04-22,W11,14,0
2024-04-22,W12,10,0
2024-04-22,W13,23,0
2024-04-22,W14,14,0
2024-04-22,W15,11,0
2024-04-22,W16,26,0
2024-04-22,W17,14,0
2024-04-22,W18,36,0
2024-04-22,W19,23,0
2024-04-22,W20,25,0
2024-04-22,W21,13,0
2024-04-22,W22,41,0
2024-04-22,W23,57,0
2024-04-22,W24,22,0
2024-04-22,W25,16,0
2024-04-22,W26,35,0
2024-04-22,W27,9,0
2024-04-22,W28,8,0
2024-04-22,W29,13,0
2024-04-22,W30,23,0
2024-04-22,W31,15,0
2024-04-22,W32,12,0
2024-04-22,W33,14,0
2024-04-22,W34,19,0
2024-04-22,W35,29,0
2024-04-22,W36,24,0
2024-04-22,W37,32,0
2024-04-22,W38,22,0
2024-04-22,W39,5,0
2024-04-22,W40,27,0
2024-04-22,W41,18,0
2024-04-22,W42,23,0
2024-04-22,W43,29,0
2024-04-22,W44,15,0
2024-04-22,W45,31,0
2024-04-22,W46,14,0
2024-04-22,W47,12,0
2024-04-22,W48,20,0
2024-04-22,W49,23,0
2024-04-22,W50,12,0
2024-04-22,W51,6,0
2024-04-22,W52,22,0
2024-04-22,W53,33,0
2024-04-22,W54,43,0
2024-04-22,W55,9,0
2024-04-22,W56,41,0
2024-04-22,W57,21,0
2024-04-22,W58,13,0
2024-04-22,W59,24,0
2024-04-22,W60,18,0
2024-04-22,W61,23,0
2024-04-22,W62,31,0
2024-04-22,W63,14,0
2024-04-22,W64,16,0
2024-04-22,W65,8,0
2024-04-22,W66,3,0
2024-04-22,W67,16,0
2024-04-22,W68,34,0
2024-04-22,W69,9,0
2024-04-22,W70,22,0
2024-04-22,W71,23,0
2024-04-22,W72,21,0
2024-04-22,W73,15,0
2024-04-22,W74,29,0
2024-04-22,W75,14,0
2024-04-22,W76,25,0
2024-04-22,W77,26,0
2024-04-22,W78,18,0
2024-04-22,W79,18,0
2024-04-22,W80,27,0
2024-04-22,W81,9,0
2024-04-22,W82,14,0
2024-04-22,W83,12,0
2024-04-22,W84,13,0
2024-04-22,W85,18,0
2024-04-22,W86,24,0
2024-04-22,W87,29,1
2024-04-22,W88,24,0
2024-04-22,W89,13,0
2024-04-22,W90,14,0
2024-04-22,W91,15,0
2024-04-22,W92,30,0
2024-04-22,W93,8,0
2024-04-22,W94,17,0
2024-04-22,W95,12,0
2024-04-22,W96,15,0
2024-04-22,W97,23,0
2024-04-22,W98,9,0
2024-04-22,W99,17,0
2024-04-22,W100,15,0
2024-04-29,W01,13,0
2024-04-29,W02,12,0
2024-04-29,W03,16,0
2024-04-29,W04,21,0
2024-04-29,W05,6,0
2024-04-29,W06,25,0
2024-04-29,W07,21,0
2024-04-29,W08,29,0
2024-04-29,W09,47,0
2024-04-29,W10,15,0
2024-04-29,W11,25,0
2024-04-29,W12,10,0
2024-04-29,W13,16,0
2024-04-29,W14,18,0
2024-04-29,W15,19,0
2024-04-29,W16,25,0
2024-04-29,W17,8,0
2024-04-29,W18,23,0
2024-04-29,W19,13,0
2024-04-29,W20,11,0
2024-04-29,W21,13,0
2024-04-29,W22,26,0
2024-04-29,W23,22,0
2024-04-29,W24,20,0
2024-04-29,W25,6,0
2024-04-29,W26,30,0
2024-04-29,W27,17,0
2024-04-29,W28,7,0
2024-04-29,W29,12,0
2024-04-29,W30,19,0
2024-04-29,W31,7,0
2024-04-29,W32,5,0
2024-04-29,W33,13,0
2024-04-29,W34,8,0
2024-04-29,W35,41,0
2024-04-29,W36,19,0
2024-04-29,W37,18,0
2024-04-29,W38,20,0
2024-04-29,W39,8,0
2024-04-29,W40,25,0
2024-04-29,W41,15,0
2024-04-29,W42,16,0
2024-04-29,W43,32,0
2024-04-29,W44,19,0
2024-04-29,W45,23,0
2024-04-29,W46,20,0
2024-04-29,W47,5,0
2024-04-29,W48,7,0
2024-04-29,W49,48,0
2024-04-29,W50,21,0
2024-04-29,W51,11,0
2024-04-29,W52,14,0
2024-04-29,W53,17,0
2024-04-29,W54,40,0
2024-04-29,W55,17,0
2024-04-29,W56,29,0
2024-04-29,W57,19,0
2024-04-29,W58,10,0
2024-04-29,W59,36,0
2024-04-29,W60,18,0
2024-04-29,W61,26,0
2024-04-29,W62,36,0
2024-04-29,W63,9,0
2024-04-29,W64,8,0
2024-04-29,W65,10,0
2024-04-29,W66,7,0
2024-04-29,W67,8,0
2024-04-29,W68,46,0
2024-04-29,W69,5,0
2024-04-29,W70,22,0
2024-04-29,W71,16,0
2024-04-29,W72,17,0
2024-04-29,W73,15,0
2024-04-29,W74,20,0
2024-04-29,W75,24,0
2024-04-29,W76,21,0
2024-04-29,W77,16,0
2024-04-29,W78,11,0
2024-04-29,W79,21,0
2024-04-29,W80,33,0
2024-04-29,W81,22,0
2024-04-29,W82,22,0
2024-04-29,W83,13,0
2024-04-29,W84,15,0
2024-04-29,W85,13,0
2024-04-29,W86,22,0
2024-04-29,W87,44,0
2024-04-29,W88,19,0
2024-04-29,W89,13,0
2024-04-29,W90,19,0
2024-04-29,W91,9,0
2024-04-29,W92,24,0
2024-04-29,W93,12,0
2024-04-29,W94,7,0
2024-04-29,W95,16,0
2024-04-29,W96,14,0
2024-04-29,W97,17,0
2024-04-29,W98,10,0
2024-04-29,W99,15,0
2024-04-29,W100,19,0
2024-05-06,W01,26,0
2024-05-06,W02,20,0
2024-05-06,W03,14,0
2024-05-06,W04,7,0
2024-05-06,W05,13,0
2024-05-06,W06,23,0
2024-05-06,W07,25,0
2024-05-06,W08,30,0
2024-05-06,W09,34,0
2024-05-06,W10,35,0
2024-05-06,W11,24,0
2024-05-06,W12,10,0
2024-05-06,W13,5,0
2024-05-06,W14,16,0
2024-05-06,W15,23,0
2024-05-06,W16,12,0
2024-05-06,W17,19,0
2024-05-06,W18,32,0
2024-05-06,W19,32,0
2024-05-06,W20,28,0
2024-05-06,W21,13,0
2024-05-06,W22,41,0
2024-05-06,W23,33,0
2024-05-06,W24,25,0
2024-05-06,W25,5,0
2024-05-06,W26,44,0
2024-05-06,W27,18,0
2024-05-06,W28,2,0
2024-05-06,W29,18,0
2024-05-06,W30,26,0
2024-05-06,W31,13,0
2024-05-06,W32,11,0
2024-05-06,W33,16,0
2024-05-06,W34,29,0
2024-05-06,W35,29,0
2024-05-06,W36,19,0
2024-05-06,W37,25,0
2024-05-06,W38,17,0
2024-05-06,W39,5,0
2024-05-06,W40,32,0
2024-05-06,W41,19,0
2024-05-06,W42,21,0
2024-05-06,W43,31,0
2024-05-06,W44,11,0
2024-05-06,W45,25,0
2024-05-06,W46,21,0
2024-05-06,W47,6,0
2024-05-06,W48,10,0
2024-05-06,W49,39,0
2024-05-06,W50,25,0
2024-05-06,W51,19,0
2024-05-06,W52,17,0
2024-05-06,W53,27,0
2024-05-06,W54,51,0
2024-05-06,W55,10,0
2024-05-06,W56,24,0
2024-05-06,W57,15,0
2024-05-06,W58,11,0
2024-05-06,W59,34,0
2024-05-06,W60,5,0
2024-05-06,W61,24,0
2024-05-06,W62,10,0
2024-05-06,W63,27,0
2024-05-06,W64,9,0
2024-05-06,W65,8,0
2024-05-06,W66,10,0
2024-05-06,W67,18,0
2024-05-06,W68,31,0
2024-05-06,W69,9,0
2024-05-06,W70,26,0
2024-05-06,W71,15,0
2024-05-06,W72,21,0
2024-05-06,W73,15,0
2024-05-06,W74,14,0
2024-05-06,W75,17,0
2024-05-06,W76,20,0
2024-05-06,W77,14,0
2024-05-06,W78,20,0
2024-05-06,W79,18,0
2024-05-06,W80,20,0
2024-05-06,W81,15,0
2024-05-06,W82,13,0
2024-05-06,W83,24,0
2024-05-06,W84,10,0
2024-05-06,W85,20,0
2024-05-06,W86,13,0
2024-05-06,W87,25,0
2024-05-06,W88,24,0
2024-05-06,W89,23,0
2024-05-06,W90,10,0
2024-05-06,W91,11,0
2024-05-06,W92,25,0
2024-05-06,W93,13,0
2024-05-06,W94,20,0
2024-05-06,W95,14,0
2024-05-06,W96,12,0
2024-05-06,W97,15,0
2024-05-06,W98,10,0
2024-05-06,W99,14,0
2024-05-06,W100,18,0
2024-05-13,W01,24,0
2024-05-13,W02,20,0
2024-05-13,W03,25,0
2024-05-13,W04,10,0
2024-05-13,W05,19,0
2024-05-13,W06,30,0
2024-05-13,W07,15,0
2024-05-13,W08,31,0
2024-05-13,W09,32,0
2024-05-13,W10,14,0
2024-05-13,W11,10,0
2024-05-13,W12,11,0
2024-05-13,W13,9,0
2024-05-13,W14,12,0
2024-05-13,W15,13,0
2024-05-13,W16,25,0
2024-05-13,W17,20,0
2024-05-13,W18,28,0
2024-05-13,W19,25,0
2024-05-13,W20,20,0
2024-05-13,W21,14,0
2024-05-13,W22,35,0
2024-05-13,W23,24,0
2024-05-13,W24,14,1
2024-05-13,W25,7,0
2024-05-13,W26,20,0
2024-05-13,W27,11,0
2024-05-13,W28,5,0
2024-05-13,W29,17,0
2024-05-13,W30,15,0
2024-05-13,W31,15,0
2024-05-13,W32,10,0
2024-05-13,W33,24,0
2024-05-13,W34,31,0
2024-05-13,W35,30,0
2024-05-13,W36,21,0
2024-05-13,W37,30,0
2024-05-13,W38,29,0
2024-05-13,W39,10,0
2024-05-13,W40,29,0
2024-05-13,W41,10,0
2024-05-13,W42,18,0
2024-05-13,W43,19,0
2024-05-13,W44,12,0
2024-05-13,W45,27,0
2024-05-13,W46,14,0
2024-05-13,W47,7,0
2024-05-13,W48,12,0
2024-05-13,W49,32,0
2024-05-13,W50,34,0
2024-05-13,W51,8,0
2024-05-13,W52,15,0
2024-05-13,W53,25,0
2024-05-13,W54,47,0
2024-05-13,W55,21,0
2024-05-13,W56,33,0
2024-05-13,W57,20,0
2024-05-13,W58,10,0
2024-05-13,W59,45,0
2024-05-13,W60,13,1
2024-05-13,W61,10,0
2024-05-13,W62,28,0
2024-05-13,W63,23,0
2024-05-13,W64,4,0
2024-05-13,W65,8,0
2024-05-13,W66,6,0
2024-05-13,W67,21,0
2024-05-13,W68,18,0
2024-05-13,W69,11,0
2024-05-13,W70,20,0
2024-05-13,W71,30,0
2024-05-13,W72,15,0
2024-05-13,W73,18,0
2024-05-13,W74,19,0
2024-05-13,W75,13,0
2024-05-13,W76,28,0
2024-05-13,W77,9,0
2024-05-13,W78,14,0
2024-05-13,W79,20,0
2024-05-13,W80,20,0
2024-05-13,W81,26,0
2024-05-13,W82,19,0
2024-05-13,W83,23,0
2024-05-13,W84,7,0
2024-05-13,W85,7,0
2024-05-13,W86,20,0
2024-05-13,W87,32,0
2024-05-13,W88,35,0
2024-05-13,W89,16,0
2024-05-13,W90,14,0
2024-05-13,W91,13,0
2024-05-13,W92,25,0
2024-05-13,W93,11,0
2024-05-13,W94,14,0
