week_start_date,ward_id,turbidity,ecoli_index,ph_level,chlorine_residual,water_sample_count,contamination_flag
2024-04-01,W32,6.3,1.39,7.47,0.433,7,0
2024-04-01,W33,9.14,4.39,7.72,0.284,7,0
2024-04-01,W34,9.19,6.06,7.52,0.504,6,1
2024-04-01,W35,17.21,7.78,7.67,0.321,4,1
2024-04-01,W36,5.9,3.41,7.77,0.397,7,0
2024-04-01,W37,8.24,4.04,7.43,0.495,3,0
2024-04-01,W38,8.28,4.2,8.13,0.391,3,0
2024-04-01,W39,4.29,2.67,7.87,0.275,6,0
2024-04-01,W40,8.09,3.75,7.81,0.453,3,0
2024-04-01,W41,6.7,2.55,7.48,0.526,3,0
2024-04-01,W42,12.92,6.79,7.75,0.392,7,1
2024-04-01,W43,14.04,6.99,7.51,0.146,4,1
2024-04-01,W44,7.37,3.29,6.95,0.553,5,0
2024-04-01,W45,8.01,5.2,7.17,0.365,6,1
2024-04-01,W46,9.41,4.15,7.63,0.307,7,0
2024-04-01,W47,6.35,1.67,7.74,0.433,5,0
2024-04-01,W48,6.88,1.74,7.48,0.468,4,0
2024-04-01,W49,10.97,6.09,7.83,0.248,5,1
2024-04-01,W50,8.36,4.14,7.95,0.298,7,0
2024-04-01,W51,1.9,1.93,7.82,0.492,4,0
2024-04-01,W52,9.16,3.62,8.09,0.523,3,0
2024-04-01,W53,9.42,4.9,7.01,0.258,7,0
2024-04-01,W54,12.54,7.93,7.85,0.31,7,1
2024-04-01,W55,8.11,4.55,6.97,0.411,4,0
2024-04-01,W56,12.86,5.01,8.17,0.236,6,1
2024-04-01,W57,10.66,6.53,7.57,0.182,4,1
2024-04-01,W58,8.73,3.48,7.33,0.48,7,0
2024-04-01,W59,6.65,4.09,7.54,0.293,6,0
2024-04-01,W60,8.41,3.56,7.71,0.376,4,0
2024-04-01,W61,7.81,3.52,7.37,0.316,5,0
2024-04-01,W62,5.19,2.27,7.34,0.244,5,0
2024-04-01,W63,7.05,2.37,8.12,0.454,3,0
2024-04-01,W64,6.22,1.77,7.82,0.6,5,0
2024-04-01,W65,4.05,1.05,7.02,0.313,4,0
2024-04-01,W66,6.07,1.98,7.53,0.421,4,0
2024-04-01,W67,8.47,3.83,8.13,0.239,6,0
2024-04-01,W68,6.57,4.17,7.11,0.332,4,0
2024-04-01,W69,5.56,2.54,7.18,0.385,7,0
2024-04-01,W70,9.11,2.48,7.19,0.418,6,0
2024-04-01,W71,6.35,3.69,8.17,0.45,4,0
2024-04-01,W72,4.94,2.37,7.64,0.416,3,0
2024-04-01,W73,6.26,3.25,7.33,0.381,6,0
2024-04-01,W74,7.99,4.67,7.89,0.352,6,0
2024-04-01,W75,9.93,3.86,7.19,0.396,6,0
2024-04-01,W76,6.78,3.68,7.03,0.156,4,0
2024-04-01,W77,7.12,2.74,7.33,0.403,6,0
2024-04-01,W78,8.24,4.28,7.06,0.506,7,0
2024-04-01,W79,9.74,5.6,7.34,0.394,6,1
2024-04-01,W80,6.65,2.39,7.97,0.268,5,0
2024-04-01,W81,6.17,2.62,7.29,0.467,3,0
2024-04-01,W82,6.22,3.43,7.84,0.236,4,0
2024-04-01,W83,3.51,2.37,6.87,0.469,3,0
2024-04-01,W84,3.08,1.55,7.49,0.464,5,0
2024-04-01,W85,11.49,5.47,8.03,0.299,7,1
2024-04-01,W86,6.58,3.62,7.77,0.279,7,0
2024-04-01,W87,7.97,4.39,6.98,0.44,7,0
2024-04-01,W88,9.42,4.64,8.0,0.379,5,0
2024-04-01,W89,7.85,4.27,7.6,0.562,6,0
2024-04-01,W90,6.54,3.95,7.29,0.441,6,0
2024-04-01,W91,6.69,3.36,7.98,0.62,4,0
2024-04-01,W92,9.96,4.13,7.92,0.362,6,0
2024-04-01,W93,4.76,1.55,7.09,0.558,7,0
2024-04-01,W94,7.22,3.79,7.75,0.28,5,0
2024-04-01,W95,7.97,3.03,7.87,0.328,5,0
2024-04-01,W96,3.29,2.36,7.8,0.417,5,0
2024-04-01,W97,7.17,2.46,6.88,0.376,6,0
2024-04-01,W98,6.02,2.62,8.14,0.407,6,0
2024-04-01,W99,9.33,5.16,6.98,0.094,4,1
2024-04-01,W100,8.47,4.89,8.07,0.402,5,0
2024-04-08,W01,10.8,5.51,8.2,0.382,5,1
2024-04-08,W02,7.69,3.7,7.11,0.296,4,0
2024-04-08,W03,10.12,3.96,8.12,0.47,6,0
2024-04-08,W04,11.77,3.78,8.04,0.465,6,0
2024-04-08,W05,5.94,3.26,7.08,0.416,7,0
2024-04-08,W06,7.62,3.35,7.13,0.276,3,0
2024-04-08,W07,11.49,3.87,7.74,0.435,4,0
2024-04-08,W08,13.81,6.7,7.3,0.454,5,1
2024-04-08,W09,16.36,8.69,7.41,0.208,3,1
2024-04-08,W10,8.23,3.3,7.28,0.286,7,0
2024-04-08,W11,6.18,2.17,7.68,0.508,4,0
2024-04-08,W12,4.54,2.49,8.01,0.5,7,0
2024-04-08,W13,7.94,4.22,7.56,0.314,3,0
2024-04-08,W14,14.14,4.88,7.41,0.296,4,0
2024-04-08,W15,7.26,3.52,7.7,0.193,7,0
2024-04-08,W16,6.09,3.08,7.85,0.464,4,0
2024-04-08,W17,8.52,3.0,6.9,0.439,3,0
2024-04-08,W18,8.76,5.39,8.01,0.462,3,1
2024-04-08,W19,11.49,5.32,7.31,0.242,4,1
2024-04-08,W20,10.45,4.81,8.17,0.405,5,0
2024-04-08,W21,5.82,2.05,8.03,0.383,4,0
2024-04-08,W22,7.65,4.58,7.57,0.323,5,0
2024-04-08,W23,11.1,3.73,7.52,0.205,7,0
2024-04-08,W24,7.82,3.1,7.77,0.442,3,0
2024-04-08,W25,5.96,2.61,7.02,0.471,6,0
2024-04-08,W26,9.08,4.63,6.81,0.398,5,0
2024-04-08,W27,4.87,2.05,7.82,0.562,5,0
2024-04-08,W28,8.32,3.2,7.33,0.403,3,0
2024-04-08,W29,6.37,2.94,8.02,0.389,6,0
2024-04-08,W30,10.92,4.98,6.97,0.389,7,0
2024-04-08,W31,11.12,5.16,7.13,0.333,3,1
2024-04-08,W32,9.01,3.28,7.17,0.344,3,0
2024-04-08,W33,11.8,5.92,8.02,0.338,6,1
2024-04-08,W34,9.17,5.49,8.08,0.197,6,1
2024-04-08,W35,14.03,7.56,7.24,0.446,7,1
2024-04-08,W36,9.17,3.95,7.27,0.226,4,0
2024-04-08,W37,8.84,5.8,7.88,0.298,6,1
2024-04-08,W38,9.75,3.91,7.22,0.269,6,0
2024-04-08,W39,4.87,2.8,8.15,0.31,3,0
2024-04-08,W40,9.15,4.23,7.88,0.476,4,0
2024-04-08,W41,8.71,4.7,7.26,0.394,4,0
2024-04-08,W42,14.53,6.93,7.98,0.396,4,1
2024-04-08,W43,14.86,7.44,8.09,0.079,4,1
2024-04-08,W44,9.13,4.48,7.81,0.457,7,0
2024-04-08,W45,12.01,5.86,8.16,0.472,6,1
2024-04-08,W46,10.44,5.97,6.96,0.381,7,1
2024-04-08,W47,10.72,3.8,7.0,0.291,7,0
2024-04-08,W48,10.66,3.51,7.61,0.414,6,0
2024-04-08,W49,16.85,6.24,7.67,0.131,5,1
2024-04-08,W50,10.63,5.57,7.79,0.263,5,1
2024-04-08,W51,5.32,1.82,7.67,0.464,7,0
2024-04-08,W52,13.38,5.77,7.0,0.37,3,1
2024-04-08,W53,14.57,6.21,7.22,0.292,6,1
2024-04-08,W54,16.18,7.62,7.55,0.382,5,1
2024-04-08,W55,21.36,9.31,7.79,0.15,5,1
2024-04-08,W56,13.75,6.57,7.38,0.235,5,1
2024-04-08,W57,13.51,5.82,7.38,0.31,6,1
2024-04-08,W58,8.36,4.24,7.01,0.409,7,0
2024-04-08,W59,10.34,5.22,8.17,0.26,7,1
2024-04-08,W60,9.6,3.73,7.27,0.375,7,0
2024-04-08,W61,21.47,8.06,6.55,0.378,6,1
2024-04-08,W62,9.46,4.13,6.92,0.255,3,0
2024-04-08,W63,15.11,5.67,7.17,0.355,5,1
2024-04-08,W64,7.98,2.25,8.18,0.423,7,0
2024-04-08,W65,9.51,3.94,6.96,0.382,3,0
2024-04-08,W66,5.89,1.75,7.33,0.4,6,0
2024-04-08,W67,7.35,3.38,7.26,0.294,6,0
2024-04-08,W68,10.58,4.55,7.83,0.457,5,0
2024-04-08,W69,4.24,1.8,8.0,0.356,7,0
2024-04-08,W70,8.03,3.77,7.35,0.4,3,0
2024-04-08,W71,10.77,4.23,6.84,0.405,7,0
2024-04-08,W72,7.25,3.18,7.35,0.319,7,0
2024-04-08,W73,8.03,4.66,7.14,0.282,3,0
2024-04-08,W74,9.36,4.21,6.88,0.284,3,0
2024-04-08,W75,10.49,4.03,7.48,0.287,4,0
2024-04-08,W76,7.69,4.39,6.85,0.456,7,0
2024-04-08,W77,6.33,3.0,8.02,0.381,7,0
2024-04-08,W78,12.37,5.6,7.33,0.416,7,1
2024-04-08,W79,16.5,7.48,7.51,0.153,3,1
2024-04-08,W80,4.18,2.95,7.16,0.483,3,0
2024-04-08,W81,7.33,2.96,7.96,0.493,6,0
2024-04-08,W82,7.68,3.57,7.83,0.545,5,0
2024-04-08,W83,5.48,2.0,7.58,0.416,6,0
2024-04-08,W84,5.27,3.64,7.85,0.572,3,0
2024-04-08,W85,17.58,7.16,7.9,0.377,6,1
2024-04-08,W86,8.23,3.6,8.12,0.356,3,0
2024-04-08,W87,11.06,5.34,7.58,0.3,6,1
2024-04-08,W88,13.54,5.69,7.29,0.348,4,1
2024-04-08,W89,10.91,5.5,7.31,0.485,3,1
2024-04-08,W90,8.39,4.11,7.72,0.417,3,0
2024-04-08,W91,12.72,6.19,7.74,0.288,6,1
2024-04-08,W92,14.53,6.6,7.89,0.379,6,1
2024-04-08,W93,6.44,3.1,7.71,0.489,3,0
2024-04-08,W94,14.31,5.06,7.12,0.218,7,1
2024-04-08,W95,11.58,4.38,6.84,0.448,6,0
2024-04-08,W96,6.07,3.59,7.03,0.458,3,0
2024-04-08,W97,4.76,3.1,7.15,0.408,6,0
2024-04-08,W98,6.17,3.44,7.31,0.262,6,0
2024-04-08,W99,13.06,4.54,7.73,0.291,7,0
2024-04-08,W100,10.79,5.84,7.1,0.206,5,1
2024-04-15,W01,7.35,2.16,7.26,0.353,6,0
2024-04-15,W02,9.49,4.0,7.01,0.437,3,0
2024-04-15,W03,13.71,5.1,7.16,0.416,7,1
2024-04-15,W04,8.72,3.62,7.4,0.452,6,0
2024-04-15,W05,9.41,4.69,8.01,0.187,6,0
2024-04-15,W06,10.66,3.94,7.38,0.437,6,0
2024-04-15,W07,8.67,3.75,7.82,0.471,6,0
2024-04-15,W08,9.36,4.3,8.17,0.376,5,0
2024-04-15,W09,13.31,7.43,7.49,0.192,6,1
2024-04-15,W10,8.44,3.59,7.89,0.269,5,0
2024-04-15,W11,3.04,1.7,8.07,0.411,4,0
2024-04-15,W12,5.86,3.09,6.88,0.53,5,0
2024-04-15,W13,7.71,2.69,7.31,0.331,3,0
2024-04-15,W14,7.74,3.18,8.17,0.359,6,0
2024-04-15,W15,6.53,2.74,7.99,0.486,5,0
2024-04-15,W16,13.62,6.79,7.73,0.365,3,1
2024-04-15,W17,5.54,4.11,8.02,0.537,6,0
2024-04-15,W18,11.84,5.25,6.87,0.458,5,1
2024-04-15,W19,11.21,5.89,7.97,0.342,7,1
2024-04-15,W20,10.23,2.68,7.29,0.491,4,0
2024-04-15,W21,12.67,4.63,7.52,0.303,4,0
2024-04-15,W22,9.47,5.01,7.9,0.415,7,1
2024-04-15,W23,23.09,9.52,7.1,0.292,4,1
2024-04-15,W24,6.68,3.17,7.67,0.357,5,0
2024-04-15,W25,20.12,6.87,6.9,0.271,7,1
2024-04-15,W26,8.23,3.85,7.56,0.433,5,0
2024-04-15,W27,6.79,2.24,6.85,0.389,3,0
2024-04-15,W28,4.42,2.81,7.39,0.447,7,0
2024-04-15,W29,11.83,4.34,7.27,0.319,5,0
2024-04-15,W30,14.06,5.56,7.71,0.138,5,1
2024-04-15,W31,10.98,4.81,7.32,0.399,6,0
2024-04-15,W32,3.82,0.88,8.19,0.4,6,0
2024-04-15,W33,9.9,5.32,7.51,0.445,4,1
2024-04-15,W34,11.09,4.89,7.66,0.304,6,0
2024-04-15,W35,15.35,8.33,7.96,0.264,3,1
2024-04-15,W36,7.8,3.07,7.9,0.567,3,0
2024-04-15,W37,9.52,4.98,7.0,0.393,5,0
2024-04-15,W38,9.59,4.97,7.16,0.399,5,0
2024-04-15,W39,4.42,2.06,8.16,0.427,7,0
2024-04-15,W40,10.51,4.21,7.04,0.46,7,0
2024-04-15,W41,6.64,3.46,8.18,0.399,5,0
2024-04-15,W42,13.85,5.9,7.84,0.3,6,1
2024-04-15,W43,15.91,6.63,6.88,0.045,5,1
2024-04-15,W44,12.18,5.59,7.47,0.331,6,1
2024-04-15,W45,12.28,5.64,7.23,0.174,7,1
2024-04-15,W46,10.05,5.12,7.44,0.388,7,1
2024-04-15,W47,6.49,2.99,8.17,0.278,7,0
2024-04-15,W48,8.58,3.57,7.77,0.519,3,0
2024-04-15,W49,11.79,5.0,7.24,0.408,7,0
2024-04-15,W50,7.58,2.05,7.02,0.492,5,0
2024-04-15,W51,5.82,2.98,7.9,0.317,5,0
2024-04-15,W52,10.95,5.81,7.22,0.371,6,1
2024-04-15,W53,15.84,8.39,7.8,0.363,4,1
2024-04-15,W54,16.29,8.14,8.0,0.351,7,1
2024-04-15,W55,9.63,5.2,7.46,0.37,3,1
2024-04-15,W56,12.9,6.0,7.71,0.311,6,1
2024-04-15,W57,9.95,4.28,7.06,0.502,7,0
2024-04-15,W58,9.27,4.77,7.56,0.455,5,0
2024-04-15,W59,7.74,4.97,8.11,0.269,6,0
2024-04-15,W60,10.77,4.28,7.21,0.678,4,0
2024-04-15,W61,7.39,3.6,7.75,0.237,5,0
2024-04-15,W62,21.16,9.12,7.2,0.284,7,1
2024-04-15,W63,9.73,3.11,7.84,0.282,5,0
2024-04-15,W64,6.91,3.03,7.79,0.257,7,0
2024-04-15,W65,3.19,0.96,7.42,0.404,5,0
2024-04-15,W66,6.33,2.29,7.84,0.282,6,0
2024-04-15,W67,11.1,4.22,7.87,0.32,7,0
2024-04-15,W68,13.37,4.51,7.69,0.368,3,0
2024-04-15,W69,7.45,3.18,6.84,0.502,3,0
2024-04-15,W70,11.06,5.9,7.9,0.198,4,1
2024-04-15,W71,10.61,5.29,7.0,0.386,3,1
2024-04-15,W72,10.3,4.84,7.24,0.341,3,0
2024-04-15,W73,7.31,4.76,7.37,0.429,4,0
2024-04-15,W74,9.83,3.65,8.03,0.286,3,0
2024-04-15,W75,12.31,4.42,7.8,0.349,6,0
2024-04-15,W76,12.01,5.57,7.21,0.418,4,1
2024-04-15,W77,8.95,3.88,7.76,0.254,6,0
2024-04-15,W78,12.08,6.32,7.66,0.198,6,1
2024-04-15,W79,11.31,5.81,7.29,0.409,4,1
2024-04-15,W80,6.47,3.05,7.53,0.507,4,0
2024-04-15,W81,5.48,1.56,6.85,0.485,3,0
2024-04-15,W82,8.45,2.81,7.7,0.425,5,0
2024-04-15,W83,6.83,1.9,7.08,0.472,4,0
2024-04-15,W84,7.74,2.43,7.15,0.283,6,0
2024-04-15,W85,13.07,5.33,7.17,0.269,7,1
2024-04-15,W86,9.43,4.8,7.73,0.298,7,0
2024-04-15,W87,9.09,4.16,8.14,0.444,4,0
2024-04-15,W88,12.06,5.58,7.01,0.274,3,1
2024-04-15,W89,5.36,3.97,6.86,0.236,4,0
2024-04-15,W90,8.54,5.66,7.46,0.365,5,1
2024-04-15,W91,12.99,5.98,7.92,0.371,5,1
2024-04-15,W92,15.53,6.28,7.88,0.287,6,1
2024-04-15,W93,9.9,3.87,8.08,0.362,4,0
2024-04-15,W94,12.39,6.17,7.84,0.501,5,1
2024-04-15,W95,9.74,2.64,8.08,0.449,4,0
2024-04-15,W96,9.18,3.28,7.24,0.384,4,0
2024-04-15,W97,7.49,3.35,6.92,0.574,3,0
2024-04-15,W98,4.7,2.37,7.11,0.263,7,0
2024-04-15,W99,13.8,5.99,7.02,0.182,7,1
2024-04-15,W100,10.6,4.87,7.88,0.521,6,0
2024-04-22,W01,7.11,3.57,7.82,0.286,3,0
2024-04-22,W02,6.31,3.42,7.23,0.374,6,0
2024-04-22,W03,9.06,3.57,7.59,0.436,4,0
2024-04-22,W04,8.09,4.07,7.86,0.344,7,0
2024-04-22,W05,9.56,3.67,7.63,0.421,7,0
2024-04-22,W06,8.41,4.63,7.36,0.336,5,0
2024-04-22,W07,6.39,2.97,8.16,0.262,5,0
2024-04-22,W08,13.54,7.3,7.43,0.324,4,1
2024-04-22,W09,17.78,8.96,7.85,0.427,7,1
2024-04-22,W10,9.01,3.2,7.09,0.425,3,0
2024-04-22,W11,7.36,3.81,7.74,0.231,3,0
2024-04-22,W12,6.84,3.86,7.4,0.394,4,0
2024-04-22,W13,4.53,2.19,7.58,0.754,4,0
2024-04-22,W14,12.16,4.43,7.16,0.641,6,0
2024-04-22,W15,8.27,3.27,6.86,0.438,6,0
2024-04-22,W16,9.9,4.99,6.86,0.245,5,0
2024-04-22,W17,7.26,3.27,7.67,0.487,5,0
2024-04-22,W18,7.74,4.04,7.21,0.394,7,0
2024-04-22,W19,9.65,4.93,7.23,0.209,6,0
2024-04-22,W20,5.03,1.85,8.17,0.365,4,0
2024-04-22,W21,6.0,3.38,7.65,0.307,3,0
2024-04-22,W22,9.18,4.87,7.3,0.348,7,0
2024-04-22,W23,10.45,6.01,7.35,0.239,7,1
2024-04-22,W24,11.67,4.97,7.08,0.376,5,0
2024-04-22,W25,6.34,2.78,7.82,0.441,5,0
2024-04-22,W26,9.17,4.88,7.28,0.412,5,0
2024-04-22,W27,7.15,3.35,7.61,0.474,3,0
2024-04-22,W28,5.98,2.28,7.96,0.454,5,0
2024-04-22,W29,7.88,2.8,8.07,0.438,3,0
2024-04-22,W30,13.17,5.32,7.89,0.354,4,1
2024-04-22,W31,12.63,5.37,6.9,0.282,7,1
2024-04-22,W32,6.86,2.48,6.87,0.373,5,0
2024-04-22,W33,18.79,8.61,7.34,0.277,3,1
2024-04-22,W34,6.63,3.72,7.38,0.42,7,0
2024-04-22,W35,13.25,7.47,8.08,0.322,3,1
2024-04-22,W36,9.77,4.35,7.09,0.451,3,0
2024-04-22,W37,11.41,4.45,7.8,0.377,4,0
2024-04-22,W38,10.35,3.53,6.87,0.39,5,0
2024-04-22,W39,9.6,3.38,7.03,0.641,6,0
2024-04-22,W40,13.72,5.92,7.41,0.521,7,1
2024-04-22,W41,5.29,2.1,7.53,0.42,4,0
2024-04-22,W42,18.22,7.94,7.22,0.436,5,1
2024-04-22,W43,14.54,7.74,7.36,0.403,6,1
2024-04-22,W44,12.67,5.16,7.68,0.243,4,1
2024-04-22,W45,9.59,5.13,7.29,0.401,5,1
2024-04-22,W46,9.54,5.43,7.52,0.364,3,1
2024-04-22,W47,5.22,2.11,7.6,0.359,3,0
2024-04-22,W48,5.78,2.14,8.09,0.442,6,0
2024-04-22,W49,29.29,10.0,7.29,0.171,5,1
2024-04-22,W50,6.86,3.91,7.7,0.517,3,0
2024-04-22,W51,5.47,2.22,8.03,0.534,6,0
2024-04-22,W52,9.59,4.02,7.93,0.407,4,0
2024-04-22,W53,12.1,5.98,7.55,0.331,3,1
2024-04-22,W54,19.45,10.0,7.69,0.195,7,1
2024-04-22,W55,10.68,5.94,7.98,0.435,7,1
2024-04-22,W56,10.11,4.32,8.16,0.38,5,0
2024-04-22,W57,12.77,6.54,7.45,0.211,4,1
2024-04-22,W58,8.46,3.18,7.25,0.393,6,0
2024-04-22,W59,10.81,5.39,7.56,0.354,3,1
2024-04-22,W60,11.28,4.39,7.58,0.353,6,0
2024-04-22,W61,6.29,4.7,7.49,0.482,6,0
2024-04-22,W62,28.89,10.0,7.42,0.123,10,1
2024-04-22,W63,7.92,2.02,6.86,0.397,3,0
2024-04-22,W64,8.3,3.54,7.9,0.543,7,0
2024-04-22,W65,5.07,1.8,8.01,0.571,4,0
2024-04-22,W66,6.45,1.98,7.41,0.402,5,0
2024-04-22,W67,10.88,3.81,8.04,0.53,7,0
2024-04-22,W68,16.73,6.53,6.98,0.349,7,1
2024-04-22,W69,5.29,1.2,7.39,0.35,6,0
2024-04-22,W70,9.19,3.95,7.46,0.384,5,0
2024-04-22,W71,13.22,6.29,6.95,0.327,6,1
2024-04-22,W72,9.96,4.1,7.05,0.416,6,0
2024-04-22,W73,8.67,4.48,7.21,0.406,3,0
2024-04-22,W74,12.76,5.75,6.95,0.495,3,1
2024-04-22,W75,12.04,4.1,7.57,0.174,6,0
2024-04-22,W76,8.75,4.23,7.82,0.403,5,0
2024-04-22,W77,5.77,3.23,7.48,0.508,6,0
2024-04-22,W78,8.95,4.52,7.31,0.475,6,0
2024-04-22,W79,17.42,6.84,8.13,0.281,5,1
2024-04-22,W80,8.12,2.87,7.26,0.507,6,0
2024-04-22,W81,8.37,3.98,7.27,0.411,6,0
2024-04-22,W82,8.19,3.73,8.05,0.319,4,0
2024-04-22,W83,7.11,2.23,6.87,0.467,3,0
2024-04-22,W84,11.22,3.67,6.81,0.581,5,0
2024-04-22,W85,11.81,5.24,7.9,0.344,5,1
2024-04-22,W86,13.41,6.18,7.51,0.259,4,1
2024-04-22,W87,8.67,5.6,6.9,0.388,6,1
2024-04-22,W88,8.14,5.27,7.91,0.352,3,1
2024-04-22,W89,10.25,5.67,7.77,0.284,3,1
2024-04-22,W90,7.65,3.19,8.07,0.376,5,0
2024-04-22,W91,7.67,2.92,6.94,0.367,4,0
2024-04-22,W92,13.18,5.88,7.12,0.407,6,1
2024-04-22,W93,4.87,3.28,7.68,0.355,4,0
2024-04-22,W94,11.3,4.98,7.47,0.417,6,0
2024-04-22,W95,15.42,6.33,7.0,0.338,6,1
2024-04-22,W96,12.04,4.36,7.6,0.474,4,0
2024-04-22,W97,6.08,2.45,7.45,0.447,7,0
2024-04-22,W98,9.09,3.31,7.28,0.497,7,0
2024-04-22,W99,7.57,4.84,8.11,0.452,6,0
2024-04-22,W100,8.16,4.52,6.86,0.264,7,0
2024-04-29,W01,9.31,4.57,6.88,0.28,3,0
2024-04-29,W02,8.79,5.12,7.97,0.458,4,1
2024-04-29,W03,6.08,3.87,7.2,0.289,5,0
2024-04-29,W04,6.06,3.52,7.47,0.51,5,0
2024-04-29,W05,10.22,3.56,7.88,0.262,7,0
2024-04-29,W06,6.38,3.95,6.85,0.5,6,0
2024-04-29,W07,5.19,2.2,7.44,0.436,7,0
2024-04-29,W08,11.05,5.53,6.99,0.235,4,1
2024-04-29,W09,17.43,9.87,6.87,0.328,7,1
2024-04-29,W10,14.83,6.44,6.92,0.464,3,1
2024-04-29,W11,7.02,3.44,8.15,0.393,4,0
2024-04-29,W12,7.18,2.94,7.04,0.347,5,0
2024-04-29,W13,6.84,2.43,7.66,0.274,3,0
2024-04-29,W14,10.42,4.76,7.12,0.308,6,0
2024-04-29,W15,9.7,4.23,7.21,0.509,7,0
2024-04-29,W16,8.31,3.28,6.83,0.41,3,0
2024-04-29,W17,6.12,2.93,8.16,0.471,7,0
2024-04-29,W18,8.92,4.1,7.58,0.326,7,0
2024-04-29,W19,12.93,6.33,6.9,0.488,5,1
2024-04-29,W20,9.44,4.37,7.53,0.299,5,0
2024-04-29,W21,5.95,3.26,6.8,0.401,4,0
2024-04-29,W22,10.73,5.28,7.44,0.383,6,1
2024-04-29,W23,9.29,4.57,7.24,0.481,7,0
2024-04-29,W24,12.3,5.67,6.91,0.216,4,1
2024-04-29,W25,10.04,3.82,7.37,0.215,5,0
2024-04-29,W26,15.2,6.82,7.76,0.138,5,1
2024-04-29,W27,6.41,3.52,7.46,0.422,3,0
2024-04-29,W28,6.53,2.46,7.27,0.458,4,0
2024-04-29,W29,10.06,5.38,8.07,0.333,5,1
2024-04-29,W30,9.84,3.8,7.59,0.454,5,0
2024-04-29,W31,11.72,4.58,7.16,0.344,7,0
2024-04-29,W32,7.92,2.41,7.05,0.402,6,0
2024-04-29,W33,8.9,4.76,7.41,0.492,4,0
2024-04-29,W34,10.95,5.44,7.41,0.425,3,1
2024-04-29,W35,9.03,6.1,7.21,0.342,6,1
2024-04-29,W36,5.11,2.79,7.16,0.218,5,0
2024-04-29,W37,8.26,4.2,6.92,0.377,3,0
2024-04-29,W38,6.79,3.46,7.86,0.576,4,0
2024-04-29,W39,8.19,3.82,7.19,0.33,4,0
2024-04-29,W40,9.39,5.03,7.85,0.477,4,1
2024-04-29,W41,6.21,3.14,7.71,0.593,4,0
2024-04-29,W42,21.16,8.34,7.39,0.0,7,1
2024-04-29,W43,16.48,6.42,7.78,0.36,4,1
2024-04-29,W44,9.74,5.16,8.12,0.284,5,1
2024-04-29,W45,12.21,5.61,8.13,0.334,4,1
2024-04-29,W46,12.1,5.5,6.88,0.404,5,1
2024-04-29,W47,7.65,1.91,6.91,0.413,3,0
2024-04-29,W48,5.89,2.41,7.47,0.488,5,0
2024-04-29,W49,17.73,7.1,7.6,0.442,4,1
2024-04-29,W50,8.15,4.31,7.04,0.422,5,0
2024-04-29,W51,7.09,3.94,8.04,0.622,6,0
2024-04-29,W52,9.41,4.95,7.22,0.297,4,0
2024-04-29,W53,10.86,5.19,7.11,0.342,6,1
2024-04-29,W54,22.32,9.26,7.77,0.3,3,1
2024-04-29,W55,10.58,5.09,7.45,0.378,7,1
2024-04-29,W56,9.49,5.51,7.27,0.555,4,1
2024-04-29,W57,11.72,5.77,7.56,0.278,6,1
2024-04-29,W58,7.39,2.9,8.14,0.448,5,0
2024-04-29,W59,10.48,5.2,7.65,0.31,4,1
2024-04-29,W60,4.45,2.65,7.16,0.378,3,0
2024-04-29,W61,10.2,4.73,7.92,0.266,3,0
2024-04-29,W62,7.72,3.22,7.5,0.339,5,0
2024-04-29,W63,11.07,4.62,8.07,0.174,4,0
2024-04-29,W64,8.25,3.43,8.14,0.487,6,0
2024-04-29,W65,5.03,0.93,6.83,0.402,4,0
2024-04-29,W66,6.18,2.04,7.53,0.41,7,0
2024-04-29,W67,13.0,4.54,7.81,0.227,3,0
2024-04-29,W68,9.45,4.44,6.9,0.388,3,0
2024-04-29,W69,5.58,2.42,7.34,0.406,3,0
2024-04-29,W70,14.07,6.42,6.85,0.104,3,1
2024-04-29,W71,9.89,3.89,7.42,0.324,4,0
2024-04-29,W72,8.32,4.83,7.97,0.523,5,0
2024-04-29,W73,12.49,6.63,7.48,0.295,6,1
2024-04-29,W74,7.0,3.46,6.92,0.252,4,0
2024-04-29,W75,8.36,3.82,7.85,0.18,7,0
2024-04-29,W76,10.73,4.0,6.94,0.31,6,0
2024-04-29,W77,6.67,3.11,6.83,0.337,5,0
2024-04-29,W78,8.31,5.16,7.6,0.359,7,1
2024-04-29,W79,13.98,5.75,8.15,0.379,5,1
2024-04-29,W80,8.64,3.23,6.89,0.419,4,0
2024-04-29,W81,8.81,4.22,7.37,0.324,3,0
2024-04-29,W82,11.56,4.86,7.36,0.315,4,0
2024-04-29,W83,6.67,2.74,7.35,0.488,7,0
2024-04-29,W84,6.97,3.16,7.36,0.605,3,0
2024-04-29,W85,11.64,5.37,6.96,0.479,6,1
2024-04-29,W86,7.82,4.3,7.04,0.396,7,0
2024-04-29,W87,9.47,4.76,7.15,0.411,7,0
2024-04-29,W88,12.27,6.04,7.01,0.252,3,1
2024-04-29,W89,11.62,5.84,7.27,0.175,6,1
2024-04-29,W90,9.66,3.78,6.87,0.387,3,0
2024-04-29,W91,6.59,2.73,7.62,0.561,7,0
2024-04-29,W92,15.68,6.45,7.66,0.365,4,1
2024-04-29,W93,8.61,3.69,7.1,0.236,7,0
2024-04-29,W94,10.47,5.01,7.83,0.416,3,1
2024-04-29,W95,8.22,4.05,7.44,0.139,5,0
2024-04-29,W96,8.62,5.12,7.82,0.48,3,1
