week_start_date,ward_id,rainfall_mm,avg_temperature,humidity_percent,flood_event_flag,monsoon_flag
2024-04-01,W08,29.08,35.6,57.1,0,0
2024-04-01,W09,18.22,33.4,47.9,0,0
2024-04-01,W10,27.63,33.1,46.7,0,0
2024-04-01,W11,11.76,37.0,55.5,0,0
2024-04-01,W12,12.71,32.7,63.6,0,0
2024-04-01,W13,33.56,32.1,49.9,0,0
2024-04-01,W14,33.61,36.1,50.3,0,0
2024-04-01,W15,20.45,35.9,56.7,0,0
2024-04-01,W16,9.41,32.9,70.7,0,0
2024-04-01,W17,21.25,33.8,57.7,0,0
2024-04-01,W18,25.62,33.0,55.9,0,0
2024-04-01,W19,15.12,36.7,70.2,0,0
2024-04-01,W20,31.6,33.7,71.8,0,0
2024-04-01,W21,8.48,33.1,62.7,0,0
2024-04-01,W22,22.26,36.9,48.9,0,0
2024-04-01,W23,15.02,32.9,59.1,0,0
2024-04-01,W24,12.76,35.1,59.9,0,0
2024-04-01,W25,15.97,34.1,60.5,0,0
2024-04-01,W26,11.86,37.2,54.0,0,0
2024-04-01,W27,8.8,33.1,64.6,0,0
2024-04-01,W28,23.45,35.2,67.0,0,0
2024-04-01,W29,6.22,33.1,57.9,0,0
2024-04-01,W30,29.84,35.1,70.8,0,0
2024-04-01,W31,23.19,36.5,73.7,0,0
2024-04-01,W32,32.94,36.6,50.0,0,0
2024-04-01,W33,26.16,36.1,59.9,0,0
2024-04-01,W34,16.71,37.9,73.8,0,0
2024-04-01,W35,18.14,32.2,72.0,0,0
2024-04-01,W36,26.54,37.0,70.0,0,0
2024-04-01,W37,17.67,32.1,62.5,0,0
2024-04-01,W38,18.6,32.8,61.3,0,0
2024-04-01,W39,10.29,32.5,66.5,0,0
2024-04-01,W40,14.73,36.9,73.7,0,0
2024-04-01,W41,29.82,33.0,53.2,0,0
2024-04-01,W42,18.23,35.0,71.0,0,0
2024-04-01,W43,31.47,33.7,68.8,0,0
2024-04-01,W44,14.54,33.5,71.5,0,0
2024-04-01,W45,21.06,37.8,68.1,0,0
2024-04-01,W46,12.05,35.3,67.5,0,0
2024-04-01,W47,30.21,37.8,72.9,0,0
2024-04-01,W48,32.15,33.6,70.4,0,0
2024-04-01,W49,24.07,32.9,58.7,0,0
2024-04-01,W50,38.6,37.0,69.9,0,0
2024-04-01,W51,13.67,36.5,73.8,0,0
2024-04-01,W52,26.38,37.7,63.1,0,0
2024-04-01,W53,17.94,35.2,52.7,0,0
2024-04-01,W54,23.52,33.4,62.2,0,0
2024-04-01,W55,68.28,34.4,55.3,0,0
2024-04-01,W56,21.84,36.4,47.8,0,0
2024-04-01,W57,23.85,34.5,51.7,0,0
2024-04-01,W58,33.95,35.8,67.0,0,0
2024-04-01,W59,23.37,34.9,56.5,0,0
2024-04-01,W60,19.53,35.7,58.3,0,0
2024-04-01,W61,90.99,33.4,67.0,0,0
2024-04-01,W62,21.96,36.7,54.4,0,0
2024-04-01,W63,30.47,37.3,69.2,0,0
2024-04-01,W64,24.84,37.3,70.2,0,0
2024-04-01,W65,49.22,36.4,55.4,0,0
2024-04-01,W66,24.99,32.9,57.2,0,0
2024-04-01,W67,12.43,37.3,70.1,0,0
2024-04-01,W68,24.77,32.6,48.9,0,0
2024-04-01,W69,15.2,36.5,64.2,0,0
2024-04-01,W70,9.41,36.1,68.4,0,0
2024-04-01,W71,16.93,36.8,50.7,0,0
2024-04-01,W72,13.65,32.9,70.5,0,0
2024-04-01,W73,19.27,36.0,45.9,0,0
2024-04-01,W74,18.77,34.5,67.9,0,0
2024-04-01,W75,17.24,35.1,53.7,0,0
2024-04-01,W76,17.0,33.0,62.4,0,0
2024-04-01,W77,14.66,33.0,63.6,0,0
2024-04-01,W78,27.26,36.4,49.2,0,0
2024-04-01,W79,30.5,37.1,71.9,0,0
2024-04-01,W80,9.96,32.6,46.0,0,0
2024-04-01,W81,18.21,32.0,59.4,0,0
2024-04-01,W82,15.86,34.0,58.1,0,0
2024-04-01,W83,11.62,35.8,46.6,0,0
2024-04-01,W84,20.31,32.7,62.0,0,0
2024-04-01,W85,40.53,34.8,69.2,0,0
2024-04-01,W86,11.69,34.3,55.2,0,0
2024-04-01,W87,39.71,35.5,49.9,0,0
2024-04-01,W88,26.9,36.8,74.7,0,0
2024-04-01,W89,26.01,37.3,60.6,0,0
2024-04-01,W90,22.61,37.8,63.1,0,0
2024-04-01,W91,48.68,37.2,74.5,0,0
2024-04-01,W92,23.5,37.0,64.4,0,0
2024-04-01,W93,16.37,37.5,51.9,0,0
2024-04-01,W94,31.85,36.5,58.1,0,0
2024-04-01,W95,36.72,33.7,53.8,0,0
2024-04-01,W96,13.03,35.0,65.4,0,0
2024-04-01,W97,20.35,37.6,51.1,0,0
2024-04-01,W98,16.7,36.1,50.6,0,0
2024-04-01,W99,26.79,33.9,56.4,0,0
2024-04-01,W100,30.87,35.0,70.3,0,0
2024-04-08,W01,12.84,34.8,55.9,0,0
2024-04-08,W02,33.64,35.9,47.1,0,0
2024-04-08,W03,31.54,35.3,70.6,0,0
2024-04-08,W04,30.29,34.6,56.8,0,0
2024-04-08,W05,28.5,33.2,72.2,0,0
2024-04-08,W06,28.58,34.5,52.1,0,0
2024-04-08,W07,29.08,33.4,71.0,0,0
2024-04-08,W08,13.02,32.7,64.4,0,0
2024-04-08,W09,9.39,35.4,57.2,0,0
2024-04-08,W10,23.42,34.5,53.7,0,0
2024-04-08,W11,1.85,33.1,57.9,0,0
2024-04-08,W12,23.11,35.6,68.3,0,0
2024-04-08,W13,29.82,32.1,58.1,0,0
2024-04-08,W14,15.93,34.5,67.4,0,0
2024-04-08,W15,10.58,36.4,56.5,0,0
2024-04-08,W16,43.15,35.4,69.8,0,0
2024-04-08,W17,14.74,37.4,74.5,0,0
2024-04-08,W18,27.3,34.4,54.7,0,0
2024-04-08,W19,22.6,33.9,53.8,0,0
2024-04-08,W20,26.08,36.8,65.1,0,0
2024-04-08,W21,29.48,36.6,58.4,0,0
2024-04-08,W22,27.42,32.6,58.1,0,0
2024-04-08,W23,74.48,32.6,63.9,0,0
2024-04-08,W24,4.72,36.4,54.7,0,0
2024-04-08,W25,74.4,38.0,71.7,0,0
2024-04-08,W26,6.92,35.9,51.3,0,0
2024-04-08,W27,16.04,34.1,50.1,0,0
2024-04-08,W28,17.14,36.7,69.8,0,0
2024-04-08,W29,30.67,33.6,74.5,0,0
2024-04-08,W30,35.26,32.2,65.6,0,0
2024-04-08,W31,21.11,33.6,45.6,0,0
2024-04-08,W32,10.1,34.1,57.3,0,0
2024-04-08,W33,12.69,36.5,58.4,0,0
2024-04-08,W34,22.31,33.9,70.2,0,0
2024-04-08,W35,18.01,37.5,63.3,0,0
2024-04-08,W36,17.19,35.8,52.8,0,0
2024-04-08,W37,11.37,34.1,74.7,0,0
2024-04-08,W38,17.41,32.4,69.6,0,0
2024-04-08,W39,12.65,37.1,57.0,0,0
2024-04-08,W40,18.38,33.8,69.1,0,0
2024-04-08,W41,12.14,34.0,62.7,0,0
2024-04-08,W42,15.21,33.3,45.3,0,0
2024-04-08,W43,26.29,34.3,68.8,0,0
2024-04-08,W44,24.48,36.7,53.1,0,0
2024-04-08,W45,25.92,37.7,71.6,0,0
2024-04-08,W46,8.79,36.8,53.1,0,0
2024-04-08,W47,14.56,36.2,72.3,0,0
2024-04-08,W48,22.28,34.2,50.5,0,0
2024-04-08,W49,12.9,37.6,49.6,0,0
2024-04-08,W50,3.78,36.9,51.3,0,0
2024-04-08,W51,13.09,34.0,53.5,0,0
2024-04-08,W52,21.97,35.2,72.9,0,0
2024-04-08,W53,32.67,37.4,58.4,0,0
2024-04-08,W54,24.84,37.1,51.9,0,0
2024-04-08,W55,16.49,32.8,54.6,0,0
2024-04-08,W56,20.76,36.5,48.4,0,0
2024-04-08,W57,11.99,37.7,72.3,0,0
2024-04-08,W58,36.09,33.2,63.8,0,0
2024-04-08,W59,13.36,36.4,54.4,0,0
2024-04-08,W60,25.48,36.8,74.7,0,0
2024-04-08,W61,23.39,32.6,52.9,0,0
2024-04-08,W62,70.64,35.4,61.8,0,0
2024-04-08,W63,17.49,35.7,65.7,0,0
2024-04-08,W64,14.19,34.5,57.1,0,0
2024-04-08,W65,7.54,33.8,68.4,0,0
2024-04-08,W66,19.04,36.0,50.9,0,0
2024-04-08,W67,27.89,37.2,48.8,0,0
2024-04-08,W68,32.96,34.9,59.7,0,0
2024-04-08,W69,23.83,37.9,63.6,0,0
2024-04-08,W70,23.5,33.4,64.8,0,0
2024-04-08,W71,26.43,32.3,71.0,0,0
2024-04-08,W72,30.21,34.0,74.7,0,0
2024-04-08,W73,14.28,32.1,49.1,0,0
2024-04-08,W74,17.87,33.4,55.5,0,0
2024-04-08,W75,28.35,36.1,45.1,0,0
2024-04-08,W76,41.17,34.4,68.1,0,0
2024-04-08,W77,26.07,36.9,74.4,0,0
2024-04-08,W78,31.6,36.4,56.0,0,0
2024-04-08,W79,10.7,34.1,50.0,0,0
2024-04-08,W80,18.28,36.6,57.7,0,0
2024-04-08,W81,0.04,32.7,58.3,0,0
2024-04-08,W82,16.6,32.6,46.5,0,0
2024-04-08,W83,16.34,34.7,65.5,0,0
2024-04-08,W84,21.54,32.2,56.7,0,0
2024-04-08,W85,24.44,33.5,74.9,0,0
2024-04-08,W86,16.42,32.8,54.8,0,0
2024-04-08,W87,20.24,32.2,54.6,0,0
2024-04-08,W88,24.2,34.9,69.5,0,0
2024-04-08,W89,6.61,37.3,64.5,0,0
2024-04-08,W90,26.63,35.7,50.4,0,0
2024-04-08,W91,45.4,32.8,72.1,0,0
2024-04-08,W92,29.03,34.7,58.1,0,0
2024-04-08,W93,35.06,37.0,73.7,0,0
2024-04-08,W94,27.2,32.1,59.4,0,0
2024-04-08,W95,23.71,36.6,74.8,0,0
2024-04-08,W96,23.21,35.7,74.6,0,0
2024-04-08,W97,21.96,33.0,46.8,0,0
2024-04-08,W98,12.19,34.0,61.3,0,0
2024-04-08,W99,33.16,35.4,72.1,0,0
2024-04-08,W100,18.41,34.6,48.8,0,0
2024-04-15,W01,17.24,34.0,63.2,0,0
2024-04-15,W02,18.85,32.7,45.8,0,0
2024-04-15,W03,12.85,37.0,59.7,0,0
2024-04-15,W04,24.89,34.1,71.8,0,0
2024-04-15,W05,26.7,35.9,74.0,0,0
2024-04-15,W06,31.77,32.4,59.3,0,0
2024-04-15,W07,14.15,33.8,53.3,0,0
2024-04-15,W08,31.79,34.0,54.7,0,0
2024-04-15,W09,22.92,36.0,66.1,0,0
2024-04-15,W10,22.04,37.7,68.0,0,0
2024-04-15,W11,20.07,33.7,69.2,0,0
2024-04-15,W12,22.43,37.1,70.4,0,0
2024-04-15,W13,15.91,32.4,45.0,0,0
2024-04-15,W14,26.09,38.0,68.2,0,0
2024-04-15,W15,23.55,33.0,67.4,0,0
2024-04-15,W16,21.13,35.8,72.2,0,0
2024-04-15,W17,22.95,32.0,71.1,0,0
2024-04-15,W18,5.26,32.3,53.0,0,0
2024-04-15,W19,17.11,36.4,65.1,0,0
2024-04-15,W20,6.18,32.3,61.3,0,0
2024-04-15,W21,9.84,33.7,71.9,0,0
2024-04-15,W22,18.77,37.5,72.4,0,0
2024-04-15,W23,22.74,36.5,65.6,0,0
2024-04-15,W24,27.54,35.8,73.6,0,0
2024-04-15,W25,14.12,32.6,45.7,0,0
2024-04-15,W26,11.62,37.4,66.6,0,0
2024-04-15,W27,20.9,34.4,59.7,0,0
2024-04-15,W28,14.37,33.9,46.1,0,0
2024-04-15,W29,10.71,34.0,57.8,0,0
2024-04-15,W30,37.61,35.3,63.3,0,0
2024-04-15,W31,33.62,32.7,55.8,0,0
2024-04-15,W32,32.74,37.3,58.6,0,0
2024-04-15,W33,53.36,33.6,55.7,0,0
2024-04-15,W34,0.3,36.8,64.8,0,0
2024-04-15,W35,13.59,34.4,63.7,0,0
2024-04-15,W36,38.84,34.3,57.2,0,0
2024-04-15,W37,18.76,37.7,67.0,0,0
2024-04-15,W38,19.04,32.8,70.8,0,0
2024-04-15,W39,24.43,37.1,48.5,0,0
2024-04-15,W40,32.03,34.1,47.0,0,0
2024-04-15,W41,3.48,33.7,52.7,0,0
2024-04-15,W42,27.62,37.8,65.5,0,0
2024-04-15,W43,25.72,33.9,51.1,0,0
2024-04-15,W44,24.91,33.0,51.0,0,0
2024-04-15,W45,11.21,36.0,53.8,0,0
2024-04-15,W46,8.35,33.9,48.2,0,0
2024-04-15,W47,12.23,36.8,61.1,0,0
2024-04-15,W48,13.76,36.4,63.0,0,0
2024-04-15,W49,73.9,34.4,45.0,0,0
2024-04-15,W50,16.96,36.9,71.4,0,0
2024-04-15,W51,19.64,32.9,56.1,0,0
2024-04-15,W52,12.43,35.4,72.1,0,0
2024-04-15,W53,18.25,35.9,48.1,0,0
2024-04-15,W54,34.99,37.9,64.1,0,0
2024-04-15,W55,20.39,34.6,59.0,0,0
2024-04-15,W56,10.76,35.3,74.4,0,0
2024-04-15,W57,26.24,37.3,55.7,0,0
2024-04-15,W58,20.92,35.3,61.6,0,0
2024-04-15,W59,20.68,34.4,64.5,0,0
2024-04-15,W60,28.97,35.0,48.4,0,0
2024-04-15,W61,17.68,37.7,59.6,0,0
2024-04-15,W62,102.24,37.6,73.8,0,0
2024-04-15,W63,9.8,32.4,51.6,0,0
2024-04-15,W64,20.4,32.2,50.1,0,0
2024-04-15,W65,18.45,37.4,75.0,0,0
2024-04-15,W66,24.37,34.4,65.6,0,0
2024-04-15,W67,22.77,35.1,45.7,0,0
2024-04-15,W68,50.88,32.0,56.3,0,0
2024-04-15,W69,5.66,34.1,63.8,0,0
2024-04-15,W70,14.02,36.5,72.2,0,0
2024-04-15,W71,30.21,35.0,66.5,0,0
2024-04-15,W72,20.58,37.1,46.9,0,0
2024-04-15,W73,16.41,36.4,73.3,0,0
2024-04-15,W74,31.9,36.0,51.4,0,0
2024-04-15,W75,24.98,35.1,74.3,0,0
2024-04-15,W76,15.15,34.7,48.6,0,0
2024-04-15,W77,18.05,33.4,67.0,0,0
2024-04-15,W78,7.56,36.6,59.4,0,0
2024-04-15,W79,28.35,36.7,70.0,0,0
2024-04-15,W80,20.36,34.3,67.2,0,0
2024-04-15,W81,19.09,33.5,52.5,0,0
2024-04-15,W82,20.87,32.2,52.8,0,0
2024-04-15,W83,20.59,32.2,61.1,0,0
2024-04-15,W84,30.15,32.7,53.4,0,0
2024-04-15,W85,25.63,33.0,58.1,0,0
2024-04-15,W86,46.04,33.1,48.4,0,0
2024-04-15,W87,30.25,34.1,54.7,0,0
2024-04-15,W88,12.12,34.9,49.7,0,0
2024-04-15,W89,23.75,35.3,67.6,0,0
2024-04-15,W90,15.15,35.1,49.7,0,0
2024-04-15,W91,18.65,32.5,67.8,0,0
2024-04-15,W92,22.32,33.4,63.8,0,0
2024-04-15,W93,13.94,34.5,56.6,0,0
2024-04-15,W94,25.13,35.5,46.8,0,0
2024-04-15,W95,72.92,33.8,68.9,0,0
2024-04-15,W96,34.18,33.8,61.8,0,0
2024-04-15,W97,9.96,35.1,74.8,0,0
2024-04-15,W98,24.6,35.2,59.9,0,0
2024-04-15,W99,14.68,34.5,63.2,0,0
2024-04-15,W100,13.09,33.4,70.1,0,0
2024-04-22,W01,29.58,33.2,58.6,0,0
2024-04-22,W02,26.46,36.3,51.7,0,0
2024-04-22,W03,6.12,36.8,72.4,0,0
2024-04-22,W04,14.41,37.6,73.2,0,0
2024-04-22,W05,27.74,34.4,50.5,0,0
2024-04-22,W06,14.53,37.1,53.9,0,0
2024-04-22,W07,11.9,32.9,55.2,0,0
2024-04-22,W08,11.98,35.2,71.2,0,0
2024-04-22,W09,22.6,33.2,45.8,0,0
2024-04-22,W10,76.63,32.9,74.2,0,0
2024-04-22,W11,24.31,35.0,66.6,0,0
2024-04-22,W12,15.07,37.1,55.7,0,0
2024-04-22,W13,9.47,33.2,49.4,0,0
2024-04-22,W14,27.5,36.1,56.0,0,0
2024-04-22,W15,23.4,36.9,53.0,0,0
2024-04-22,W16,10.74,37.9,61.7,0,0
2024-04-22,W17,18.14,36.6,71.3,0,0
2024-04-22,W18,7.29,33.3,55.2,0,0
2024-04-22,W19,32.69,37.7,68.3,0,0
2024-04-22,W20,32.33,33.1,57.8,0,0
2024-04-22,W21,13.32,33.6,50.0,0,0
2024-04-22,W22,31.67,36.1,56.2,0,0
2024-04-22,W23,14.02,35.7,56.2,0,0
2024-04-22,W24,31.62,36.1,60.4,0,0
2024-04-22,W25,22.23,35.7,47.9,0,0
2024-04-22,W26,38.41,34.2,61.9,0,0
2024-04-22,W27,24.03,35.4,61.0,0,0
2024-04-22,W28,20.29,32.7,67.8,0,0
2024-04-22,W29,31.76,32.5,68.1,0,0
2024-04-22,W30,23.57,33.8,65.5,0,0
2024-04-22,W31,21.19,37.2,60.2,0,0
2024-04-22,W32,26.55,32.8,46.2,0,0
2024-04-22,W33,13.73,35.1,56.8,0,0
2024-04-22,W34,21.78,35.8,74.5,0,0
2024-04-22,W35,3.7,36.0,59.7,0,0
2024-04-22,W36,12.13,38.0,72.8,0,0
2024-04-22,W37,11.47,37.6,66.3,0,0
2024-04-22,W38,9.08,37.7,69.4,0,0
2024-04-22,W39,26.96,33.7,72.9,0,0
2024-04-22,W40,15.19,33.6,60.4,0,0
2024-04-22,W41,14.7,35.1,46.4,0,0
2024-04-22,W42,32.61,36.5,68.8,0,0
2024-04-22,W43,28.71,37.1,69.1,0,0
2024-04-22,W44,17.85,32.2,48.1,0,0
2024-04-22,W45,21.37,37.5,69.4,0,0
2024-04-22,W46,15.28,35.1,49.7,0,0
2024-04-22,W47,15.38,36.8,58.0,0,0
2024-04-22,W48,18.86,36.2,69.1,0,0
2024-04-22,W49,26.57,35.9,61.5,0,0
2024-04-22,W50,21.52,34.6,71.4,0,0
2024-04-22,W51,32.36,36.1,73.2,0,0
2024-04-22,W52,23.1,36.1,65.4,0,0
2024-04-22,W53,14.44,36.8,55.8,0,0
2024-04-22,W54,35.97,35.6,45.9,0,0
2024-04-22,W55,14.77,32.4,70.0,0,0
2024-04-22,W56,12.25,35.8,69.5,0,0
2024-04-22,W57,17.12,33.9,52.2,0,0
2024-04-22,W58,24.21,37.6,55.0,0,0
2024-04-22,W59,15.76,34.1,49.0,0,0
2024-04-22,W60,6.51,32.2,68.1,0,0
2024-04-22,W61,33.69,37.6,45.3,0,0
2024-04-22,W62,16.69,33.0,50.4,0,0
2024-04-22,W63,22.86,35.3,70.3,0,0
2024-04-22,W64,25.97,37.0,61.1,0,0
2024-04-22,W65,18.0,32.8,71.3,0,0
2024-04-22,W66,19.11,33.0,66.0,0,0
2024-04-22,W67,30.2,36.8,45.1,0,0
2024-04-22,W68,14.81,33.9,58.5,0,0
2024-04-22,W69,17.62,34.4,53.7,0,0
2024-04-22,W70,37.47,35.0,60.6,0,0
2024-04-22,W71,15.09,32.3,68.9,0,0
2024-04-22,W72,16.69,34.0,48.8,0,0
2024-04-22,W73,48.23,33.4,58.4,0,0
2024-04-22,W74,13.99,35.2,70.0,0,0
2024-04-22,W75,16.58,36.8,67.7,0,0
2024-04-22,W76,20.89,33.6,52.6,0,0
2024-04-22,W77,23.51,36.6,68.6,0,0
2024-04-22,W78,21.15,33.9,51.6,0,0
2024-04-22,W79,19.66,38.0,71.8,0,0
2024-04-22,W80,24.61,36.9,73.0,0,0
2024-04-22,W81,23.34,35.8,68.9,0,0
2024-04-22,W82,41.03,35.4,58.3,0,0
2024-04-22,W83,23.52,32.5,45.8,0,0
2024-04-22,W84,24.02,34.0,46.9,0,0
2024-04-22,W85,20.1,34.4,53.1,0,0
2024-04-22,W86,18.66,35.3,72.1,0,0
2024-04-22,W87,18.18,35.7,60.0,0,0
2024-04-22,W88,29.8,32.4,74.3,0,0
2024-04-22,W89,28.78,34.3,72.2,0,0
2024-04-22,W90,26.42,34.2,66.7,0,0
2024-04-22,W91,9.56,36.2,71.5,0,0
2024-04-22,W92,28.11,33.5,63.1,0,0
2024-04-22,W93,23.43,35.4,51.9,0,0
2024-04-22,W94,21.26,36.2,60.4,0,0
2024-04-22,W95,20.25,32.7,61.4,0,0
2024-04-22,W96,30.06,32.4,69.1,0,0
2024-04-22,W97,24.2,35.8,70.9,0,0
2024-04-22,W98,23.04,35.0,61.9,0,0
2024-04-22,W99,29.78,32.3,71.4,0,0
2024-04-22,W100,36.92,34.0,47.1,0,0
2024-04-29,W01,22.84,33.7,67.9,0,0
2024-04-29,W02,17.03,35.2,56.9,0,0
2024-04-29,W03,12.3,35.6,47.6,0,0
2024-04-29,W04,23.44,32.4,54.2,0,0
2024-04-29,W05,25.31,37.0,45.2,0,0
2024-04-29,W06,16.24,34.3,74.5,0,0
2024-04-29,W07,15.49,32.4,53.2,0,0
2024-04-29,W08,38.78,36.0,75.0,0,0
2024-04-29,W09,10.93,32.9,58.7,0,0
2024-04-29,W10,20.25,32.4,74.2,0,0
2024-04-29,W11,4.89,32.9,68.8,0,0
2024-04-29,W12,28.68,34.6,55.6,0,0
2024-04-29,W13,8.75,37.9,47.3,0,0
2024-04-29,W14,27.74,34.7,58.7,0,0
2024-04-29,W15,10.34,37.0,54.5,0,0
2024-04-29,W16,29.43,33.0,54.5,0,0
2024-04-29,W17,18.24,34.2,65.7,0,0
2024-04-29,W18,22.53,32.0,67.6,0,0
2024-04-29,W19,23.48,33.8,66.3,0,0
2024-04-29,W20,13.66,35.4,62.5,0,0
2024-04-29,W21,25.59,32.6,73.5,0,0
2024-04-29,W22,26.13,37.7,50.4,0,0
2024-04-29,W23,20.33,36.9,51.6,0,0
2024-04-29,W24,10.9,33.7,51.5,0,0
2024-04-29,W25,10.69,34.8,74.4,0,0
2024-04-29,W26,6.52,36.4,73.9,0,0
2024-04-29,W27,21.29,35.6,47.1,0,0
2024-04-29,W28,16.37,33.7,68.6,0,0
2024-04-29,W29,21.34,37.0,47.9,0,0
2024-04-29,W30,13.03,33.9,73.0,0,0
2024-04-29,W31,15.25,36.7,71.5,0,0
2024-04-29,W32,17.84,33.5,64.8,0,0
2024-04-29,W33,60.07,33.9,71.2,0,0
2024-04-29,W34,19.24,36.1,55.6,0,0
2024-04-29,W35,20.95,37.7,57.2,0,0
2024-04-29,W36,29.71,34.5,47.1,0,0
2024-04-29,W37,23.75,34.7,51.7,0,0
2024-04-29,W38,30.44,32.9,72.4,0,0
2024-04-29,W39,18.68,33.4,59.7,0,0
2024-04-29,W40,17.68,32.1,52.3,0,0
2024-04-29,W41,1.08,34.7,74.2,0,0
2024-04-29,W42,22.95,33.7,50.0,0,0
2024-04-29,W43,27.26,37.5,56.6,0,0
2024-04-29,W44,12.35,34.6,52.0,0,0
2024-04-29,W45,32.27,33.8,72.4,0,0
2024-04-29,W46,19.84,37.5,63.1,0,0
2024-04-29,W47,28.93,32.6,60.2,0,0
2024-04-29,W48,8.0,37.0,74.6,0,0
2024-04-29,W49,19.45,34.9,66.0,0,0
2024-04-29,W50,28.51,37.4,72.5,0,0
2024-04-29,W51,33.59,34.2,63.0,0,0
2024-04-29,W52,11.02,34.5,62.4,0,0
2024-04-29,W53,27.76,35.9,57.7,0,0
2024-04-29,W54,19.3,35.1,62.6,0,0
2024-04-29,W55,17.72,37.5,45.6,0,0
2024-04-29,W56,30.19,34.5,52.7,0,0
2024-04-29,W57,11.76,33.9,68.0,0,0
2024-04-29,W58,10.33,35.1,48.4,0,0
2024-04-29,W59,18.17,36.0,72.3,0,0
2024-04-29,W60,12.91,37.6,71.0,0,0
2024-04-29,W61,23.12,34.5,49.4,0,0
2024-04-29,W62,49.61,32.4,63.9,0,0
2024-04-29,W63,33.47,33.6,49.9,0,0
2024-04-29,W64,17.24,35.5,48.9,0,0
2024-04-29,W65,16.76,37.0,57.9,0,0
2024-04-29,W66,28.92,35.7,56.9,0,0
2024-04-29,W67,31.29,37.0,64.8,0,0
2024-04-29,W68,2.72,35.9,72.9,0,0
2024-04-29,W69,32.61,35.5,74.6,0,0
2024-04-29,W70,11.67,32.4,64.2,0,0
2024-04-29,W71,93.4,34.1,69.6,0,0
2024-04-29,W72,15.15,33.6,59.3,0,0
2024-04-29,W73,29.27,35.2,60.4,0,0
2024-04-29,W74,28.69,32.6,72.2,0,0
2024-04-29,W75,17.04,32.2,45.0,0,0
2024-04-29,W76,19.28,35.5,46.1,0,0
2024-04-29,W77,17.78,33.4,68.3,0,0
2024-04-29,W78,31.11,33.8,57.9,0,0
2024-04-29,W79,16.62,33.6,64.8,0,0
2024-04-29,W80,10.86,33.8,71.3,0,0
2024-04-29,W81,70.29,36.3,70.9,0,0
2024-04-29,W82,12.95,37.9,71.5,0,0
2024-04-29,W83,25.69,35.6,72.5,0,0
2024-04-29,W84,6.19,36.7,55.8,0,0
2024-04-29,W85,11.32,36.9,65.4,0,0
2024-04-29,W86,35.7,32.5,63.7,0,0
2024-04-29,W87,36.06,37.0,73.5,0,0
2024-04-29,W88,31.75,34.0,49.6,0,0
2024-04-29,W89,29.57,37.9,66.9,0,0
2024-04-29,W90,29.02,32.2,53.6,0,0
2024-04-29,W91,31.55,33.0,52.8,0,0
2024-04-29,W92,30.49,36.7,67.0,0,0
2024-04-29,W93,26.49,33.3,66.4,0,0
2024-04-29,W94,19.6,33.1,61.6,0,0
2024-04-29,W95,19.61,37.8,62.2,0,0
2024-04-29,W96,19.12,36.5,57.4,0,0
2024-04-29,W97,20.62,37.8,72.3,0,0
2024-04-29,W98,28.05,34.2,45.6,0,0
2024-04-29,W99,7.76,33.6,73.4,0,0
2024-04-29,W100,18.71,33.8,61.3,0,0
2024-05-06,W01,4.03,35.5,64.4,0,0
2024-05-06,W02,27.02,33.9,62.0,0,0
2024-05-06,W03,28.99,36.7,63.6,0,0
2024-05-06,W04,14.2,36.1,51.0,0,0
2024-05-06,W05,6.27,37.5,59.1,0,0
2024-05-06,W06,20.32,35.2,55.6,0,0
2024-05-06,W07,31.71,36.8,68.8,0,0
2024-05-06,W08,24.86,36.6,70.7,0,0
2024-05-06,W09,13.15,33.1,54.1,0,0
2024-05-06,W10,24.24,37.0,73.0,0,0
2024-05-06,W11,13.27,34.4,63.5,0,0
2024-05-06,W12,9.3,36.0,58.2,0,0
2024-05-06,W13,28.5,36.1,54.7,0,0
2024-05-06,W14,4.02,37.7,59.6,0,0
2024-05-06,W15,30.39,34.6,52.5,0,0
2024-05-06,W16,19.89,33.1,72.4,0,0
2024-05-06,W17,27.07,34.2,46.6,0,0
2024-05-06,W18,24.4,35.6,59.7,0,0
2024-05-06,W19,18.02,34.6,74.0,0,0
2024-05-06,W20,11.89,37.6,62.7,0,0
2024-05-06,W21,25.79,33.2,53.1,0,0
2024-05-06,W22,11.91,35.7,73.1,0,0
2024-05-06,W23,34.48,37.2,60.6,0,0
2024-05-06,W24,65.93,35.7,59.1,0,0
2024-05-06,W25,12.6,37.4,71.5,0,0
2024-05-06,W26,23.09,35.1,49.1,0,0
2024-05-06,W27,25.5,32.7,63.3,0,0
2024-05-06,W28,25.46,33.5,71.3,0,0
2024-05-06,W29,20.66,35.1,64.0,0,0
2024-05-06,W30,19.72,37.5,45.6,0,0
2024-05-06,W31,14.68,32.1,63.5,0,0
2024-05-06,W32,18.53,35.9,54.4,0,0
2024-05-06,W33,9.1,33.8,53.1,0,0
2024-05-06,W34,17.84,34.9,57.2,0,0
2024-05-06,W35,16.9,36.1,64.0,0,0
2024-05-06,W36,9.04,33.7,45.7,0,0
2024-05-06,W37,28.41,37.5,73.7,0,0
2024-05-06,W38,14.26,36.1,64.3,0,0
2024-05-06,W39,11.32,32.1,64.4,0,0
2024-05-06,W40,17.63,32.6,58.2,0,0
2024-05-06,W41,18.03,36.1,47.0,0,0
2024-05-06,W42,18.28,37.5,71.0,0,0
2024-05-06,W43,18.11,34.9,50.3,0,0
